filename,codec,q_flag,ssim,psnr,mse,,,,
woman.png,WebP,0,0.571589532906873,23.8762540454923,266.351383101852,,0.913421991027373,32.4260113095126,55.8545003053165
woman.png,WebP,1,0.661585900655041,24.991583845791,206.025974151235,,,,
woman.png,WebP,2,0.687919557267303,25.3653661249477,189.035664544753,,,,
woman.png,WebP,3,0.707201703913218,25.6607510307281,176.605920138889,,,,
woman.png,WebP,4,0.723790554870444,25.8980091924573,167.21662037037,,,,
woman.png,WebP,5,0.738596872184483,26.1085179535616,159.304691358025,,,,
woman.png,WebP,6,0.749346911821255,26.272959490864,153.385537229938,,,,
woman.png,WebP,7,0.758706707191427,26.4485179951759,147.308755787037,,,,
woman.png,WebP,8,0.769116602844638,26.6221508512746,141.535464891975,,,,
woman.png,WebP,9,0.779125309632759,26.8084203596314,135.593329475309,,,,
woman.png,WebP,10,0.786937765056339,26.9584125619162,130.990290316358,,,,
woman.png,WebP,11,0.79537914899004,27.1206189346489,126.188119212963,,,,
woman.png,WebP,12,0.800226465137391,27.2382253972701,122.816812307099,,,,
woman.png,WebP,13,0.807822744587603,27.3984902524343,118.367189429012,,,,
woman.png,WebP,14,0.81314037584262,27.5366474463909,114.660971257716,,,,
woman.png,WebP,15,0.818866814877846,27.6595028469868,111.46283275463,,,,
woman.png,WebP,16,0.826601744546949,27.8788766319142,105.972382330247,,,,
woman.png,WebP,17,0.830111132796448,27.9556866268589,104.114615162037,,,,
woman.png,WebP,18,0.834628536071199,28.0425181598692,102.053650655864,,,,
woman.png,WebP,19,0.838585465978039,28.1363953135408,99.8713290895062,,,,
woman.png,WebP,20,0.840755697100639,28.261024269649,97.046065779321,,,,
woman.png,WebP,21,0.846655734582327,28.3985149770723,94.0218653549383,,,,
woman.png,WebP,22,0.8498639523415,28.4971851537989,91.9098051697531,,,,
woman.png,WebP,23,0.853258444499392,28.6180722500061,89.3867476851852,,,,
woman.png,WebP,24,0.856901789862415,28.7249551553581,87.2137268518519,,,,
woman.png,WebP,25,0.860992432372772,28.8181163543978,85.3628144290124,,,,
woman.png,WebP,26,0.864329615134108,28.9627537055998,82.5667119984568,,,,
woman.png,WebP,27,0.867699004061795,29.0686418075094,80.5779436728395,,,,
woman.png,WebP,28,0.871254513198013,29.1901271038471,78.3551687885802,,,,
woman.png,WebP,29,0.872371614337847,29.2579109883605,77.1417100694444,,,,
woman.png,WebP,30,0.873970345244318,29.3436029103864,75.6345225694444,,,,
woman.png,WebP,31,0.876548236150609,29.4396585270243,73.9800308641975,,,,
woman.png,WebP,32,0.879705489152109,29.5602908192721,71.953393132716,,,,
woman.png,WebP,33,0.882806513800413,29.7228800960981,69.3094338348765,,,,
woman.png,WebP,34,0.886081678910694,29.8584624118125,67.179090470679,,,,
woman.png,WebP,35,0.887025179759321,29.9053306447786,66.4580044367284,,,,
woman.png,WebP,36,0.888750266534219,29.985407076128,65.2438609182099,,,,
woman.png,WebP,37,0.891688929754873,30.1055571943451,63.4635908564815,,,,
woman.png,WebP,38,0.892760944878351,30.2057496717084,62.0162345679012,,,,
woman.png,WebP,39,0.895078707538143,30.3241657269653,60.3481259645062,,,,
