filename,codec,q_flag,ssim,psnr,mse,,,,
woman.png,AVIF,0,0.998836937740005,53.1319157354099,0.316146797839506,,0.901775420950884,35.1489979252942,62.1190947016536
woman.png,AVIF,1,0.998187524775598,49.7356703446495,0.691056134259259,,,,
woman.png,AVIF,2,0.997324881728977,47.8738384867731,1.06095389660494,,,,
woman.png,AVIF,3,0.996697752508518,46.7419892824234,1.37683352623457,,,,
woman.png,AVIF,4,0.995874554809954,45.8041997388944,1.70867862654321,,,,
woman.png,AVIF,5,0.994985787984336,44.9155176927762,2.09666280864198,,,,
woman.png,AVIF,6,0.993941242609106,44.1524407919783,2.49940297067901,,,,
woman.png,AVIF,7,0.992690024727184,43.3963521038766,2.97471354166667,,,,
woman.png,AVIF,8,0.991346016638893,42.7727460536832,3.43404320987654,,,,
woman.png,AVIF,9,0.989880666985113,42.1780841453203,3.93796585648148,,,,
woman.png,AVIF,10,0.98827100468641,41.6421751479406,4.45515528549383,,,,
woman.png,AVIF,11,0.986561049354941,41.1298703475224,5.01294945987654,,,,
woman.png,AVIF,12,0.984454794193441,40.5946797399804,5.67038290895062,,,,
woman.png,AVIF,13,0.982433629163539,40.1798633651355,6.23869888117284,,,,
woman.png,AVIF,14,0.98052257785145,39.7756636624807,6.84721547067901,,,,
woman.png,AVIF,15,0.97861834435558,39.405778772927,7.45594135802469,,,,
woman.png,AVIF,16,0.97627909081297,38.9988996271424,8.18823688271605,,,,
woman.png,AVIF,17,0.97403243964556,38.6482780658097,8.87672067901235,,,,
woman.png,AVIF,18,0.972033940290943,38.3208128559512,9.57192033179012,,,,
woman.png,AVIF,19,0.970025906360359,38.0381705876358,10.2155864197531,,,,
woman.png,AVIF,20,0.967621658392771,37.6912860189827,11.0650086805556,,,,
woman.png,AVIF,21,0.965888270220778,37.4366048721109,11.7332918595679,,,,
woman.png,AVIF,22,0.963745651377133,37.1601810339639,12.5043827160494,,,,
woman.png,AVIF,23,0.962011314472999,36.92815685663,13.1906037808642,,,,
woman.png,AVIF,24,0.959668851768763,36.6391139784181,14.0983719135802,,,,
woman.png,AVIF,25,0.956513317321609,36.1874222509354,15.6436516203704,,,,
woman.png,AVIF,26,0.952767895874413,35.7849192733582,17.1628115354938,,,,
woman.png,AVIF,27,0.949583334571001,35.4028122574963,18.7412750771605,,,,
woman.png,AVIF,28,0.946396256570355,35.061358402823,20.2742370756173,,,,
woman.png,AVIF,29,0.942845052415671,34.71641714304,21.9502083333333,,,,
woman.png,AVIF,30,0.939354010364873,34.4050689491705,23.5816107253086,,,,
woman.png,AVIF,31,0.934705950250006,33.9670485571846,26.0840788966049,,,,
woman.png,AVIF,32,0.929704369451748,33.5527108088577,28.6952015817901,,,,
woman.png,AVIF,33,0.924847208914768,33.169019706219,31.3457301311728,,,,
woman.png,AVIF,34,0.919601465680026,32.8203935686788,33.9657339891975,,,,
woman.png,AVIF,35,0.914070928678657,32.4070187176759,37.3575588348765,,,,
woman.png,AVIF,36,0.90714121484722,32.000302293823,41.0251456404321,,,,
woman.png,AVIF,37,0.900817152679383,31.5976125063549,45.0110464891975,,,,
woman.png,AVIF,38,0.892447269168876,31.1902589353039,49.4372685185185,,,,
woman.png,AVIF,39,0.884987171953101,30.7938335252195,54.1622887731482,,,,
woman.png,AVIF,40,0.876244159100069,30.397551611247,59.336947337963,,,,
woman.png,AVIF,41,0.86755487708562,30.0104798276674,64.8682793209877,,,,
woman.png,AVIF,42,0.858406960996635,29.6409633207909,70.6291579861111,,,,
woman.png,AVIF,43,0.84767330274593,29.251607856042,77.2537509645062,,,,
woman.png,AVIF,44,0.836386811249198,28.8838711481895,84.0801051311728,,,,
woman.png,AVIF,45,0.824866833299332,28.5182865999439,91.4643180941358,,,,
woman.png,AVIF,46,0.810508983563394,28.1506699466289,99.5436053240741,,,,
woman.png,AVIF,47,0.797430063248895,27.8051111457669,107.787710262346,,,,
woman.png,AVIF,48,0.783768800980551,27.4562365368138,116.803728780864,,,,
woman.png,AVIF,49,0.768514154967956,27.0967762688781,126.882794174383,,,,
woman.png,AVIF,50,0.753146743125576,26.7595846312842,137.126659915123,,,,
woman.png,AVIF,51,0.736395723857691,26.4169027796901,148.385027970679,,,,
woman.png,AVIF,52,0.718989908242647,26.1228338402428,158.780431134259,,,,
woman.png,AVIF,53,0.702717649483355,25.8147125969012,170.454747299383,,,,
woman.png,AVIF,54,0.68673948841093,25.5353595085242,181.779293016975,,,,
woman.png,AVIF,55,0.66877583151762,25.2422148085707,194.472805748457,,,,
woman.png,AVIF,56,0.643492302282018,24.8851251794852,211.138699845679,,,,
woman.png,AVIF,57,0.619507221934845,24.5330007904072,228.970895061728,,,,
woman.png,AVIF,58,0.594829013974976,24.1655867847562,249.184877507716,,,,
woman.png,AVIF,59,0.570730650887461,23.8282139040759,269.314024884259,,,,
woman.png,AVIF,60,0.547458169594089,23.5187252299384,289.206358989198,,,,
woman.png,AVIF,61,0.523511635063673,23.1642129597828,313.804426118827,,,,
