Filename;q_flag;Avg Time;Avg Energy;File Size;Resolution;bpp;q_flag;ssim;psnr;mse;;min fs;max fs ;avg fs;median fs
bikes;53;0,046270336;1,72;62392;768x512;1,2693;53;0,950974813;31,69855516;43,97692362;;23402;274452;90190,44694;78100
bikes;54;0,046698068;2,2;62450;768x512;1,2705;54;0,951101941;31,71084173;43,85268487;;min bpp;max bpp;avg bpp;median bpp
bikes;55;0,046866178;1,74;64256;768x512;1,3072;55;0,953072647;31,88603875;42,11884816;;0,4761;6,0933;2,063821633;1,8072
bikes;56;0,047247199;2,14;64878;768x512;1,3199;56;0,953830916;31,94907553;41,51191881;;min time;max time ;avg time;median time
bikes;57;0,047254049;1,79;65120;768x512;1,3248;57;0,954122581;32,01246208;40,91044023;;0,032285341;0,071502479;0,046185562;0,045291289
bikes;58;0,047353299;2,15;65990;768x512;1,3425;58;0,955256358;32,1146053;39,95948029;;min enrg;max nrg;avg nrg;median nrg
bikes;59;0,047180848;1,8;66660;768x512;1,3562;59;0,956019842;32,16102368;39,53465864;;1,19;3,06;1,932540816;1,91
bikes;60;0,04789156;2,21;67804;768x512;1,3794;60;0,957172828;32,29493653;38,33422682;;;;;
bikes;61;0,048910893;1,92;68396;768x512;1,3915;61;0,957886954;32,37402155;37,6424781;;;;;
bikes;62;0,047213449;2,25;68572;768x512;1,3951;62;0,958042387;32,41455141;37,29281955;;;;;
bikes;63;0,04738059;1,77;70528;768x512;1,4348;63;0,9597346;32,60345764;35,70545705;;;;;
bikes;64;0,047279928;2,22;70846;768x512;1,4413;64;0,960445109;32,63560118;35,44216495;;;;;
bikes;65;0,047028518;1,78;71408;768x512;1,4527;65;0,960846073;32,68858497;35,01239861;;;;;
bikes;66;0,048009281;2,23;71650;768x512;1,4577;66;0,961069497;32,74393626;34,56899346;;;;;
bikes;67;0,04785039;1,84;72958;768x512;1,4843;67;0,962326724;32,86910345;33,58690728;;;;;
bikes;68;0,048382931;2,21;74110;768x512;1,5077;68;0,96345691;32,95399263;32,9367769;;;;;
bikes;69;0,047779909;1,81;75316;768x512;1,5323;69;0,964353081;33,07020587;32,06710646;;;;;
bikes;70;0,048390961;2,29;76094;768x512;1,5481;70;0,964971552;33,10790376;31,78996023;;;;;
bikes;71;0,047941541;1,8;76882;768x512;1,5641;71;0,965696425;33,23165648;30,89688619;;;;;
bikes;72;0,049173653;2,26;77368;768x512;1,574;72;0,966213372;33,32651933;30,22932349;;;;;
bikes;73;0,049082723;1,84;78300;768x512;1,593;73;0,966771487;33,38628904;29,81614261;;;;;
bikes;74;0,048680003;2,24;79198;768x512;1,6112;74;0,96780536;33,45889755;29,32179854;;;;;
bikes;75;0,049733035;1,92;80578;768x512;1,6393;75;0,968905321;33,59941264;28,38828108;;;;;
bikes;76;0,048990463;2,24;82820;768x512;1,6849;76;0,970293931;33,83352774;26,89847056;;;;;
bikes;77;0,049333934;1,89;86512;768x512;1,76;77;0,972783358;34,16923512;24,89756351;;;;;
bikes;78;0,049651985;2,28;88822;768x512;1,807;78;0,973984214;34,40573047;23,57801904;;;;;
bikes;79;0,049863595;1,89;90672;768x512;1,8447;79;0,975170803;34,60834934;22,50325945;;;;;
bikes;80;0,050670087;2,32;95312;768x512;1,9391;80;0,977638178;34,99639353;20,57979329;;;;;
bikes;81;0,05163762;1,89;97912;768x512;1,992;81;0,979056215;35,18109449;19,72290632;;;;;
bikes;82;0,051547329;2,28;101556;768x512;2,0661;82;0,980376896;35,53339703;18,18614536;;;;;
bikes;83;0,05147558;1,92;103824;768x512;2,1123;83;0,981466232;35,75679721;17,27430725;;;;;
bikes;84;0,052385422;2,32;109694;768x512;2,2317;84;0,983507866;36,17714079;15,68073018;;;;;
bikes;85;0,053695935;2,01;112986;768x512;2,2987;85;0,984464416;36,44602398;14,7393375;;;;;
bikes;86;0,053416735;2,07;117560;768x512;2,3917;86;0,985877594;36,81649266;13,53415341;;;;;
bikes;87;0,054882698;2,07;122946;768x512;2,5013;87;0,987174734;37,14706585;12,54220157;;;;;
bikes;88;0,055526789;2,09;128046;768x512;2,6051;88;0,988265756;37,53425269;11,47242143;;;;;
bikes;89;0,05575379;2,1;134896;768x512;2,7444;89;0,989717936;37,9171943;10,50415039;;;;;
bikes;90;0,056772133;2,2;141322;768x512;2,8752;90;0,990661257;38,34569732;9,517231411;;;;;
bikes;91;0,056914093;2,19;148484;768x512;3,0209;91;0,991744903;38,68044067;8,811225043;;;;;
bikes;92;0,057784785;2,24;154812;768x512;3,1496;92;0,992385536;39,06893104;8,057257758;;;;;
bikes;93;0,05954039;2,29;167546;768x512;3,4087;93;0,99359265;39,68525375;6,991252475;;;;;
bikes;94;0,060224961;2,35;176666;768x512;3,5942;94;0,994242874;40,04510578;6,435314602;;;;;
bikes;95;0,062027336;2,47;187110;768x512;3,8067;95;0,995035266;40,47030799;5,835116916;;;;;
bikes;96;0,063806861;2,46;201142;768x512;4,0922;96;0,99578577;40,94893164;5,226214091;;;;;
bikes;97;0,064119531;2,6;208534;768x512;4,2426;97;0,996008624;41,19995709;4,932699415;;;;;
bikes;98;0,066194336;2,65;226910;768x512;4,6164;98;0,996629177;41,6200809;4,477878147;;;;;
bikes;99;0,067166399;2,73;239986;768x512;4,8825;99;0,996913353;41,81187419;4,284428914;;;;;
building2;40;0,041818676;1,59;68734;640x512;1,678;40;0,951609354;28,56438479;90,49860433;;;;;
building2;41;0,042886798;2;70252;640x512;1,7151;41;0,95354565;28,76854146;86,34281718;;;;;
building2;42;0,042494977;1,63;70934;640x512;1,7317;42;0,954230787;28,81179377;85,48717855;;;;;
building2;43;0,043206939;2,03;72106;640x512;1,7604;43;0,955551797;28,95957558;82,62715556;;;;;
building2;44;0,043750329;1,63;72302;640x512;1,7651;44;0,956079649;28,96445184;82,534434;;;;;
building2;45;0,043665799;2,03;73084;640x512;1,7842;45;0,956949671;29,03945033;81,1213796;;;;;
building2;46;0,04359303;1,64;74464;640x512;1,8179;46;0,958476157;29,15917064;78,91567891;;;;;
building2;47;0,043551039;2;74656;640x512;1,8226;47;0,958707612;29,17243699;78,67498372;;;;;
building2;48;0,043090218;1,62;75382;640x512;1,8403;48;0,959627773;29,24129899;77,43734639;;;;;
building2;49;0,043663499;2,01;76774;640x512;1,8743;49;0,960842761;29,36308278;75,29603068;;;;;
building2;50;0,04349907;1,66;77332;640x512;1,8879;50;0,961416034;29,4436737;73,91166585;;;;;
building2;51;0,043962981;2,01;77962;640x512;1,9033;51;0,962397344;29,47316648;73,41143494;;;;;
building2;52;0,04396728;1,72;79066;640x512;1,9303;52;0,963245314;29,5985567;71,3221934;;;;;
building2;53;0,044264061;2,01;80162;640x512;1,957;53;0,964024796;29,7188216;69,37423401;;;;;
building2;54;0,044662062;1,65;80936;640x512;1,9759;54;0,964807769;29,7433037;68,984257;;;;;
building2;55;0,044317741;2,04;81848;640x512;1,9982;55;0,965715784;29,85859737;67,17700297;;;;;
building2;56;0,044279551;1,65;82310;640x512;2,0095;56;0,966111929;29,87196063;66,97061666;;;;;
building2;57;0,044874173;2,01;83802;640x512;2,0459;57;0,96732005;30,01980277;64,72917684;;;;;
building2;58;0,044905453;2,08;84084;640x512;2,0528;58;0,967500949;30,06207775;64,10214844;;;;;
building2;59;0,045264753;1,66;85030;640x512;2,0759;59;0,968271172;30,11980474;63,25573222;;;;;
building2;60;0,045034013;2,04;85766;640x512;2,0938;60;0,968880595;30,22191693;61,78579915;;;;;
building2;61;0,044859063;1,69;87360;640x512;2,1328;61;0,97025201;30,31868988;60,42426453;;;;;
building2;62;0,045504795;2,1;87360;640x512;2,1328;62;0,97025201;30,31868988;60,42426453;;;;;
building2;63;0,045268214;1,67;88606;640x512;2,1632;63;0,971128753;30,47418702;58,2990743;;;;;
building2;64;0,045671645;2,08;88970;640x512;2,1721;64;0,971439374;30,50220763;57,92414042;;;;;
building2;65;0,045357224;1,7;90508;640x512;2,2096;65;0,972564128;30,62258167;56,34069417;;;;;
building2;66;0,045749935;2,1;91538;640x512;2,2348;66;0,973160504;30,73114127;54,94981486;;;;;
building2;67;0,045314364;1,7;92436;640x512;2,2567;67;0,973728286;30,78867537;54,22665609;;;;;
building2;68;0,046350597;2,14;93412;640x512;2,2805;68;0,974347787;30,88406398;53,04860433;;;;;
building2;69;0,046058606;1,78;94136;640x512;2,2982;69;0,974880526;30,91401933;52,683962;;;;;
building2;70;0,046302657;2,09;95206;640x512;2,3243;70;0,975491809;31,05514152;50,9995341;;;;;
building2;71;0,046073745;1,73;95490;640x512;2,3312;71;0,975612484;31,08530228;50,64658101;;;;;
building2;72;0,046192986;2,15;96758;640x512;2,3622;72;0,976138228;31,21776287;49,1251709;;;;;
building2;73;0,046188366;1,77;97876;640x512;2,3895;73;0,977011574;31,28673576;48,35114746;;;;;
building2;74;0,046495916;2,18;98838;640x512;2,413;74;0,97762976;31,35237886;47,62582092;;;;;
building2;75;0,046429817;1,74;100116;640x512;2,4442;75;0,978114161;31,47713284;46,27720032;;;;;
building2;76;0,046848187;2,19;103686;640x512;2,5313;76;0,979932808;31,70496142;43,91210124;;;;;
building2;77;0,04787784;1,8;107030;640x512;2,613;77;0,981507282;31,95382205;41,4665741;;;;;
building2;78;0,04778719;2,2;109630;640x512;2,6765;78;0,982594303;32,20450945;39,14077454;;;;;
building2;79;0,048696003;1,82;113150;640x512;2,7624;79;0,983878159;32,47858602;36,74698893;;;;;
building2;80;0,049155953;2,2;117168;640x512;2,8605;80;0,9852584;32,76368822;34,4121287;;;;;
