Filename,q_flag,Avg Time,Avg Energy,File Size,Resolution,bpp,,,,
bikes,0,0.016236341,0.81,10540,768x512,0.2144,,0.0199891115665517,0.892686206896552,1.23337110344828
bikes,1,0.017119141,0.73,19140,768x512,0.3894,,,,
bikes,2,0.017876041,0.85,22286,768x512,0.4534,,,,
bikes,3,0.01871741,0.87,24688,768x512,0.5022,,,,
bikes,4,0.01799061,0.84,26802,768x512,0.5452,,,,
bikes,5,0.022509951,1,28474,768x512,0.5793,,,,
bikes,6,0.018267161,0.83,29798,768x512,0.6062,,,,
bikes,7,0.018279051,0.84,31456,768x512,0.6399,,,,
bikes,8,0.018595831,0.71,32916,768x512,0.6696,,,,
bikes,9,0.01824956,0.73,34134,768x512,0.6944,,,,
bikes,10,0.01866414,0.9,35830,768x512,0.7289,,,,
bikes,11,0.01851511,0.79,36748,768x512,0.7476,,,,
bikes,12,0.018548051,0.71,38312,768x512,0.7794,,,,
bikes,13,0.019079191,0.83,39240,768x512,0.7983,,,,
bikes,14,0.019542881,0.83,40152,768x512,0.8168,,,,
bikes,15,0.02029697,1,42432,768x512,0.8632,,,,
bikes,16,0.019791141,0.83,43068,768x512,0.8762,,,,
bikes,17,0.019901271,0.88,44052,768x512,0.8962,,,,
bikes,18,0.01987146,0.76,45304,768x512,0.9217,,,,
bikes,19,0.020255371,1.02,46448,768x512,0.9449,,,,
bikes,20,0.019764731,0.81,47740,768x512,0.9712,,,,
bikes,21,0.021037301,1.02,49060,768x512,0.9981,,,,
bikes,22,0.020144381,0.83,50184,768x512,1.0209,,,,
bikes,23,0.020447251,1.02,51346,768x512,1.0446,,,,
bikes,24,0.020443721,0.82,52008,768x512,1.0581,,,,
bikes,25,0.02054045,0.99,53316,768x512,1.0847,,,,
bikes,26,0.020267021,0.83,53842,768x512,1.0954,,,,
bikes,27,0.021053541,1.01,55356,768x512,1.1262,,,,
bikes,28,0.02116386,0.9,55518,768x512,1.1295,,,,
bikes,29,0.022050131,1.08,56048,768x512,1.1402,,,,
bikes,30,0.021800371,0.95,57594,768x512,1.1717,,,,
bikes,31,0.020931511,1.07,59184,768x512,1.2041,,,,
bikes,32,0.021931491,1.01,59532,768x512,1.2111,,,,
bikes,33,0.021723391,1.11,59980,768x512,1.2202,,,,
bikes,34,0.02142961,0.89,61560,768x512,1.2524,,,,
bikes,35,0.021330801,1.16,62030,768x512,1.262,,,,
bikes,36,0.021564101,0.95,62570,768x512,1.2729,,,,
bikes,37,0.02147168,1.1,63302,768x512,1.2878,,,,
bikes,38,0.021424101,0.91,63760,768x512,1.2972,,,,
bikes,39,0.021616481,1.03,64398,768x512,1.3101,,,,
bikes,40,0.021409821,0.85,65656,768x512,1.3357,,,,
bikes,41,0.021288711,1.04,65656,768x512,1.3357,,,,
bikes,42,0.021302041,0.84,67448,768x512,1.3722,,,,
bikes,43,0.021817731,1.02,68048,768x512,1.3844,,,,
bikes,44,0.021646931,0.83,68614,768x512,1.3959,,,,
bikes,45,0.021655601,1,70062,768x512,1.4254,,,,
bikes,46,0.02165568,0.83,70454,768x512,1.4333,,,,
bikes,47,0.0220839,1.03,71182,768x512,1.4482,,,,
bikes,48,0.022240681,1.01,72694,768x512,1.4789,,,,
bikes,49,0.022765961,1.13,73356,768x512,1.4924,,,,
bikes,50,0.022504481,1.21,73720,768x512,1.4998,,,,
bikes,51,0.024396901,1.4,73806,768x512,1.5015,,,,
bikes,52,0.022525271,0.99,75736,768x512,1.5408,,,,
bikes,53,0.024939001,1.3,75736,768x512,1.5408,,,,
bikes,54,0.02425249,1.05,77416,768x512,1.575,,,,
bikes,55,0.022842031,1.14,78080,768x512,1.5885,,,,
bikes,56,0.022784821,1.08,77848,768x512,1.5838,,,,
bikes,57,0.022728251,1.16,78312,768x512,1.5932,,,,
bikes,58,0.023145431,1.02,80092,768x512,1.6294,,,,
bikes,59,0.023114341,1.17,80288,768x512,1.6334,,,,
bikes,60,0.023042631,0.96,80528,768x512,1.6383,,,,
bikes,61,0.02308268,1.06,81666,768x512,1.6614,,,,
bikes,62,0.022982051,0.92,81940,768x512,1.667,,,,
bikes,63,0.023354381,1.07,83870,768x512,1.7063,,,,
bikes,64,0.02351606,0.93,84426,768x512,1.7176,,,,
bikes,65,0.024961951,1.41,85004,768x512,1.7294,,,,
bikes,66,0.02362842,1.22,85304,768x512,1.7355,,,,
bikes,67,0.028046431,1.53,86028,768x512,1.7502,,,,
bikes,68,0.024589621,1.11,86616,768x512,1.7622,,,,
bikes,69,0.024073781,1.32,86904,768x512,1.768,,,,
bikes,70,0.024319151,1.25,89254,768x512,1.8158,,,,
bikes,71,0.024126061,1.24,89450,768x512,1.8198,,,,
bikes,72,0.024339791,1.1,90566,768x512,1.8425,,,,
bikes,73,0.024345031,1.26,90566,768x512,1.8425,,,,
bikes,74,0.024491431,1.09,91360,768x512,1.8587,,,,
bikes,75,0.024681831,1.18,93444,768x512,1.9011,,,,
bikes,76,0.024473721,0.96,95570,768x512,1.9443,,,,
bikes,77,0.02493761,1.14,98462,768x512,2.0032,,,,
bikes,78,0.026080971,0.96,97342,768x512,1.9804,,,,
bikes,79,0.027684151,1.46,99190,768x512,2.018,,,,
bikes,80,0.026391801,1.19,103370,768x512,2.103,,,,
bikes,81,0.026891941,1.27,105476,768x512,2.1459,,,,
bikes,82,0.026946081,1.21,110236,768x512,2.2427,,,,
bikes,83,0.027027171,1.28,112254,768x512,2.2838,,,,
bikes,84,0.028300411,1.17,117432,768x512,2.3891,,,,
bikes,85,0.027561821,1.27,121274,768x512,2.4673,,,,
bikes,86,0.028199901,1.17,126324,768x512,2.57,,,,
bikes,87,0.029742921,1.5,132882,768x512,2.7034,,,,
bikes,88,0.029392881,1.26,136354,768x512,2.7741,,,,
bikes,89,0.035047311,1.78,138342,768x512,2.8145,,,,
bikes,90,0.032197071,1.36,143394,768x512,2.9173,,,,
bikes,91,0.033696071,1.66,151936,768x512,3.0911,,,,
bikes,92,0.033180771,1.29,155112,768x512,3.1557,,,,
bikes,93,0.034053431,1.7,162102,768x512,3.2979,,,,
bikes,94,0.035309052,1.51,175052,768x512,3.5614,,,,
bikes,95,0.037438952,1.9,190932,768x512,3.8845,,,,
bikes,96,0.037558341,1.57,201520,768x512,4.0999,,,,
bikes,97,0.037849311,1.91,207318,768x512,4.2178,,,,
bikes,98,0.041628931,1.78,230470,768x512,4.6889,,,,
bikes,99,0.040152242,1.87,244990,768x512,4.9843,,,,
building2,0,0.01487981,0.57,11808,640x512,0.2882,,,,
building2,1,0.016076041,0.81,21710,640x512,0.53,,,,
building2,2,0.01652206,0.64,25426,640x512,0.6207,,,,
building2,3,0.0169866,0.79,28032,640x512,0.6843,,,,
building2,4,0.01684512,0.76,30738,640x512,0.7504,,,,
building2,5,0.01721835,0.8,32684,640x512,0.7979,,,,
building2,6,0.01726126,0.65,33944,640x512,0.8287,,,,
building2,7,0.01758757,0.79,36114,640x512,0.8816,,,,
building2,8,0.01754916,0.67,37720,640x512,0.9208,,,,
building2,9,0.017812031,0.83,39092,640x512,0.9543,,,,
building2,10,0.017624661,0.68,40178,640x512,0.9809,,,,
building2,11,0.018002481,0.85,42176,640x512,1.0296,,,,
building2,12,0.018129201,0.68,43270,640x512,1.0563,,,,
building2,13,0.01817758,0.88,45022,640x512,1.0991,,,,
building2,14,0.0184926,0.69,46262,640x512,1.1294,,,,
building2,15,0.01856771,0.85,48690,640x512,1.1887,,,,
building2,16,0.01849815,0.73,49394,640x512,1.2059,,,,
building2,17,0.019079051,0.87,50350,640x512,1.2292,,,,
building2,18,0.018518871,0.68,51458,640x512,1.2562,,,,
building2,19,0.018958161,0.88,53292,640x512,1.301,,,,
building2,20,0.019048701,0.72,54612,640x512,1.3333,,,,
building2,21,0.01921561,0.9,56098,640x512,1.3695,,,,
building2,22,0.01922924,0.73,57316,640x512,1.3993,,,,
building2,23,0.019355501,0.93,58636,640x512,1.4315,,,,
building2,24,0.019412621,0.71,59246,640x512,1.4464,,,,
building2,25,0.019701901,0.92,60754,640x512,1.4832,,,,
building2,26,0.01958505,0.72,61704,640x512,1.5064,,,,
building2,27,0.019892351,0.94,62946,640x512,1.5367,,,,
building2,28,0.019762091,0.76,63490,640x512,1.55,,,,
building2,29,0.020831131,0.92,64316,640x512,1.5702,,,,
building2,30,0.019991541,0.77,65926,640x512,1.6095,,,,
building2,31,0.02040874,0.95,67066,640x512,1.6373,,,,
building2,32,0.020366021,0.75,67802,640x512,1.6553,,,,
building2,33,0.020486301,0.96,68666,640x512,1.6764,,,,
building2,34,0.020414671,0.75,70384,640x512,1.7183,,,,
building2,35,0.02065246,0.97,71004,640x512,1.7334,,,,
building2,36,0.020479651,0.79,71380,640x512,1.7426,,,,
building2,37,0.020863671,0.96,72288,640x512,1.7648,,,,
building2,38,0.020701421,0.75,72936,640x512,1.7806,,,,
building2,39,0.02083734,0.96,73492,640x512,1.7942,,,,
building2,40,0.020825491,0.75,74658,640x512,1.8227,,,,
building2,41,0.020885731,0.92,75376,640x512,1.8402,,,,
building2,42,0.021313011,0.85,76832,640x512,1.8757,,,,
building2,43,0.021639991,1.02,78016,640x512,1.9046,,,,
building2,44,0.021226311,0.79,78066,640x512,1.9059,,,,
building2,45,0.021640051,0.97,79988,640x512,1.9528,,,,
building2,46,0.02131622,0.79,80262,640x512,1.9595,,,,
building2,47,0.021613741,1.03,80942,640x512,1.9761,,,,
building2,48,0.021617111,0.84,81622,640x512,1.9927,,,,
building2,49,0.021874401,1,83044,640x512,2.0274,,,,
building2,50,0.021672261,0.83,83378,640x512,2.0355,,,,
building2,51,0.022262531,1.03,84080,640x512,2.0527,,,,
building2,52,0.0223743,0.86,84132,640x512,2.054,,,,
building2,53,0.021945881,0.86,85888,640x512,2.0968,,,,
building2,54,0.022149841,1.01,87948,640x512,2.1471,,,,
building2,55,0.0222512,0.99,88014,640x512,2.1487,,,,
building2,56,0.022087761,0.83,88482,640x512,2.1602,,,,
building2,57,0.022484071,1.02,89052,640x512,2.1741,,,,
building2,58,0.02221444,0.83,89394,640x512,2.1824,,,,
building2,59,0.022761181,1,90812,640x512,2.217,,,,
building2,60,0.022466221,0.87,91716,640x512,2.2391,,,,
building2,61,0.02301329,1.19,92770,640x512,2.2648,,,,
building2,62,0.023267051,0.98,92810,640x512,2.2658,,,,
building2,63,0.02293397,1.12,95080,640x512,2.3212,,,,
building2,64,0.023286341,0.95,95238,640x512,2.3251,,,,
building2,65,0.022931061,1.05,96230,640x512,2.3493,,,,
building2,66,0.023129451,0.86,96266,640x512,2.3502,,,,
building2,67,0.023637861,1.05,98724,640x512,2.4102,,,,
building2,68,0.02322259,0.91,98902,640x512,2.4145,,,,
building2,69,0.023624731,1.05,99626,640x512,2.4322,,,,
building2,70,0.023540241,0.9,101336,640x512,2.474,,,,
building2,71,0.023980641,1.11,101740,640x512,2.4838,,,,
building2,72,0.023500021,0.91,103026,640x512,2.5152,,,,
building2,73,0.02421668,1.09,103764,640x512,2.5333,,,,
building2,74,0.024351451,0.89,103930,640x512,2.5373,,,,
building2,75,0.024258431,1.11,106300,640x512,2.5952,,,,
building2,76,0.024180961,0.9,108418,640x512,2.6469,,,,
building2,77,0.024906181,1.16,112556,640x512,2.7479,,,,
building2,78,0.026176681,0.96,114400,640x512,2.7929,,,,
building2,79,0.025899801,1.18,116382,640x512,2.8413,,,,
building2,80,0.026455131,1.14,121712,640x512,2.9714,,,,
building2,81,0.026461251,1.27,124088,640x512,3.0294,,,,
building2,82,0.026803211,1.12,129156,640x512,3.1532,,,,
building2,83,0.027538651,1.23,131744,640x512,3.2164,,,,
building2,84,0.027820401,1.19,137646,640x512,3.3604,,,,
building2,85,0.028301811,1.32,141888,640x512,3.464,,,,
building2,86,0.028988901,1.13,147092,640x512,3.5911,,,,
building2,87,0.029284121,1.33,153362,640x512,3.7441,,,,
building2,88,0.029874501,1.18,157154,640x512,3.8367,,,,
building2,89,0.032038352,1.48,163168,640x512,3.9835,,,,
building2,90,0.032230771,1.22,168382,640x512,4.1108,,,,
building2,91,0.033275541,1.53,178440,640x512,4.3564,,,,
building2,92,0.033261611,1.29,181236,640x512,4.4247,,,,
building2,93,0.034451471,1.54,189716,640x512,4.6317,,,,
building2,94,0.034991811,1.34,198114,640x512,4.8367,,,,
building2,95,0.036241541,1.64,209718,640x512,5.12,,,,
building2,96,0.037113281,1.38,220938,640x512,5.3939,,,,
building2,97,0.037337451,1.71,225984,640x512,5.5171,,,,
building2,98,0.039066021,1.48,243322,640x512,5.9404,,,,
building2,99,0.039854001,1.82,257892,640x512,6.2961,,,,
buildings,0,0.018226531,0.73,11770,768x512,0.2394,,,,
buildings,1,0.019220061,0.86,20408,768x512,0.4152,,,,
buildings,2,0.01899228,0.72,23142,768x512,0.4708,,,,
buildings,3,0.01983404,0.96,25674,768x512,0.5223,,,,
buildings,4,0.019385831,0.72,27566,768x512,0.5608,,,,
buildings,5,0.019793131,0.92,29226,768x512,0.5946,,,,
buildings,6,0.020203141,0.77,30844,768x512,0.6275,,,,
buildings,7,0.020258731,0.91,32028,768x512,0.6516,,,,
buildings,8,0.02032331,0.76,33154,768x512,0.6745,,,,
buildings,9,0.020507921,0.9,34812,768x512,0.7082,,,,
buildings,10,0.020921781,0.87,36260,768x512,0.7377,,,,
buildings,11,0.021068731,1.17,37326,768x512,0.7593,,,,
buildings,12,0.021585331,1.09,38094,768x512,0.775,,,,
buildings,13,0.021360071,1.28,40036,768x512,0.8145,,,,
buildings,14,0.023003451,1.21,40798,768x512,0.83,,,,
buildings,15,0.021148371,1.26,41748,768x512,0.8493,,,,
buildings,16,0.021454771,1.03,42728,768x512,0.8693,,,,
buildings,17,0.021307781,0.97,44484,768x512,0.905,,,,
buildings,18,0.021656211,1.02,45926,768x512,0.9343,,,,
