Filename,q_flag,Avg Time,Avg Energy,File Size,Resolution,bpp,,,,
bikes,0,0.018523965,0.91,10580,768x512,0.2152,,0.0229343996168966,1.05744137931034,1.14307624137931
bikes,1,0.019947194,0.97,17334,768x512,0.3526,,,,
bikes,2,0.020884765,1.03,19560,768x512,0.3979,,,,
bikes,3,0.021764625,1.14,21398,768x512,0.4353,,,,
bikes,4,0.021358865,1.02,23098,768x512,0.4699,,,,
bikes,5,0.022160925,1.06,24366,768x512,0.4957,,,,
bikes,6,0.022462686,1.06,25328,768x512,0.5152,,,,
bikes,7,0.022743445,1.12,26502,768x512,0.5391,,,,
bikes,8,0.022882346,1.12,27850,768x512,0.5666,,,,
bikes,9,0.022558375,1.08,28670,768x512,0.5832,,,,
bikes,10,0.023102916,1.12,29856,768x512,0.6074,,,,
bikes,11,0.023295956,1.14,30970,768x512,0.63,,,,
bikes,12,0.023416696,1.1,31580,768x512,0.6424,,,,
bikes,13,0.023536896,1.13,32742,768x512,0.6661,,,,
bikes,14,0.023591616,1.2,33718,768x512,0.6859,,,,
bikes,15,0.024677156,1.28,34572,768x512,0.7033,,,,
bikes,16,0.023921006,1.24,35710,768x512,0.7265,,,,
bikes,17,0.024476186,1.26,36398,768x512,0.7405,,,,
bikes,18,0.024030846,1.21,37184,768x512,0.7565,,,,
bikes,19,0.024943736,1.23,38346,768x512,0.7801,,,,
bikes,20,0.024410296,1.19,39172,768x512,0.7969,,,,
bikes,21,0.023959147,1.17,40232,768x512,0.8185,,,,
bikes,22,0.024374486,1.15,41104,768x512,0.8362,,,,
bikes,23,0.024171276,1.16,41818,768x512,0.8507,,,,
bikes,24,0.024210956,1.17,42576,768x512,0.8662,,,,
bikes,25,0.024586326,1.21,43580,768x512,0.8866,,,,
bikes,26,0.024003006,1.18,44430,768x512,0.9039,,,,
bikes,27,0.024367076,1.21,44642,768x512,0.9082,,,,
bikes,28,0.024495386,1.19,45760,768x512,0.9309,,,,
bikes,29,0.024701656,1.27,46464,768x512,0.9453,,,,
bikes,30,0.030142398,1.51,47118,768x512,0.9586,,,,
bikes,31,0.025514686,1.39,48096,768x512,0.9785,,,,
bikes,32,0.025811266,1.36,49100,768x512,0.9989,,,,
bikes,33,0.025135646,1.36,50036,768x512,1.0179,,,,
bikes,34,0.026533796,1.43,51362,768x512,1.0449,,,,
bikes,35,0.025475936,1.38,51754,768x512,1.0529,,,,
bikes,36,0.025314616,1.48,52104,768x512,1.06,,,,
bikes,37,0.025629717,1.47,52850,768x512,1.0752,,,,
bikes,38,0.025971316,1.35,53550,768x512,1.0894,,,,
bikes,39,0.025993527,1.37,54200,768x512,1.1027,,,,
bikes,40,0.026084226,1.34,54858,768x512,1.116,,,,
bikes,41,0.026186096,1.34,55498,768x512,1.1291,,,,
bikes,42,0.025781356,1.25,56536,768x512,1.1502,,,,
bikes,43,0.025364006,1.25,56822,768x512,1.156,,,,
bikes,44,0.025946426,1.25,57928,768x512,1.1785,,,,
bikes,45,0.026858177,1.3,59740,768x512,1.2154,,,,
bikes,46,0.026159847,1.25,59740,768x512,1.2154,,,,
bikes,47,0.026289717,1.26,60436,768x512,1.2295,,,,
bikes,48,0.026079016,1.24,61542,768x512,1.252,,,,
bikes,49,0.026235107,1.24,62464,768x512,1.2708,,,,
bikes,50,0.026532027,1.22,62762,768x512,1.2768,,,,
bikes,51,0.026602537,1.34,63288,768x512,1.2875,,,,
bikes,52,0.026457106,1.23,63594,768x512,1.2938,,,,
bikes,53,0.026718956,1.27,64628,768x512,1.3148,,,,
bikes,54,0.026629826,1.22,64670,768x512,1.3157,,,,
bikes,55,0.026743997,1.27,66616,768x512,1.3553,,,,
bikes,56,0.026837817,1.29,67208,768x512,1.3673,,,,
bikes,57,0.026628657,1.24,67444,768x512,1.3721,,,,
bikes,58,0.026821307,1.3,68278,768x512,1.3891,,,,
