Filename,q_flag,Avg Time,Avg Energy,File Size,Resolution,bpp,,,,48984.0137978613
carnivaldolls,35,0.031226808,1.2,23702,610x488,0.6369,,,,
carnivaldolls,36,0.031630419,1.47,24124,610x488,0.6483,,,,
carnivaldolls,37,0.03163963,1.22,24334,610x488,0.6539,,,,
carnivaldolls,38,0.03207199,1.46,24942,610x488,0.6703,,,,
carnivaldolls,39,0.031414768,1.22,25734,610x488,0.6915,,,,
carnivaldolls,40,0.032196061,1.44,26034,610x488,0.6996,,,,
carnivaldolls,41,0.032147621,1.19,26058,610x488,0.7002,,,,
carnivaldolls,42,0.032244861,1.45,26822,610x488,0.7208,,,,
carnivaldolls,43,0.031641689,1.21,27070,610x488,0.7274,,,,
carnivaldolls,44,0.032791703,1.54,27530,610x488,0.7398,,,,
carnivaldolls,45,0.032606871,1.29,27806,610x488,0.7472,,,,
carnivaldolls,46,0.032526461,1.53,27996,610x488,0.7523,,,,
carnivaldolls,47,0.032285262,1.24,28458,610x488,0.7647,,,,
carnivaldolls,48,0.032577272,1.43,28742,610x488,0.7724,,,,
carnivaldolls,49,0.032398192,1.2,29242,610x488,0.7858,,,,
carnivaldolls,50,0.032482122,1.5,29870,610x488,0.8027,,,,
carnivaldolls,51,0.032812932,1.22,30300,610x488,0.8142,,,,
carnivaldolls,52,0.033096983,1.51,30502,610x488,0.8197,,,,
carnivaldolls,53,0.032604702,1.23,30598,610x488,0.8223,,,,
carnivaldolls,54,0.033258434,1.48,30926,610x488,0.8311,,,,
carnivaldolls,55,0.033198634,1.27,31578,610x488,0.8486,,,,
carnivaldolls,56,0.033173113,1.48,31784,610x488,0.8541,,,,
carnivaldolls,57,0.032819123,1.25,31816,610x488,0.855,,,,
carnivaldolls,58,0.033455064,1.51,32568,610x488,0.8752,,,,
carnivaldolls,59,0.032735582,1.24,32744,610x488,0.8799,,,,
carnivaldolls,60,0.033759075,1.47,33054,610x488,0.8883,,,,
carnivaldolls,61,0.032910953,1.24,33774,610x488,0.9076,,,,
carnivaldolls,62,0.033595524,1.64,33774,610x488,0.9076,,,,
carnivaldolls,63,0.033491975,1.29,34760,610x488,0.9341,,,,
carnivaldolls,64,0.033452574,1.35,34988,610x488,0.9402,,,,
carnivaldolls,65,0.034301406,1.63,35094,610x488,0.9431,,,,
carnivaldolls,66,0.033929695,1.27,35738,610x488,0.9604,,,,
carnivaldolls,67,0.033824164,1.51,35970,610x488,0.9666,,,,
carnivaldolls,68,0.033945805,1.28,36344,610x488,0.9767,,,,
carnivaldolls,69,0.033861965,1.53,36792,610x488,0.9887,,,,
carnivaldolls,70,0.033473344,1.25,37306,610x488,1.0025,,,,
carnivaldolls,71,0.034247046,1.49,37670,610x488,1.0123,,,,
carnivaldolls,72,0.034103326,1.43,38148,610x488,1.0252,,,,
carnivaldolls,73,0.034087206,1.45,38650,610x488,1.0386,,,,
carnivaldolls,74,0.034492466,1.61,39216,610x488,1.0539,,,,
carnivaldolls,75,0.034050675,1.28,39596,610x488,1.0641,,,,
carnivaldolls,76,0.035259988,1.61,41334,610x488,1.1108,,,,
carnivaldolls,77,0.034684867,1.27,42712,610x488,1.1478,,,,
carnivaldolls,78,0.035593149,1.71,44274,610x488,1.1898,,,,
carnivaldolls,79,0.03561213,1.31,45900,610x488,1.2335,,,,
carnivaldolls,80,0.036197421,1.68,47968,610x488,1.2891,,,,
carnivaldolls,81,0.03584439,1.36,49366,610x488,1.3266,,,,
carnivaldolls,82,0.036248141,1.66,51296,610x488,1.3785,,,,
carnivaldolls,83,0.036251001,1.4,52832,610x488,1.4198,,,,
carnivaldolls,84,0.037229474,1.75,55652,610x488,1.4956,,,,
carnivaldolls,85,0.037080733,1.39,58112,610x488,1.5617,,,,
carnivaldolls,86,0.037848665,1.75,59826,610x488,1.6077,,,,
carnivaldolls,87,0.038027056,1.44,63470,610x488,1.7057,,,,
carnivaldolls,88,0.039170339,1.79,66916,610x488,1.7983,,,,
carnivaldolls,89,0.039270918,1.45,70696,610x488,1.8999,,,,
carnivaldolls,90,0.040080961,1.82,73774,610x488,1.9826,,,,
carnivaldolls,91,0.040074931,1.5,78976,610x488,2.1224,,,,
carnivaldolls,92,0.041650835,1.98,85030,610x488,2.2851,,,,
carnivaldolls,93,0.041399414,1.54,89890,610x488,2.4157,,,,
carnivaldolls,94,0.043045238,1.98,98730,610x488,2.6533,,,,
carnivaldolls,95,0.04360388,1.61,104534,610x488,2.8092,,,,
carnivaldolls,96,0.044756242,2.15,111972,610x488,3.0091,,,,
carnivaldolls,97,0.045163013,1.68,122198,610x488,3.284,,,,
carnivaldolls,98,0.047082379,2.17,129550,610x488,3.4815,,,,
carnivaldolls,99,0.047306289,1.76,138820,610x488,3.7307,,,,
cemetry,0,0.028434901,1.3,6380,627x482,0.1688,,,,
cemetry,1,0.030307286,1.43,10426,627x482,0.2759,,,,
cemetry,2,0.030797097,1.48,11824,627x482,0.3129,,,,
cemetry,3,0.031244708,1.43,12882,627x482,0.341,,,,
cemetry,4,0.031345068,1.21,13942,627x482,0.369,,,,
cemetry,5,0.031598099,1.47,14750,627x482,0.3904,,,,
cemetry,6,0.03208035,1.46,15520,627x482,0.4108,,,,
cemetry,7,0.032263441,1.48,16384,627x482,0.4337,,,,
cemetry,8,0.032517921,1.5,17238,627x482,0.4563,,,,
cemetry,9,0.032486212,1.47,18038,627x482,0.4774,,,,
cemetry,10,0.032916412,1.54,18760,627x482,0.4966,,,,
cemetry,11,0.033190623,1.56,19650,627x482,0.5201,,,,
cemetry,12,0.033317813,1.56,20144,627x482,0.5332,,,,
cemetry,13,0.033466434,1.41,20974,627x482,0.5552,,,,
cemetry,14,0.033774875,1.52,21616,627x482,0.5722,,,,
cemetry,15,0.033674584,1.28,22576,627x482,0.5976,,,,
cemetry,16,0.034318246,1.51,23228,627x482,0.6148,,,,
cemetry,17,0.034063265,1.32,24006,627x482,0.6354,,,,
cemetry,18,0.034077136,1.5,24326,627x482,0.6439,,,,
cemetry,19,0.033952305,1.28,25052,627x482,0.6631,,,,
cemetry,20,0.034645777,1.46,25888,627x482,0.6852,,,,
cemetry,21,0.033848395,1.28,26584,627x482,0.7037,,,,
cemetry,22,0.034613357,1.61,27118,627x482,0.7178,,,,
cemetry,23,0.034942048,1.32,27954,627x482,0.7399,,,,
cemetry,24,0.035099738,1.62,28518,627x482,0.7549,,,,
cemetry,25,0.035185609,1.39,29380,627x482,0.7777,,,,
cemetry,26,0.034981818,1.63,29772,627x482,0.7881,,,,
cemetry,27,0.035073428,1.32,30486,627x482,0.807,,,,
cemetry,28,0.035509609,1.71,30958,627x482,0.8194,,,,
cemetry,29,0.035200989,1.37,31440,627x482,0.8322,,,,
cemetry,30,0.03614033,1.65,32270,627x482,0.8542,,,,
cemetry,31,0.035321468,1.34,32698,627x482,0.8655,,,,
cemetry,32,0.0360252,1.65,33798,627x482,0.8946,,,,
cemetry,33,0.03592811,1.34,34566,627x482,0.915,,,,
cemetry,34,0.036516362,1.68,35278,627x482,0.9338,,,,
cemetry,35,0.03602447,1.36,35536,627x482,0.9406,,,,
cemetry,36,0.036019861,1.71,36434,627x482,0.9644,,,,
cemetry,37,0.036420282,1.38,36930,627x482,0.9775,,,,
cemetry,38,0.036561151,1.71,37198,627x482,0.9846,,,,
cemetry,39,0.036787373,1.38,38492,627x482,1.0189,,,,
cemetry,40,0.036849713,1.7,38588,627x482,1.0214,,,,
cemetry,41,0.037113493,1.43,38990,627x482,1.0321,,,,
cemetry,42,0.037180293,1.75,40010,627x482,1.0591,,,,
cemetry,43,0.037617675,1.65,40322,627x482,1.0673,,,,
cemetry,44,0.040341461,1.83,41000,627x482,1.0853,,,,
cemetry,45,0.037139753,1.68,42006,627x482,1.1119,,,,
cemetry,46,0.037362124,1.75,42424,627x482,1.123,,,,
cemetry,47,0.037475354,1.44,42880,627x482,1.135,,,,
cemetry,48,0.038381606,1.8,43696,627x482,1.1566,,,,
cemetry,49,0.037422944,1.75,44822,627x482,1.1864,,,,
cemetry,50,0.037367894,1.4,44822,627x482,1.1864,,,,
cemetry,51,0.037915986,1.75,45548,627x482,1.2057,,,,
cemetry,52,0.038147696,1.41,45978,627x482,1.217,,,,
cemetry,53,0.038074176,1.81,46360,627x482,1.2272,,,,
cemetry,54,0.037748915,1.43,46982,627x482,1.2436,,,,
cemetry,55,0.038323647,1.81,47924,627x482,1.2686,,,,
cemetry,56,0.038066576,1.42,48698,627x482,1.289,,,,
cemetry,57,0.038650917,1.79,49812,627x482,1.3185,,,,
cemetry,58,0.038401847,1.41,50046,627x482,1.3247,,,,
cemetry,59,0.038269516,1.83,50474,627x482,1.3361,,,,
cemetry,60,0.038637597,1.44,50922,627x482,1.3479,,,,
cemetry,61,0.038625337,1.82,52410,627x482,1.3873,,,,
cemetry,62,0.038365506,1.5,52410,627x482,1.3873,,,,
cemetry,63,0.039384509,1.78,53208,627x482,1.4084,,,,
cemetry,64,0.038993588,1.46,53498,627x482,1.4161,,,,
cemetry,65,0.039602769,1.79,54632,627x482,1.4461,,,,
cemetry,66,0.039604,1.49,54944,627x482,1.4544,,,,
cemetry,67,0.039363969,1.86,55470,627x482,1.4683,,,,
cemetry,68,0.039760709,1.5,56224,627x482,1.4883,,,,
cemetry,69,0.039578609,1.8,56546,627x482,1.4968,,,,
cemetry,70,0.03954669,1.48,58410,627x482,1.5461,,,,
cemetry,71,0.040231531,1.83,58788,627x482,1.5561,,,,
cemetry,72,0.039077918,1.47,59874,627x482,1.5849,,,,
cemetry,73,0.040219271,1.84,60090,627x482,1.5906,,,,
cemetry,74,0.04004326,1.54,60976,627x482,1.6141,,,,
cemetry,75,0.040494032,1.83,61428,627x482,1.626,,,,
cemetry,76,0.040540062,1.49,64506,627x482,1.7075,,,,
cemetry,77,0.040883563,1.88,65972,627x482,1.7463,,,,
cemetry,78,0.040518752,1.5,69058,627x482,1.828,,,,
cemetry,79,0.042176036,1.91,71934,627x482,1.9041,,,,
cemetry,80,0.041504314,1.59,75772,627x482,2.0057,,,,
cemetry,81,0.042389867,1.93,77066,627x482,2.04,,,,
cemetry,82,0.043172228,1.99,82128,627x482,2.174,,,,
cemetry,83,0.042887088,1.64,83832,627x482,2.2191,,,,
cemetry,84,0.04413094,2,88878,627x482,2.3527,,,,
cemetry,85,0.044165881,1.65,91276,627x482,2.4161,,,,
cemetry,86,0.045761645,2.12,97302,627x482,2.5757,,,,
cemetry,87,0.046025796,1.71,101982,627x482,2.6995,,,,
cemetry,88,0.046230336,2.1,106144,627x482,2.8097,,,,
cemetry,89,0.046757988,1.72,109842,627x482,2.9076,,,,
cemetry,90,0.047914081,2.17,115986,627x482,3.0703,,,,
cemetry,91,0.04811675,1.77,121874,627x482,3.2261,,,,
cemetry,92,0.049133573,2.22,129678,627x482,3.4327,,,,
cemetry,93,0.050058456,1.84,137728,627x482,3.6458,,,,
cemetry,94,0.051327149,2.27,146574,627x482,3.88,,,,
cemetry,95,0.052456442,1.92,158456,627x482,4.1945,,,,
cemetry,96,0.054421277,2.52,163972,627x482,4.3405,,,,
cemetry,97,0.054311256,2.03,176062,627x482,4.6605,,,,
cemetry,98,0.057068344,2.69,188190,627x482,4.9816,,,,
cemetry,99,0.056086561,2.17,200102,627x482,5.2969,,,,
churchandcapitol,0,0.028849173,1.08,6880,634x505,0.1719,,,,
churchandcapitol,1,0.030637947,1.42,10036,634x505,0.2507,,,,
churchandcapitol,2,0.030741628,1.41,11026,634x505,0.2755,,,,
churchandcapitol,3,0.031233398,1.44,11954,634x505,0.2986,,,,
churchandcapitol,4,0.031508429,1.47,12782,634x505,0.3193,,,,
churchandcapitol,5,0.03170343,1.53,13454,634x505,0.3361,,,,
churchandcapitol,6,0.032053311,1.49,14148,634x505,0.3535,,,,
churchandcapitol,7,0.032225781,1.48,14772,634x505,0.3691,,,,
churchandcapitol,8,0.033559684,1.58,15224,634x505,0.3803,,,,
churchandcapitol,9,0.032322571,1.49,15832,634x505,0.3955,,,,
churchandcapitol,10,0.032629522,1.51,16546,634x505,0.4134,,,,
churchandcapitol,11,0.032988943,1.25,17104,634x505,0.4273,,,,
churchandcapitol,12,0.033183983,1.54,17746,634x505,0.4434,,,,
churchandcapitol,13,0.032837423,1.51,18252,634x505,0.456,,,,
churchandcapitol,14,0.033192464,1.53,18746,634x505,0.4684,,,,
churchandcapitol,15,0.033322634,1.53,19100,634x505,0.4772,,,,
churchandcapitol,16,0.033926335,1.29,19786,634x505,0.4943,,,,
churchandcapitol,17,0.033587924,1.51,20186,634x505,0.5043,,,,
churchandcapitol,18,0.033671775,1.59,20616,634x505,0.5151,,,,
churchandcapitol,19,0.033880515,1.58,21150,634x505,0.5284,,,,
churchandcapitol,20,0.033952255,1.29,21670,634x505,0.5414,,,,
churchandcapitol,21,0.034153946,1.54,22326,634x505,0.5578,,,,
churchandcapitol,22,0.034168006,1.58,22738,634x505,0.5681,,,,
churchandcapitol,23,0.033997716,1.27,23186,634x505,0.5793,,,,
churchandcapitol,24,0.034536727,1.54,23726,634x505,0.5928,,,,
churchandcapitol,25,0.034235826,1.38,24354,634x505,0.6085,,,,
churchandcapitol,26,0.034722598,1.53,24868,634x505,0.6213,,,,
churchandcapitol,27,0.034265767,1.31,25484,634x505,0.6367,,,,
churchandcapitol,28,0.035048628,1.56,26064,634x505,0.6512,,,,
churchandcapitol,29,0.034940338,1.35,26574,634x505,0.6639,,,,
churchandcapitol,30,0.035103758,1.69,26814,634x505,0.6699,,,,
churchandcapitol,31,0.034989728,1.6,27228,634x505,0.6803,,,,
churchandcapitol,32,0.035610489,1.71,27784,634x505,0.6942,,,,
churchandcapitol,33,0.035277239,1.33,28540,634x505,0.7131,,,,
churchandcapitol,34,0.035437969,1.74,29024,634x505,0.7252,,,,
churchandcapitol,35,0.03579354,1.38,29294,634x505,0.7319,,,,
churchandcapitol,36,0.035565579,1.7,29968,634x505,0.7488,,,,
churchandcapitol,37,0.03592907,1.4,30314,634x505,0.7574,,,,
churchandcapitol,38,0.03598969,1.74,31220,634x505,0.78,,,,
churchandcapitol,39,0.03554667,1.4,31674,634x505,0.7914,,,,
churchandcapitol,40,0.03586432,1.67,32126,634x505,0.8027,,,,
churchandcapitol,41,0.03605736,1.39,32776,634x505,0.8189,,,,
churchandcapitol,42,0.036314441,1.76,33042,634x505,0.8256,,,,
churchandcapitol,43,0.03600482,1.45,33556,634x505,0.8384,,,,
churchandcapitol,44,0.036344371,1.79,33978,634x505,0.8489,,,,
churchandcapitol,45,0.036065201,1.46,34588,634x505,0.8642,,,,
churchandcapitol,46,0.036578452,1.79,34732,634x505,0.8678,,,,
churchandcapitol,47,0.036256691,1.5,35078,634x505,0.8764,,,,
churchandcapitol,48,0.037244184,1.84,35964,634x505,0.8986,,,,
churchandcapitol,49,0.036645602,1.4,36616,634x505,0.9149,,,,
churchandcapitol,50,0.036945663,1.77,36870,634x505,0.9212,,,,
churchandcapitol,51,0.036940753,1.43,37322,634x505,0.9325,,,,
churchandcapitol,52,0.037091304,1.78,37438,634x505,0.9354,,,,
churchandcapitol,53,0.037093163,1.48,38272,634x505,0.9562,,,,
churchandcapitol,54,0.037250793,1.85,38374,634x505,0.9588,,,,
churchandcapitol,55,0.036958023,1.49,38924,634x505,0.9725,,,,
churchandcapitol,56,0.037313613,1.78,39306,634x505,0.9821,,,,
churchandcapitol,57,0.037320004,1.52,40036,634x505,1.0003,,,,
churchandcapitol,58,0.037329684,1.84,40338,634x505,1.0079,,,,
churchandcapitol,59,0.037068903,1.5,40728,634x505,1.0176,,,,
churchandcapitol,60,0.037778025,1.81,41344,634x505,1.033,,,,
churchandcapitol,61,0.037553884,1.53,41562,634x505,1.0384,,,,
churchandcapitol,62,0.037569764,1.87,42608,634x505,1.0646,,,,
churchandcapitol,63,0.037850106,1.59,42842,634x505,1.0704,,,,
churchandcapitol,64,0.038251326,1.85,43442,634x505,1.0854,,,,
churchandcapitol,65,0.038514667,1.56,43500,634x505,1.0869,,,,
churchandcapitol,66,0.038344866,1.89,44278,634x505,1.1063,,,,
churchandcapitol,67,0.037581224,1.49,44888,634x505,1.1216,,,,
churchandcapitol,68,0.038151906,1.91,45252,634x505,1.1306,,,,
churchandcapitol,69,0.038481137,1.56,45578,634x505,1.1388,,,,
churchandcapitol,70,0.038373767,1.86,45764,634x505,1.1434,,,,
churchandcapitol,71,0.038711888,1.57,47148,634x505,1.178,,,,
churchandcapitol,72,0.038497527,1.86,47200,634x505,1.1793,,,,
churchandcapitol,73,0.039029298,1.54,47688,634x505,1.1915,,,,
churchandcapitol,74,0.039009798,1.89,47988,634x505,1.199,,,,
churchandcapitol,75,0.041508194,1.75,49426,634x505,1.2349,,,,
churchandcapitol,76,0.039213998,1.9,51372,634x505,1.2836,,,,
churchandcapitol,77,0.039088629,1.59,52750,634x505,1.318,,,,
churchandcapitol,78,0.03987046,1.97,55558,634x505,1.3882,,,,
churchandcapitol,79,0.03985257,1.63,56988,634x505,1.4239,,,,
churchandcapitol,80,0.041155213,1.98,59738,634x505,1.4926,,,,
churchandcapitol,81,0.040416422,1.66,60850,634x505,1.5204,,,,
churchandcapitol,82,0.041297314,1.99,63896,634x505,1.5965,,,,
churchandcapitol,83,0.041788965,1.68,66100,634x505,1.6516,,,,
churchandcapitol,84,0.042381357,2.06,69228,634x505,1.7297,,,,
churchandcapitol,85,0.042048805,1.65,72248,634x505,1.8052,,,,
churchandcapitol,86,0.043273169,2.09,75552,634x505,1.8877,,,,
churchandcapitol,87,0.045489575,1.87,79906,634x505,1.9965,,,,
churchandcapitol,88,0.044385012,2.16,85020,634x505,2.1243,,,,
churchandcapitol,89,0.044902073,1.77,89694,634x505,2.2411,,,,
churchandcapitol,90,0.045690975,2.14,94542,634x505,2.3622,,,,
churchandcapitol,91,0.046405967,1.83,101982,634x505,2.5481,,,,
churchandcapitol,92,0.047223759,2.26,105986,634x505,2.6482,,,,
churchandcapitol,93,0.048011991,1.86,113902,634x505,2.846,,,,
churchandcapitol,94,0.049467484,2.32,125628,634x505,3.139,,,,
churchandcapitol,95,0.050598107,1.95,132692,634x505,3.3155,,,,
churchandcapitol,96,0.051303078,2.33,141854,634x505,3.5444,,,,
churchandcapitol,97,0.052968613,2.07,156036,634x505,3.8988,,,,
churchandcapitol,98,0.054506507,2.58,163620,634x505,4.0883,,,,
churchandcapitol,99,0.053800285,2.08,171238,634x505,4.2786,,,,
coinsinfountain,0,0.028975263,1.26,6548,640x512,0.1598,,,,
coinsinfountain,1,0.030113255,1.49,10026,640x512,0.2447,,,,
coinsinfountain,2,0.031285818,1.48,11190,640x512,0.2731,,,,
coinsinfountain,3,0.031351989,1.51,12266,640x512,0.2994,,,,
coinsinfountain,4,0.03187874,1.58,13138,640x512,0.3207,,,,
coinsinfountain,5,0.03195925,1.55,13780,640x512,0.3364,,,,
coinsinfountain,6,0.035132169,1.74,14588,640x512,0.3561,,,,
coinsinfountain,7,0.0321682,1.55,15216,640x512,0.3714,,,,
coinsinfountain,8,0.032629542,1.6,15856,640x512,0.3871,,,,
coinsinfountain,9,0.032719262,1.62,16682,640x512,0.4072,,,,
coinsinfountain,10,0.033002153,1.64,17400,640x512,0.4248,,,,
coinsinfountain,11,0.032737613,1.32,17834,640x512,0.4354,,,,
coinsinfountain,12,0.033338944,1.53,18486,640x512,0.4513,,,,
coinsinfountain,13,0.033633725,1.31,19146,640x512,0.4674,,,,
coinsinfountain,14,0.033769545,1.59,19710,640x512,0.4812,,,,
coinsinfountain,15,0.033282124,1.31,20204,640x512,0.4932,,,,
coinsinfountain,16,0.034129776,1.64,21094,640x512,0.5149,,,,
coinsinfountain,17,0.034331816,1.38,21856,640x512,0.5335,,,,
coinsinfountain,18,0.033891655,1.57,22416,640x512,0.5472,,,,
coinsinfountain,19,0.034422766,1.32,22758,640x512,0.5556,,,,
coinsinfountain,20,0.034147246,1.65,23644,640x512,0.5772,,,,
coinsinfountain,21,0.034809088,1.37,24304,640x512,0.5933,,,,
coinsinfountain,22,0.034983088,1.68,24872,640x512,0.6072,,,,
coinsinfountain,23,0.034841997,1.47,25544,640x512,0.6236,,,,
coinsinfountain,24,0.034783778,1.63,26364,640x512,0.6436,,,,
coinsinfountain,25,0.035627629,1.39,26948,640x512,0.6579,,,,
coinsinfountain,26,0.034602657,1.66,27306,640x512,0.6666,,,,
coinsinfountain,27,0.035548289,1.41,27842,640x512,0.6797,,,,
coinsinfountain,28,0.035739479,1.71,28680,640x512,0.7001,,,,
coinsinfountain,29,0.035201378,1.48,28948,640x512,0.7067,,,,
coinsinfountain,30,0.0359469,1.72,29588,640x512,0.7223,,,,
coinsinfountain,31,0.03561705,1.38,30130,640x512,0.7355,,,,
coinsinfountain,32,0.036352151,1.71,30644,640x512,0.7481,,,,
coinsinfountain,33,0.035578849,1.4,31602,640x512,0.7715,,,,
coinsinfountain,34,0.036365212,1.68,32458,640x512,0.7924,,,,
coinsinfountain,35,0.036486512,1.76,33090,640x512,0.8078,,,,
coinsinfountain,36,0.036245571,1.46,33236,640x512,0.8114,,,,
coinsinfountain,37,0.03605907,1.76,34194,640x512,0.8348,,,,
coinsinfountain,38,0.036357761,1.39,34762,640x512,0.8486,,,,
coinsinfountain,39,0.036954333,1.78,35210,640x512,0.8596,,,,
coinsinfountain,40,0.036772083,1.43,35896,640x512,0.8763,,,,
coinsinfountain,41,0.036715583,1.77,36058,640x512,0.8803,,,,
coinsinfountain,42,0.036401241,1.5,36376,640x512,0.888,,,,
coinsinfountain,43,0.037073823,1.8,37668,640x512,0.9196,,,,
coinsinfountain,44,0.036900133,1.42,37832,640x512,0.9236,,,,
coinsinfountain,45,0.037241134,1.84,38646,640x512,0.9435,,,,
coinsinfountain,46,0.036903943,1.42,39188,640x512,0.9567,,,,
coinsinfountain,47,0.037430845,1.77,39476,640x512,0.9637,,,,
coinsinfountain,48,0.037336094,1.43,40812,640x512,0.9963,,,,
coinsinfountain,49,0.037756075,1.77,41094,640x512,1.0032,,,,
coinsinfountain,50,0.037483954,1.45,41460,640x512,1.0122,,,,
coinsinfountain,51,0.038016636,1.82,42012,640x512,1.0256,,,,
coinsinfountain,52,0.038151456,1.47,42984,640x512,1.0494,,,,
coinsinfountain,53,0.038102836,1.8,43078,640x512,1.0517,,,,
coinsinfountain,54,0.037506574,1.47,43544,640x512,1.063,,,,
coinsinfountain,55,0.038266766,1.86,44102,640x512,1.0767,,,,
coinsinfountain,56,0.037813805,1.49,44758,640x512,1.0927,,,,
coinsinfountain,57,0.038491357,1.89,45312,640x512,1.1062,,,,
coinsinfountain,58,0.038320687,1.51,46358,640x512,1.1317,,,,
coinsinfountain,59,0.038453667,1.82,46782,640x512,1.1421,,,,
coinsinfountain,60,0.038302267,1.48,47208,640x512,1.1525,,,,
coinsinfountain,61,0.038526337,1.84,47638,640x512,1.163,,,,
coinsinfountain,62,0.038683377,1.47,48812,640x512,1.1916,,,,
coinsinfountain,63,0.039250269,1.86,49118,640x512,1.1991,,,,
coinsinfountain,64,0.039002658,1.53,49844,640x512,1.2168,,,,
coinsinfountain,65,0.038805917,1.87,49844,640x512,1.2168,,,,
coinsinfountain,66,0.039003288,1.5,51366,640x512,1.254,,,,
coinsinfountain,67,0.039242159,1.87,51578,640x512,1.2592,,,,
coinsinfountain,68,0.039641539,1.53,52002,640x512,1.2695,,,,
coinsinfountain,69,0.039089228,1.89,52316,640x512,1.2772,,,,
coinsinfountain,70,0.039394329,1.53,54360,640x512,1.3271,,,,
coinsinfountain,71,0.03968015,1.87,54674,640x512,1.3348,,,,
coinsinfountain,72,0.039412749,1.49,55468,640x512,1.3541,,,,
coinsinfountain,73,0.039908811,1.91,56432,640x512,1.3777,,,,
coinsinfountain,74,0.040663782,1.57,56728,640x512,1.3849,,,,
coinsinfountain,75,0.040094331,1.89,57860,640x512,1.4125,,,,
coinsinfountain,76,0.041130273,1.55,60072,640x512,1.4666,,,,
coinsinfountain,77,0.040961592,1.94,61876,640x512,1.5106,,,,
coinsinfountain,78,0.041097794,1.56,65048,640x512,1.588,,,,
coinsinfountain,79,0.041520005,1.97,66806,640x512,1.631,,,,
coinsinfountain,80,0.041828115,1.59,69364,640x512,1.6934,,,,
coinsinfountain,81,0.042156736,2.01,72684,640x512,1.7745,,,,
coinsinfountain,82,0.042550237,1.63,77046,640x512,1.881,,,,
coinsinfountain,83,0.043039898,2.03,79440,640x512,1.9394,,,,
coinsinfountain,84,0.042872838,1.64,83604,640x512,2.0411,,,,
coinsinfountain,85,0.04402786,2.19,86550,640x512,2.113,,,,
coinsinfountain,86,0.044249301,1.72,90728,640x512,2.215,,,,
coinsinfountain,87,0.045195944,2.13,95888,640x512,2.341,,,,
coinsinfountain,88,0.045792855,1.76,100824,640x512,2.4615,,,,
coinsinfountain,89,0.046319016,2.22,104288,640x512,2.546,,,,
coinsinfountain,90,0.049245613,1.92,112658,640x512,2.7504,,,,
coinsinfountain,91,0.048122701,2.24,117874,640x512,2.8777,,,,
coinsinfountain,92,0.048614382,1.87,125144,640x512,3.0552,,,,
coinsinfountain,93,0.050445147,2.29,135864,640x512,3.3169,,,,
coinsinfountain,94,0.051397829,1.95,142662,640x512,3.4829,,,,
coinsinfountain,95,0.052553272,2.33,154054,640x512,3.761,,,,
coinsinfountain,96,0.053365465,2,158048,640x512,3.8585,,,,
coinsinfountain,97,0.055274319,2.56,170216,640x512,4.1556,,,,
coinsinfountain,98,0.056177861,2.15,186582,640x512,4.5552,,,,
coinsinfountain,99,0.057245584,2.24,198284,640x512,4.8409,,,,
dancers,0,0.026758307,1.07,7836,618x453,0.2239,,,,
dancers,1,0.028305412,1.37,12114,618x453,0.3461,,,,
dancers,2,0.028919103,1.36,13492,618x453,0.3855,,,,
dancers,3,0.029100883,1.38,14596,618x453,0.417,,,,
dancers,4,0.029373384,1.41,15724,618x453,0.4493,,,,
dancers,5,0.029729734,1.38,16564,618x453,0.4733,,,,
dancers,6,0.029524824,1.12,17112,618x453,0.4889,,,,
dancers,7,0.030109865,1.5,18098,618x453,0.5171,,,,
dancers,8,0.030354327,1.45,18934,618x453,0.541,,,,
dancers,9,0.030025465,1.41,19632,618x453,0.561,,,,
dancers,10,0.030982478,1.16,20202,618x453,0.5772,,,,
dancers,11,0.030774557,1.46,21072,618x453,0.6021,,,,
dancers,12,0.030763968,1.46,21524,618x453,0.615,,,,
dancers,13,0.031115818,1.19,22264,618x453,0.6362,,,,
dancers,14,0.033010353,1.54,22658,618x453,0.6474,,,,
dancers,15,0.031398188,1.16,23626,618x453,0.6751,,,,
dancers,16,0.031274518,1.44,24218,618x453,0.692,,,,
dancers,17,0.031378938,1.21,24662,618x453,0.7047,,,,
dancers,18,0.03176136,1.43,25212,618x453,0.7204,,,,
dancers,19,0.03165025,1.21,25764,618x453,0.7362,,,,
dancers,20,0.03169384,1.48,26504,618x453,0.7573,,,,
dancers,21,0.031971591,1.19,26978,618x453,0.7709,,,,
dancers,22,0.03212308,1.49,27616,618x453,0.7891,,,,
dancers,23,0.03182501,1.22,28184,618x453,0.8053,,,,
dancers,24,0.032434911,1.48,28764,618x453,0.8219,,,,
dancers,25,0.031946031,1.22,29368,618x453,0.8392,,,,
dancers,26,0.032514052,1.51,29896,618x453,0.8543,,,,
dancers,27,0.032588292,1.24,30646,618x453,0.8757,,,,
dancers,28,0.032435472,1.49,30856,618x453,0.8817,,,,
dancers,29,0.032791762,1.23,31314,618x453,0.8948,,,,
dancers,30,0.032983393,1.53,32056,618x453,0.916,,,,
dancers,31,0.032576522,1.22,32928,618x453,0.9409,,,,
dancers,32,0.033139463,1.57,33276,618x453,0.9508,,,,
dancers,33,0.032815863,1.25,33846,618x453,0.9671,,,,
dancers,34,0.035093388,1.64,34660,618x453,0.9904,,,,
dancers,35,0.033220933,1.24,34890,618x453,0.997,,,,
