Filename,q_flag,Avg Time,Avg Energy,File Size,Resolution,bpp,,,,
bikes,0,0.211859283,11.32,525989,768x512,10.7012,,0.092798046455819,4.58049568965517,1.5074364762931
bikes,1,0.206183229,10.94,386323,768x512,7.8597,,,,
bikes,2,0.194235004,10.17,318930,768x512,6.4886,,,,
bikes,3,0.188198101,9.91,274236,768x512,5.5793,,,,
bikes,4,0.183108209,9.56,245618,768x512,4.9971,,,,
bikes,5,0.177891708,9.02,221676,768x512,4.51,,,,
bikes,6,0.174688891,8.94,204037,768x512,4.1511,,,,
bikes,7,0.171888995,8.69,188316,768x512,3.8312,,,,
bikes,8,0.167240794,8.44,176309,768x512,3.587,,,,
bikes,9,0.164471679,8.35,164596,768x512,3.3487,,,,
bikes,10,0.158212565,7.91,155884,768x512,3.1714,,,,
bikes,11,0.154496207,7.8,148086,768x512,3.0128,,,,
bikes,12,0.149272106,7.55,140429,768x512,2.857,,,,
bikes,13,0.145841218,7.36,134129,768x512,2.7288,,,,
bikes,14,0.144182004,7.24,128537,768x512,2.615,,,,
bikes,15,0.141016488,7.17,123486,768x512,2.5123,,,,
bikes,16,0.139784555,7.15,118074,768x512,2.4022,,,,
bikes,17,0.140868887,7.22,114080,768x512,2.3209,,,,
bikes,18,0.136765038,6.92,110011,768x512,2.2381,,,,
bikes,19,0.134507423,6.87,106316,768x512,2.163,,,,
bikes,20,0.134353163,6.82,102501,768x512,2.0853,,,,
bikes,21,0.13254129,6.86,99206,768x512,2.0183,,,,
bikes,22,0.132157359,6.76,96263,768x512,1.9584,,,,
bikes,23,0.131059456,6.68,93270,768x512,1.8975,,,,
bikes,24,0.129247422,6.68,90053,768x512,1.8321,,,,
bikes,25,0.126366976,6.78,85232,768x512,1.734,,,,
bikes,26,0.124359432,6.61,81039,768x512,1.6487,,,,
bikes,27,0.124233861,6.56,77152,768x512,1.5696,,,,
bikes,28,0.121233444,6.45,73565,768x512,1.4966,,,,
bikes,29,0.119904342,6.4,70424,768x512,1.4327,,,,
bikes,30,0.120288503,6.31,67274,768x512,1.3686,,,,
bikes,31,0.117581937,6.19,63305,768x512,1.2879,,,,
bikes,32,0.118102728,6.3,59721,768x512,1.215,,,,
bikes,33,0.116088084,6.12,56591,768x512,1.1513,,,,
bikes,34,0.114547309,6.07,53742,768x512,1.0933,,,,
bikes,35,0.112308345,6,50573,768x512,1.0289,,,,
bikes,36,0.110477031,5.82,47383,768x512,0.964,,,,
bikes,37,0.109235668,5.79,44759,768x512,0.9106,,,,
bikes,38,0.106809893,5.56,41986,768x512,0.8542,,,,
bikes,39,0.105024999,5.45,39350,768x512,0.8005,,,,
bikes,40,0.104348777,5.39,36871,768x512,0.7501,,,,
bikes,41,0.101743111,5.23,34548,768x512,0.7028,,,,
bikes,42,0.101021511,5.21,32247,768x512,0.656,,,,
bikes,43,0.098365054,5.04,30051,768x512,0.6113,,,,
bikes,44,0.098155524,5.12,28093,768x512,0.5715,,,,
bikes,45,0.095181088,4.98,26224,768x512,0.5335,,,,
bikes,46,0.093736825,4.96,24315,768x512,0.4946,,,,
bikes,47,0.095271698,5.04,22503,768x512,0.4578,,,,
bikes,48,0.090395577,4.76,20927,768x512,0.4257,,,,
bikes,49,0.088803944,4.5,19464,768x512,0.3959,,,,
bikes,50,0.086762739,4.4,17972,768x512,0.3656,,,,
bikes,51,0.085083395,4.41,16631,768x512,0.3383,,,,
bikes,52,0.084326164,4.37,15208,768x512,0.3094,,,,
bikes,53,0.082009009,4.22,14054,768x512,0.2859,,,,
bikes,54,0.080134564,4.21,12957,768x512,0.2636,,,,
bikes,55,0.078260031,3.98,11784,768x512,0.2397,,,,
bikes,56,0.076700327,3.88,10758,768x512,0.2188,,,,
bikes,57,0.074725583,3.8,9800,768x512,0.1993,,,,
bikes,58,0.072685138,3.74,8689,768x512,0.1767,,,,
bikes,59,0.070405783,3.6,7644,768x512,0.1555,,,,
bikes,60,0.068391499,3.45,6614,768x512,0.1345,,,,
bikes,61,0.067399947,3.8,5679,768x512,0.1155,,,,
bikes,62,0.067545377,3.83,4676,768x512,0.0951,,,,
bikes,63,0.061442025,3.39,3418,768x512,0.0695,,,,
building2,0,0.183893501,9.78,525354,640x512,12.826,,,,
building2,1,0.188542891,9.75,395825,640x512,9.6636,,,,
building2,2,0.183043399,9.39,343722,640x512,8.3916,,,,
building2,3,0.177854618,9.1,305020,640x512,7.4467,,,,
building2,4,0.17418077,8.65,279516,640x512,6.8241,,,,
building2,5,0.172596916,8.51,257999,640x512,6.2988,,,,
building2,6,0.168643978,8.53,241852,640x512,5.9045,,,,
