Filename,q_flag,Avg Time,Avg Energy,File Size,Resolution,bpp,,,,
bikes,0,0.785252324,40.98,506044,768x512,10.2954,,0.721247329142241,32.7597306034483,1.56403205818966
bikes,1,1.238983253,65.68,414414,768x512,8.4312,,,,
bikes,2,1.135706728,60.4,338380,768x512,6.8843,,,,
bikes,3,1.13665484,60.13,285508,768x512,5.8086,,,,
bikes,4,1.141549851,60.04,253879,768x512,5.1651,,,,
bikes,5,1.153651987,59.67,227641,768x512,4.6313,,,,
bikes,6,1.158246277,60.56,208872,768x512,4.2495,,,,
bikes,7,1.151196511,62.88,192440,768x512,3.9152,,,,
bikes,8,1.125128834,58.81,180240,768x512,3.6669,,,,
bikes,9,1.131783879,59.12,168348,768x512,3.425,,,,
bikes,10,1.092793264,56.76,159471,768x512,3.2444,,,,
bikes,11,1.087964583,57.23,151709,768x512,3.0865,,,,
bikes,12,1.049244149,55.34,143525,768x512,2.92,,,,
bikes,13,1.040705701,54.71,137080,768x512,2.7888,,,,
bikes,14,1.026151579,53.97,131719,768x512,2.6798,,,,
bikes,15,1.016896419,53.15,126565,768x512,2.5749,,,,
bikes,16,1.001519805,52.71,121469,768x512,2.4712,,,,
bikes,17,0.995390791,52.31,117039,768x512,2.3811,,,,
bikes,18,0.982518043,51.76,113278,768x512,2.3046,,,,
bikes,19,0.969279014,51.1,109204,768x512,2.2217,,,,
bikes,20,0.961338408,51.38,105493,768x512,2.1462,,,,
bikes,21,0.947772867,50.24,102433,768x512,2.084,,,,
bikes,22,1.021412699,53.19,99367,768x512,2.0216,,,,
bikes,23,1.010239055,53.11,96567,768x512,1.9646,,,,
bikes,24,0.997189455,52.05,92936,768x512,1.8907,,,,
bikes,25,0.990629191,51.81,88212,768x512,1.7946,,,,
bikes,26,0.983026734,51.41,84283,768x512,1.7147,,,,
bikes,27,0.966326728,50.69,80429,768x512,1.6363,,,,
bikes,28,0.960716596,50.43,76934,768x512,1.5652,,,,
bikes,29,0.93941433,49.31,73337,768x512,1.492,,,,
bikes,30,0.924271917,48.21,70567,768x512,1.4356,,,,
bikes,31,0.907036799,47.6,66611,768x512,1.3552,,,,
bikes,32,0.951807727,49.63,62815,768x512,1.2779,,,,
bikes,33,0.923369255,49.03,59833,768x512,1.2173,,,,
bikes,34,0.920087388,48.36,57012,768x512,1.1599,,,,
bikes,35,0.909664755,48.03,53598,768x512,1.0904,,,,
bikes,36,0.871634202,47.2,50564,768x512,1.0287,,,,
bikes,37,0.858358133,45.62,48025,768x512,0.977,,,,
bikes,38,0.837829368,45.02,45097,768x512,0.9175,,,,
bikes,39,0.821330172,43.79,42529,768x512,0.8652,,,,
bikes,40,0.816543262,43.03,39938,768x512,0.8125,,,,
bikes,41,0.79744494,42.32,37701,768x512,0.767,,,,
bikes,42,0.775432482,41.07,35368,768x512,0.7195,,,,
bikes,43,0.817496074,43.52,33028,768x512,0.6719,,,,
bikes,44,0.81171311,43.53,30955,768x512,0.6297,,,,
bikes,45,0.804715766,42.99,29061,768x512,0.5912,,,,
bikes,46,0.791578477,41.32,27262,768x512,0.5546,,,,
bikes,47,0.77026994,40.62,25513,768x512,0.519,,,,
