Filename,q_flag,Avg Time,Avg Energy,File Size,Resolution,bpp,,,,
bikes,0,2.075600581,90.92,497170,768x512,10.1149,,2.338282429757,110.927596982759,1.56968125
bikes,1,2.269384782,98.51,417615,768x512,8.4963,,,,
bikes,2,2.21016347,97.42,341408,768x512,6.9459,,,,
bikes,3,2.579818391,112.19,286396,768x512,5.8267,,,,
bikes,4,2.651877199,115.09,254849,768x512,5.1849,,,,
bikes,5,2.889856161,124.08,227317,768x512,4.6247,,,,
bikes,6,2.891397574,124.4,208942,768x512,4.2509,,,,
bikes,7,3.018014951,130.74,191767,768x512,3.9015,,,,
bikes,8,2.988808461,130.28,179825,768x512,3.6585,,,,
bikes,9,3.118137935,136.43,167768,768x512,3.4132,,,,
bikes,10,3.061786691,132.37,158890,768x512,3.2326,,,,
bikes,11,3.167140919,136.86,150659,768x512,3.0651,,,,
bikes,12,3.121840905,135.57,142806,768x512,2.9053,,,,
bikes,13,3.197889993,139.25,136607,768x512,2.7792,,,,
bikes,14,3.190226512,137.55,131140,768x512,2.668,,,,
bikes,15,3.251042968,138.85,126071,768x512,2.5649,,,,
bikes,16,3.210131427,136.72,120684,768x512,2.4553,,,,
bikes,17,3.233719082,138.6,116350,768x512,2.3671,,,,
bikes,18,3.219888044,138.05,112280,768x512,2.2843,,,,
bikes,19,3.228007956,138.12,108561,768x512,2.2086,,,,
bikes,20,3.236431779,140.24,104740,768x512,2.1309,,,,
bikes,21,3.292839794,142.74,101797,768x512,2.071,,,,
bikes,22,3.227325614,139.21,98781,768x512,2.0097,,,,
bikes,23,3.251992722,138.96,95930,768x512,1.9517,,,,
bikes,24,3.264904737,139.49,92466,768x512,1.8812,,,,
bikes,25,3.20750126,137.12,87945,768x512,1.7892,,,,
bikes,26,3.168099242,135.98,83443,768x512,1.6976,,,,
bikes,27,3.17102962,135.75,79791,768x512,1.6233,,,,
bikes,28,3.109320221,132.08,76295,768x512,1.5522,,,,
bikes,29,3.096625047,132.14,73002,768x512,1.4852,,,,
bikes,30,3.055476664,131.58,70123,768x512,1.4266,,,,
bikes,31,3.008554435,129.68,66289,768x512,1.3486,,,,
bikes,32,2.951883361,128.34,62729,768x512,1.2762,,,,
bikes,33,2.94456217,125.4,59585,768x512,1.2122,,,,
bikes,34,2.899403046,123.59,56739,768x512,1.1543,,,,
bikes,35,2.848814698,122.83,53599,768x512,1.0904,,,,
