Filename,q_flag,Avg Time,Avg Energy,File Size,Resolution,bpp,,,,
bikes,0,2.076016096,120.12,498558,768x512,10.1431,,1.97927823077155,88.1720528017241,1.56809358836207
bikes,1,2.156609378,128.75,416938,768x512,8.4826,,,,
bikes,2,1.991002122,116.36,340769,768x512,6.9329,,,,
bikes,3,2.254999603,127.61,285899,768x512,5.8166,,,,
bikes,4,2.38408282,134.48,254263,768x512,5.1729,,,,
bikes,5,2.554881662,144.5,227088,768x512,4.6201,,,,
bikes,6,2.588729853,148.31,208664,768x512,4.2452,,,,
bikes,7,2.694747032,155.55,191594,768x512,3.8979,,,,
bikes,8,2.663515898,153.22,179566,768x512,3.6532,,,,
bikes,9,2.722990337,156.84,167753,768x512,3.4129,,,,
bikes,10,2.702711296,156.37,158931,768x512,3.2334,,,,
bikes,11,2.762760606,160.09,150773,768x512,3.0674,,,,
bikes,12,2.661996143,151.64,142947,768x512,2.9082,,,,
bikes,13,2.762573895,156.1,136492,768x512,2.7769,,,,
bikes,14,2.694399251,152.8,131130,768x512,2.6678,,,,
bikes,15,2.79083942,157.95,125915,768x512,2.5617,,,,
bikes,16,2.748025442,155.02,120344,768x512,2.4484,,,,
bikes,17,2.743774354,155.79,116310,768x512,2.3663,,,,
bikes,18,2.729666043,155.14,112273,768x512,2.2842,,,,
bikes,19,2.770181724,156.77,108495,768x512,2.2073,,,,
bikes,20,2.747724286,154.52,104643,768x512,2.1289,,,,
bikes,21,2.787010289,156.33,101659,768x512,2.0682,,,,
bikes,22,2.766851924,157.45,98948,768x512,2.0131,,,,
bikes,23,2.786382206,157.85,95892,768x512,1.9509,,,,
bikes,24,2.796079232,157.73,92441,768x512,1.8807,,,,
bikes,25,2.796559364,158.12,87892,768x512,1.7881,,,,
bikes,26,2.767752639,156.55,83699,768x512,1.7028,,,,
bikes,27,2.756835338,155.68,79607,768x512,1.6196,,,,
bikes,28,2.724788255,153.57,76253,768x512,1.5513,,,,
bikes,29,2.713867013,155.04,72895,768x512,1.483,,,,
bikes,30,2.685418306,154.33,69862,768x512,1.4213,,,,
bikes,31,2.665981858,154.42,66176,768x512,1.3463,,,,
bikes,32,2.626512991,153.32,62688,768x512,1.2753,,,,
bikes,33,2.581892732,149.87,59497,768x512,1.2104,,,,
bikes,34,2.57712425,147.89,56574,768x512,1.151,,,,
bikes,35,2.521597572,144.61,53394,768x512,1.0863,,,,
bikes,36,2.508965378,145.25,50371,768x512,1.0248,,,,
bikes,37,2.484426921,142.96,47793,768x512,0.9723,,,,
bikes,38,2.415997909,137.52,44858,768x512,0.9126,,,,
bikes,39,2.378673529,134.25,42440,768x512,0.8634,,,,
bikes,40,2.321939286,131.9,40093,768x512,0.8156,,,,
bikes,41,2.294440391,132.28,37558,768x512,0.7641,,,,
bikes,42,2.237461045,128.26,35316,768x512,0.7185,,,,
bikes,43,2.202935776,125.98,33176,768x512,0.6749,,,,
