Filename,q_flag,Avg Time,Avg Energy,File Size,Resolution,bpp,,,,,
churchandcapitol,24,0.08221649,3.84,57880,634x505,1.4462,,,,,
churchandcapitol,25,0.080724436,3.72,54287,634x505,1.3564,,,,,
churchandcapitol,26,0.079024922,3.75,51103,634x505,1.2768,,,,,
churchandcapitol,27,0.078444251,3.73,48366,634x505,1.2085,,,,,
churchandcapitol,28,0.076571127,3.7,45802,634x505,1.1444,,,,,
churchandcapitol,29,0.075731815,3.6,43589,634x505,1.0891,,,,,
churchandcapitol,30,0.074466713,3.6,41393,634x505,1.0342,,,,,
churchandcapitol,31,0.07312394,3.51,38589,634x505,0.9642,,,,,
churchandcapitol,32,0.072830389,3.46,36241,634x505,0.9055,,,,,
churchandcapitol,33,0.071873237,3.44,34094,634x505,0.8518,,,,,
churchandcapitol,34,0.070438344,3.34,32063,634x505,0.8011,,,,,
churchandcapitol,35,0.070245303,3.36,30055,634x505,0.7509,,,,,
churchandcapitol,36,0.068241759,3.28,28133,634x505,0.7029,,,,,
churchandcapitol,37,0.067209367,3.28,26380,634x505,0.6591,,,,,
churchandcapitol,38,0.066459185,3.16,24699,634x505,0.6171,,,,,
churchandcapitol,39,0.065317322,3.27,22995,634x505,0.5745,,,,,
churchandcapitol,40,0.063980119,3.12,21554,634x505,0.5385,,,,,
churchandcapitol,41,0.063304838,3.04,19982,634x505,0.4992,,,,,
churchandcapitol,42,0.062101565,3.19,18709,634x505,0.4674,,,,,
churchandcapitol,43,0.061726945,3,17328,634x505,0.4329,,,,,
churchandcapitol,44,0.060750883,2.96,16074,634x505,0.4016,,,,,
churchandcapitol,45,0.060319612,2.88,14918,634x505,0.3727,,,,,
churchandcapitol,46,0.058875399,2.86,13864,634x505,0.3464,,,,,
churchandcapitol,47,0.058158147,2.81,12964,634x505,0.3239,,,,,
churchandcapitol,48,0.057980426,2.88,11990,634x505,0.2995,,,,,
churchandcapitol,49,0.056261983,2.74,11087,634x505,0.277,,,,,
churchandcapitol,50,0.055637982,2.67,10295,634x505,0.2572,,,,,
churchandcapitol,51,0.054522449,2.65,9484,634x505,0.2369,,,,,
churchandcapitol,52,0.053867547,2.76,8825,634x505,0.2205,,,,,
churchandcapitol,53,0.052802945,2.69,8161,634x505,0.2039,,,,,
churchandcapitol,54,0.051564443,2.51,7568,634x505,0.189,,,,,
churchandcapitol,55,0.0506708,2.53,6941,634x505,0.1734,,,,,
churchandcapitol,56,0.0502304,2.46,6329,634x505,0.1581,,,,,
churchandcapitol,57,0.048251645,2.34,5702,634x505,0.1424,,,,,
churchandcapitol,58,0.047330064,2.33,5246,634x505,0.131,,,,,
churchandcapitol,59,0.046293941,2.23,4638,634x505,0.1158,,,,,
churchandcapitol,60,0.045056238,2.23,4146,634x505,0.1035,,,,,
churchandcapitol,61,0.045159278,2.2,3676,634x505,0.0918,,,,,
churchandcapitol,62,0.044332156,2.17,3065,634x505,0.0765,,,,,
churchandcapitol,63,0.042744543,2.09,2357,634x505,0.0588,,,,,
coinsinfountain,0,0.142610831,6.47,438175,640x512,10.6976,,,,,
coinsinfountain,1,0.137689291,6.16,314877,640x512,7.6874,,,,,
coinsinfountain,2,0.129691913,5.81,267106,640x512,6.5211,,,,,
coinsinfountain,3,0.126216185,5.66,232869,640x512,5.6852,,,,,
coinsinfountain,4,0.123280139,5.55,210379,640x512,5.1362,,,,,
coinsinfountain,5,0.11914349,5.41,191459,640x512,4.6742,,,,,
coinsinfountain,6,0.117503386,5.31,177363,640x512,4.3301,,,,,
coinsinfountain,7,0.115707482,5.29,164413,640x512,4.0139,,,,,
coinsinfountain,8,0.113470217,5.2,153921,640x512,3.7578,,,,,
coinsinfountain,9,0.11029707,5.13,143458,640x512,3.5023,,,,,
coinsinfountain,10,0.107651985,4.89,135030,640x512,3.2966,,,,,
coinsinfountain,11,0.106021171,4.82,127379,640x512,3.1098,,,,,
coinsinfountain,12,0.102129063,4.7,120011,640x512,2.9299,,,,,
coinsinfountain,13,0.100378649,4.64,113938,640x512,2.7816,,,,,
coinsinfountain,14,0.099257827,4.52,108488,640x512,2.6486,,,,,
coinsinfountain,15,0.097511683,4.52,103509,640x512,2.527,,,,,
coinsinfountain,16,0.09646305,4.48,98284,640x512,2.3995,,,,,
coinsinfountain,17,0.095485568,4.42,94181,640x512,2.2993,,,,,
coinsinfountain,18,0.094493996,4.33,90295,640x512,2.2044,,,,,
coinsinfountain,19,0.094171256,4.31,86589,640x512,2.1139,,,,,
coinsinfountain,20,0.092523492,4.27,82886,640x512,2.0235,,,,,
coinsinfountain,21,0.092570322,4.32,79632,640x512,1.9441,,,,,
coinsinfountain,22,0.091443079,4.32,76753,640x512,1.8738,,,,,
coinsinfountain,23,0.090485918,4.2,73983,640x512,1.8062,,,,,
coinsinfountain,24,0.088895824,4.15,70918,640x512,1.7313,,,,,
coinsinfountain,25,0.088225382,4.13,66165,640x512,1.6153,,,,,
coinsinfountain,26,0.085694767,4.01,62172,640x512,1.5178,,,,,
coinsinfountain,27,0.085008345,3.96,58563,640x512,1.4297,,,,,
coinsinfountain,28,0.083020312,3.93,55199,640x512,1.3476,,,,,
coinsinfountain,29,0.082730291,3.89,52220,640x512,1.2749,,,,,
coinsinfountain,30,0.081078056,3.81,49625,640x512,1.2115,,,,,
coinsinfountain,31,0.079863324,3.72,46201,640x512,1.1279,,,,,
coinsinfountain,32,0.080313836,3.86,42875,640x512,1.0467,,,,,
coinsinfountain,33,0.07811701,3.67,40199,640x512,0.9814,,,,,
coinsinfountain,34,0.077410679,3.62,37878,640x512,0.9247,,,,,
coinsinfountain,35,0.075726295,3.62,35181,640x512,0.8589,,,,,
coinsinfountain,36,0.073925891,3.54,32656,640x512,0.7972,,,,,
coinsinfountain,37,0.073642691,3.48,30558,640x512,0.746,,,,,
coinsinfountain,38,0.071192185,3.44,28241,640x512,0.6894,,,,,
coinsinfountain,39,0.070564814,3.37,26182,640x512,0.6392,,,,,
coinsinfountain,40,0.069246971,3.28,24410,640x512,0.5959,,,,,
coinsinfountain,41,0.068231239,3.25,22523,640x512,0.5498,,,,,
coinsinfountain,42,0.066261015,3.16,20916,640x512,0.5106,,,,,
coinsinfountain,43,0.065190903,3.35,19354,640x512,0.4725,,,,,
coinsinfountain,44,0.06441773,3.09,17941,640x512,0.438,,,,,
coinsinfountain,45,0.063286018,3.22,16526,640x512,0.4034,,,,,
coinsinfountain,46,0.061960185,2.97,15293,640x512,0.3733,,,,,
coinsinfountain,47,0.060852353,2.9,14186,640x512,0.3463,,,,,
coinsinfountain,48,0.060052841,2.92,13052,640x512,0.3186,,,,,
coinsinfountain,49,0.058194027,2.82,12042,640x512,0.2939,,,,,
coinsinfountain,50,0.057354966,2.73,11237,640x512,0.2743,,,,,
coinsinfountain,51,0.056241802,2.75,10345,640x512,0.2525,,,,,
coinsinfountain,52,0.05516274,2.67,9532,640x512,0.2327,,,,,
coinsinfountain,53,0.053968648,2.61,8793,640x512,0.2146,,,,,
coinsinfountain,54,0.052671915,2.6,8092,640x512,0.1975,,,,,
coinsinfountain,55,0.050863661,2.48,7329,640x512,0.1789,,,,,
coinsinfountain,56,0.049744338,2.44,6733,640x512,0.1643,,,,,
coinsinfountain,57,0.048787696,2.43,6090,640x512,0.1486,,,,,
coinsinfountain,58,0.047492534,2.27,5502,640x512,0.1343,,,,,
coinsinfountain,59,0.046201241,2.24,4984,640x512,0.1216,,,,,
coinsinfountain,60,0.044640158,2.14,4339,640x512,0.1059,,,,,
coinsinfountain,61,0.043765515,2.16,3887,640x512,0.0948,,,,,
coinsinfountain,62,0.041876991,1.92,3194,640x512,0.0779,,,,,
coinsinfountain,63,0.040012018,1.95,2521,640x512,0.0615,,,,,
dancers,0,0.11017482,5.35,369398,618x453,10.5559,,,,,
dancers,1,0.101941643,4.86,288637,618x453,8.2481,,,,,
dancers,2,0.094152476,4.49,247185,618x453,7.0635,,,,,
dancers,3,0.09151493,4.4,216828,618x453,6.1961,,,,,
dancers,4,0.089648636,4.38,195944,618x453,5.5993,,,,,
dancers,5,0.089785876,4.38,178043,618x453,5.0877,,,,,
dancers,6,0.085043625,4.2,164700,618x453,4.7064,,,,,
dancers,7,0.083764043,4.14,151887,618x453,4.3403,,,,,
dancers,8,0.082159689,4.12,142171,618x453,4.0626,,,,,
dancers,9,0.082510879,4.13,132812,618x453,3.7952,,,,,
dancers,10,0.078596132,3.96,125260,618x453,3.5794,,,,,
dancers,11,0.079942224,3.99,118748,618x453,3.3933,,,,,
dancers,12,0.077089689,3.82,112549,618x453,3.2162,,,,,
dancers,13,0.077564439,3.86,107094,618x453,3.0603,,,,,
dancers,14,0.076874448,3.83,102413,618x453,2.9265,,,,,
dancers,15,0.075410984,3.86,98271,618x453,2.8082,,,,,
dancers,16,0.07329468,3.66,93817,618x453,2.6809,,,,,
dancers,17,0.072496048,3.63,90172,618x453,2.5767,,,,,
dancers,18,0.071086035,3.7,86831,618x453,2.4812,,,,,
dancers,19,0.071900967,3.66,83587,618x453,2.3885,,,,,
dancers,20,0.067944189,3.47,80330,618x453,2.2955,,,,,
dancers,21,0.067329816,3.53,77761,618x453,2.2221,,,,,
dancers,22,0.069727662,3.56,75335,618x453,2.1527,,,,,
dancers,23,0.066051454,3.44,72853,618x453,2.0818,,,,,
dancers,24,0.067519028,3.42,70157,618x453,2.0048,,,,,
dancers,25,0.06847268,3.59,66295,618x453,1.8944,,,,,
dancers,26,0.063724819,3.33,62849,618x453,1.7959,,,,,
dancers,27,0.066063534,3.43,59858,618x453,1.7105,,,,,
dancers,28,0.065216552,3.3,57048,618x453,1.6302,,,,,
dancers,29,0.061530344,3.23,54481,618x453,1.5568,,,,,
dancers,30,0.063578789,3.2,52103,618x453,1.4889,,,,,
dancers,31,0.063185048,3.27,48915,618x453,1.3978,,,,,
dancers,32,0.060946163,3.13,45936,618x453,1.3126,,,,,
dancers,33,0.061776764,3.15,43542,618x453,1.2442,,,,,
dancers,34,0.058863958,3.1,41405,618x453,1.1831,,,,,
dancers,35,0.057192735,3,38958,618x453,1.1132,,,,,
dancers,36,0.057468526,3.06,36646,618x453,1.0472,,,,,
dancers,37,0.055351831,2.91,34619,618x453,0.9892,,,,,
dancers,38,0.055840172,2.92,32441,618x453,0.927,,,,,
dancers,39,0.053637087,2.8,30524,618x453,0.8722,,,,,
dancers,40,0.05480593,2.92,28669,618x453,0.8192,,,,,
dancers,41,0.054870029,2.85,26817,618x453,0.7663,,,,,
dancers,42,0.054363669,2.82,25267,618x453,0.722,,,,,
dancers,43,0.053321566,2.8,23649,618x453,0.6757,,,,,
dancers,44,0.049976629,2.63,22207,618x453,0.6345,,,,,
dancers,45,0.05033532,2.62,20687,618x453,0.5911,,,,,
dancers,46,0.050255129,2.62,19346,618x453,0.5528,,,,,
dancers,47,0.049021817,2.56,18117,618x453,0.5177,,,,,
dancers,48,0.050078539,2.63,16685,618x453,0.4767,,,,,
dancers,49,0.047251053,2.53,15472,618x453,0.4421,,,,,
dancers,50,0.048797476,2.67,14419,618x453,0.412,,,,,
dancers,51,0.048208826,2.55,13361,618x453,0.3818,,,,,
dancers,52,0.04563335,2.35,12367,618x453,0.3534,,,,,
dancers,53,0.046182901,2.46,11448,618x453,0.3271,,,,,
dancers,54,0.04588373,2.41,10543,618x453,0.3012,,,,,
dancers,55,0.044022046,2.27,9655,618x453,0.2759,,,,,
dancers,56,0.042914704,2.18,8822,618x453,0.252,,,,,
dancers,57,0.043661836,2.25,7992,618x453,0.2283,,,,,
dancers,58,0.04133159,2.12,7209,618x453,0.206,,,,,
dancers,59,0.040566378,2.12,6339,618x453,0.1811,,,,,
dancers,60,0.040640969,2.05,5521,618x453,0.1577,,,,,
dancers,61,0.039631306,1.97,4791,618x453,0.1369,,,,,
dancers,62,0.037548552,1.86,3858,618x453,0.1102,,,,,
dancers,63,0.037685092,2.11,2893,618x453,0.0826,,,,,
flowersonih35,0,0.15115087,7.2,461799,640x512,11.2743,,,,,
flowersonih35,1,0.139126634,6.22,356475,640x512,8.703,,,,,
flowersonih35,2,0.132318989,5.86,309411,640x512,7.5539,,,,,
flowersonih35,3,0.12868707,5.55,274413,640x512,6.6995,,,,,
flowersonih35,4,0.126086385,5.67,249864,640x512,6.1001,,,,,
flowersonih35,5,0.124063521,5.5,229283,640x512,5.5977,,,,,
flowersonih35,6,0.123000538,5.33,214337,640x512,5.2328,,,,,
flowersonih35,7,0.123541949,5.32,200660,640x512,4.8989,,,,,
flowersonih35,8,0.121214605,5.25,190269,640x512,4.6452,,,,,
flowersonih35,9,0.118758419,5.21,180536,640x512,4.4076,,,,,
flowersonih35,10,0.116966595,4.9,172620,640x512,4.2143,,,,,
flowersonih35,11,0.113937678,5.3,165513,640x512,4.0408,,,,,
flowersonih35,12,0.11014153,4.93,158484,640x512,3.8692,,,,,
flowersonih35,13,0.107188533,4.84,152413,640x512,3.721,,,,,
flowersonih35,14,0.104785999,4.73,146932,640x512,3.5872,,,,,
flowersonih35,15,0.103623406,4.78,141730,640x512,3.4602,,,,,
flowersonih35,16,0.104179018,4.83,136487,640x512,3.3322,,,,,
flowersonih35,17,0.101316891,4.61,132013,640x512,3.2229,,,,,
flowersonih35,18,0.100067378,4.57,127959,640x512,3.1239,,,,,
flowersonih35,19,0.100576039,4.63,124104,640x512,3.0298,,,,,
flowersonih35,20,0.098732086,4.48,120348,640x512,2.9381,,,,,
flowersonih35,21,0.098217124,4.62,116989,640x512,2.8561,,,,,
flowersonih35,22,0.099141416,4.5,114043,640x512,2.7842,,,,,
flowersonih35,23,0.103390166,4.72,110942,640x512,2.7085,,,,,
flowersonih35,24,0.095825699,4.32,107227,640x512,2.6178,,,,,
flowersonih35,25,0.094721466,4.34,102045,640x512,2.4913,,,,,
flowersonih35,26,0.092744553,4.23,97282,640x512,2.375,,,,,
flowersonih35,27,0.091929881,4.19,92781,640x512,2.2651,,,,,
flowersonih35,28,0.090129506,4.15,88637,640x512,2.1639,,,,,
flowersonih35,29,0.089204815,4.09,84873,640x512,2.072,,,,,
flowersonih35,30,0.088235222,4.05,81217,640x512,1.9828,,,,,
flowersonih35,31,0.086442898,4.05,76649,640x512,1.8713,,,,,
flowersonih35,32,0.086624199,4.01,72116,640x512,1.7606,,,,,
flowersonih35,33,0.084764535,3.96,68316,640x512,1.6678,,,,,
flowersonih35,34,0.083017491,3.93,64838,640x512,1.5829,,,,,
flowersonih35,35,0.08228179,3.79,61039,640x512,1.4902,,,,,
flowersonih35,36,0.081040987,3.77,57316,640x512,1.3993,,,,,
flowersonih35,37,0.080139274,3.7,54160,640x512,1.3222,,,,,
flowersonih35,38,0.078456281,3.65,50519,640x512,1.2333,,,,,
flowersonih35,39,0.077338348,3.62,47450,640x512,1.1584,,,,,
flowersonih35,40,0.076952528,3.58,44529,640x512,1.0871,,,,,
flowersonih35,41,0.074334152,3.66,41384,640x512,1.0103,,,,,
flowersonih35,42,0.07348448,3.46,38760,640x512,0.9462,,,,,
flowersonih35,43,0.072597259,3.37,36206,640x512,0.8839,,,,,
flowersonih35,44,0.071840696,3.37,33810,640x512,0.8254,,,,,
flowersonih35,45,0.070362924,3.33,31279,640x512,0.7636,,,,,
flowersonih35,46,0.069592612,3.25,29023,640x512,0.7085,,,,,
flowersonih35,47,0.06860794,3.18,26956,640x512,0.6581,,,,,
flowersonih35,48,0.067381787,3.14,24783,640x512,0.605,,,,,
flowersonih35,49,0.066404465,3.12,22852,640x512,0.5579,,,,,
flowersonih35,50,0.065254043,3.1,21139,640x512,0.516,,,,,
flowersonih35,51,0.06413809,3.03,19300,640x512,0.4711,,,,,
flowersonih35,52,0.063222858,3.03,17726,640x512,0.4327,,,,,
flowersonih35,53,0.062059466,2.97,16129,640x512,0.3937,,,,,
flowersonih35,54,0.061507414,2.91,14718,640x512,0.3593,,,,,
flowersonih35,55,0.05948452,2.92,13178,640x512,0.3217,,,,,
flowersonih35,56,0.058519848,2.77,11951,640x512,0.2917,,,,,
flowersonih35,57,0.057029994,2.71,10534,640x512,0.2571,,,,,
flowersonih35,58,0.055566621,2.68,9277,640x512,0.2264,,,,,
flowersonih35,59,0.053971488,2.6,8001,640x512,0.1953,,,,,
flowersonih35,60,0.052087813,2.52,6816,640x512,0.1664,,,,,
flowersonih35,61,0.049769909,2.48,5696,640x512,0.139,,,,,
flowersonih35,62,0.047168203,2.28,4324,640x512,0.1055,,,,,
flowersonih35,63,0.043992936,2.12,2881,640x512,0.0703,,,,,
house,0,0.148642604,6.83,480207,768x512,9.7698,,,,,
house,1,0.141995419,6.34,342961,768x512,6.9775,,,,,
house,2,0.13302729,5.96,277151,768x512,5.6386,,,,,
house,3,0.1282537,5.73,235114,768x512,4.7834,,,,,
house,4,0.12365372,5.58,208091,768x512,4.2336,,,,,
house,5,0.120142692,5.41,185116,768x512,3.7661,,,,,
house,6,0.116176363,5.21,168383,768x512,3.4257,,,,,
house,7,0.111448103,5.08,152642,768x512,3.1055,,,,,
house,8,0.108016665,5.01,140679,768x512,2.8621,,,,,
house,9,0.102607984,4.66,129197,768x512,2.6285,,,,,
house,10,0.098867676,4.57,120389,768x512,2.4493,,,,,
house,11,0.09634211,4.38,112568,768x512,2.2902,,,,,
house,12,0.092851212,4.28,104926,768x512,2.1347,,,,,
house,13,0.091376119,4.22,98942,768x512,2.0129,,,,,
house,14,0.090548427,4.17,93528,768x512,1.9028,,,,,
house,15,0.089167095,4.12,88702,768x512,1.8046,,,,,
house,16,0.087760741,4.01,83756,768x512,1.704,,,,,
house,17,0.085878167,4.22,79900,768x512,1.6255,,,,,
house,18,0.085131185,3.92,76516,768x512,1.5567,,,,,
house,19,0.084719245,4.1,73243,768x512,1.4901,,,,,
house,20,0.084580314,4.22,69895,768x512,1.422,,,,,
house,21,0.08244945,3.85,67099,768x512,1.3651,,,,,
house,22,0.081598848,3.76,64536,768x512,1.3129,,,,,
house,23,0.080513935,3.73,61945,768x512,1.2602,,,,,
house,24,0.079647134,3.76,59138,768x512,1.2031,,,,,
house,25,0.078415861,3.69,55054,768x512,1.12,,,,,
house,26,0.077067408,3.63,51324,768x512,1.0441,,,,,
house,27,0.075950785,3.55,48085,768x512,0.9782,,,,,
house,28,0.074658213,3.49,45051,768x512,0.9165,,,,,
house,29,0.07326279,3.42,42316,768x512,0.8609,,,,,
house,30,0.072425258,3.38,39936,768x512,0.8125,,,,,
house,31,0.070734775,3.4,36818,768x512,0.749,,,,,
house,32,0.069607512,3.32,33848,768x512,0.6886,,,,,
house,33,0.068404289,3.26,31441,768x512,0.6396,,,,,
house,34,0.066643745,3.19,29237,768x512,0.5948,,,,,
house,35,0.064943401,3.14,26777,768x512,0.5447,,,,,
house,36,0.063219488,3.04,24496,768x512,0.4983,,,,,
house,37,0.061789575,2.88,22657,768x512,0.4609,,,,,
house,38,0.060740323,2.84,20610,768x512,0.4193,,,,,
house,39,0.059819911,3.01,18762,768x512,0.3817,,,,,
house,40,0.057842367,2.71,17214,768x512,0.3502,,,,,
house,41,0.055791191,2.69,15521,768x512,0.3157,,,,,
house,42,0.054538399,2.6,14186,768x512,0.2886,,,,,
house,43,0.053672977,2.62,12940,768x512,0.2632,,,,,
house,44,0.052253704,2.6,11759,768x512,0.2392,,,,,
house,45,0.050785691,2.45,10667,768x512,0.217,,,,,
house,46,0.049192537,2.42,9582,768x512,0.1949,,,,,
house,47,0.048158955,2.34,8645,768x512,0.1758,,,,,
house,48,0.047540844,2.26,7855,768x512,0.1598,,,,,
house,49,0.046372261,2.23,7087,768x512,0.1441,,,,,
house,50,0.045349429,2.16,6513,768x512,0.1325,,,,,
house,51,0.044507737,2.17,5910,768x512,0.1202,,,,,
house,52,0.043542615,2.09,5329,768x512,0.1084,,,,,
house,53,0.042613963,2.03,4821,768x512,0.098,,,,,
house,54,0.041981342,2,4349,768x512,0.0884,,,,,
house,55,0.04099826,1.95,3975,768x512,0.0808,,,,,
house,56,0.040571188,1.93,3573,768x512,0.0726,,,,,
house,57,0.040018918,1.97,3240,768x512,0.0659,,,,,
house,58,0.040128988,1.88,2923,768x512,0.0594,,,,,
house,59,0.038882285,1.84,2639,768x512,0.0536,,,,,
house,60,0.038293113,1.8,2338,768x512,0.0475,,,,,
house,61,0.037826813,1.76,2090,768x512,0.0425,,,,,
house,62,0.037229391,1.76,1788,768x512,0.0363,,,,,
house,63,0.035918118,1.69,1454,768x512,0.0295,,,,,
lighthouse2,0,0.151711931,6.98,455981,768x512,9.2769,,,,,
lighthouse2,1,0.138393262,6.02,326330,768x512,6.6392,,,,,
lighthouse2,2,0.130692455,5.67,262892,768x512,5.3485,,,,,
lighthouse2,3,0.125892895,5.47,221328,768x512,4.5029,,,,,
lighthouse2,4,0.122491127,5.35,193900,768x512,3.9449,,,,,
lighthouse2,5,0.119822182,5.22,171027,768x512,3.4795,,,,,
lighthouse2,6,0.117816537,5.34,154775,768x512,3.1489,,,,,
lighthouse2,7,0.114220259,5.05,140363,768x512,2.8556,,,,,
lighthouse2,8,0.110970422,4.89,128538,768x512,2.6151,,,,,
lighthouse2,9,0.108802097,4.82,117186,768x512,2.3841,,,,,
lighthouse2,10,0.102882284,4.63,108784,768x512,2.2132,,,,,
lighthouse2,11,0.098580485,4.39,101039,768x512,2.0556,,,,,
lighthouse2,12,0.095364728,4.29,93454,768x512,1.9013,,,,,
lighthouse2,13,0.093051973,4.16,87881,768x512,1.7879,,,,,
lighthouse2,14,0.091105909,4.1,83050,768x512,1.6896,,,,,
lighthouse2,15,0.089133975,4,78979,768x512,1.6068,,,,,
lighthouse2,16,0.088317772,4,74876,768x512,1.5233,,,,,
lighthouse2,17,0.08734404,3.91,71690,768x512,1.4585,,,,,
lighthouse2,18,0.086446229,3.91,68875,768x512,1.4012,,,,,
lighthouse2,19,0.085705797,3.81,66296,768x512,1.3487,,,,,
lighthouse2,20,0.084770605,3.86,63634,768x512,1.2946,,,,,
lighthouse2,21,0.083857923,3.8,61383,768x512,1.2488,,,,,
lighthouse2,22,0.083182451,3.91,59198,768x512,1.2043,,,,,
lighthouse2,23,0.0821346,3.7,57359,768x512,1.1669,,,,,
lighthouse2,24,0.081090367,3.69,54969,768x512,1.1183,,,,,
lighthouse2,25,0.079845454,3.63,51691,768x512,1.0516,,,,,
lighthouse2,26,0.079158473,3.57,48723,768x512,0.9912,,,,,
lighthouse2,27,0.07791009,3.62,46140,768x512,0.9387,,,,,
lighthouse2,28,0.076328236,3.49,43746,768x512,0.89,,,,,
lighthouse2,29,0.076393736,3.48,41542,768x512,0.8451,,,,,
lighthouse2,30,0.075095904,3.1,39476,768x512,0.8031,,,,,
lighthouse2,31,0.075079064,3.6,36903,768x512,0.7507,,,,,
lighthouse2,32,0.073968152,3.4,34302,768x512,0.6978,,,,,
lighthouse2,33,0.072622949,3.33,32197,768x512,0.655,,,,,
lighthouse2,34,0.071527096,3.28,30349,768x512,0.6174,,,,,
lighthouse2,35,0.069840802,3.26,28288,768x512,0.5755,,,,,
lighthouse2,36,0.06908562,3.2,26225,768x512,0.5335,,,,,
lighthouse2,37,0.067721628,3.2,24435,768x512,0.4971,,,,,
lighthouse2,38,0.067174067,3.19,22664,768x512,0.4611,,,,,
lighthouse2,39,0.065732423,3.01,21008,768x512,0.4274,,,,,
lighthouse2,40,0.06393706,3,19527,768x512,0.3972,,,,,
lighthouse2,41,0.063166058,2.94,17916,768x512,0.3645,,,,,
lighthouse2,42,0.062252485,3.05,16512,768x512,0.3359,,,,,
lighthouse2,43,0.061122913,2.88,15070,768x512,0.3065,,,,,
lighthouse2,44,0.060206541,2.8,13928,768x512,0.2833,,,,,
lighthouse2,45,0.058372417,2.76,12822,768x512,0.2608,,,,,
lighthouse2,46,0.058068017,2.74,11801,768x512,0.24,,,,,
lighthouse2,47,0.058119297,2.78,10891,768x512,0.2215,,,,,
lighthouse2,48,0.055937442,2.65,10041,768x512,0.2042,,,,,
lighthouse2,49,0.054786479,2.57,9152,768x512,0.1861,,,,,
lighthouse2,50,0.053749787,2.57,8396,768x512,0.1708,,,,,
lighthouse2,51,0.052348234,2.55,7627,768x512,0.1551,,,,,
lighthouse2,52,0.051437642,2.48,6973,768x512,0.1418,,,,,
lighthouse2,53,0.049796749,2.44,6360,768x512,0.1293,,,,,
lighthouse2,54,0.049215418,2.41,5867,768x512,0.1193,,,,,
lighthouse2,55,0.048281866,2.34,5315,768x512,0.1081,,,,,
lighthouse2,56,0.047918424,2.32,4789,768x512,0.0974,,,,,
lighthouse2,57,0.04602423,2.26,4297,768x512,0.0874,,,,,
lighthouse2,58,0.045066888,2.18,3825,768x512,0.0778,,,,,
lighthouse2,59,0.044104656,2.12,3409,768x512,0.0693,,,,,
lighthouse2,60,0.043401804,2.11,2990,768x512,0.0608,,,,,
lighthouse2,61,0.042976783,2.11,2647,768x512,0.0538,,,,,
lighthouse2,62,0.041012779,1.99,2189,768x512,0.0445,,,,,
lighthouse2,63,0.039733866,1.87,1700,768x512,0.0345,,,,,
lighthouse,0,0.119982232,5.89,389976,480x720,9.0272,,,,,
lighthouse,1,0.10564218,5.09,281153,480x720,6.5081,,,,,
lighthouse,2,0.097092512,4.74,226283,480x720,5.238,,,,,
lighthouse,3,0.093697694,4.54,189019,480x720,4.3754,,,,,
lighthouse,4,0.092280672,4.55,166179,480x720,3.8467,,,,,
lighthouse,5,0.087586821,4.31,146786,480x720,3.3978,,,,,
lighthouse,6,0.0869794,4.28,132620,480x720,3.0699,,,,,
lighthouse,7,0.08232208,4.11,119141,480x720,2.7578,,,,,
lighthouse,8,0.079274103,3.91,108813,480x720,2.5188,,,,,
lighthouse,9,0.076612707,3.78,99124,480x720,2.2945,,,,,
lighthouse,10,0.074794993,3.73,91753,480x720,2.1239,,,,,
lighthouse,11,0.079592774,3.94,85438,480x720,1.9777,,,,,
lighthouse,12,0.070651354,3.54,79461,480x720,1.8393,,,,,
lighthouse,13,0.06874874,3.49,74789,480x720,1.7312,,,,,
lighthouse,14,0.067590648,3.49,70768,480x720,1.6381,,,,,
lighthouse,15,0.065748723,3.37,67109,480x720,1.5534,,,,,
lighthouse,16,0.065176803,3.31,63604,480x720,1.4723,,,,,
lighthouse,17,0.064417581,3.34,60826,480x720,1.408,,,,,
lighthouse,18,0.063292198,3.24,58321,480x720,1.35,,,,,
lighthouse,19,0.063078648,3.22,56039,480x720,1.2971,,,,,
lighthouse,20,0.062118275,3.21,53390,480x720,1.2358,,,,,
lighthouse,21,0.061340334,3.23,51558,480x720,1.1934,,,,,
lighthouse,22,0.060757323,3.18,49600,480x720,1.1481,,,,,
lighthouse,23,0.05992366,3.53,47890,480x720,1.1085,,,,,
lighthouse,24,0.05975354,2.87,45747,480x720,1.0589,,,,,
lighthouse,25,0.058670268,3.07,42718,480x720,0.9888,,,,,
lighthouse,26,0.057140184,3.11,40076,480x720,0.9276,,,,,
lighthouse,27,0.058251078,3.32,37539,480x720,0.8689,,,,,
lighthouse,28,0.055511761,2.95,35210,480x720,0.815,,,,,
lighthouse,29,0.054655039,2.93,33105,480x720,0.7663,,,,,
lighthouse,30,0.053805087,2.82,31364,480x720,0.726,,,,,
lighthouse,31,0.052630035,2.82,28887,480x720,0.6686,,,,,
lighthouse,32,0.052027864,2.75,26643,480x720,0.6167,,,,,
lighthouse,33,0.051351692,2.73,24757,480x720,0.573,,,,,
lighthouse,34,0.05061935,2.7,23098,480x720,0.5346,,,,,
lighthouse,35,0.049785289,2.62,21141,480x720,0.4893,,,,,
lighthouse,36,0.048579196,2.61,19348,480x720,0.4478,,,,,
lighthouse,37,0.047813675,2.58,17839,480x720,0.4129,,,,,
lighthouse,38,0.047167263,2.5,16270,480x720,0.3766,,,,,
lighthouse,39,0.046390031,2.46,14802,480x720,0.3426,,,,,
lighthouse,40,0.045358369,2.47,13713,480x720,0.3174,,,,,
