Filename,q_flag,Avg Time,Avg Energy,File Size,Resolution,bpp,,avg time,avg energy,,,
churchandcapitol,11,0.043824745,2.11,112791,634x505,2.8182,,,,,,
churchandcapitol,12,0.043376435,2.07,106132,634x505,2.6518,,,,,,
churchandcapitol,13,0.042532763,2.03,100844,634x505,2.5197,,,,,,
churchandcapitol,14,0.042273313,2.17,95964,634x505,2.3978,,,,,,
churchandcapitol,15,0.041982522,1.9,91612,634x505,2.289,,,,,,
churchandcapitol,16,0.041908651,2.02,86199,634x505,2.1538,,,,,,
churchandcapitol,17,0.04138311,1.99,82650,634x505,2.0651,,,,,,
churchandcapitol,18,0.040804889,1.98,79330,634x505,1.9821,,,,,,
churchandcapitol,19,0.040052288,1.93,76288,634x505,1.9061,,,,,,
churchandcapitol,20,0.039721277,1.93,73089,634x505,1.8262,,,,,,
churchandcapitol,21,0.040347248,2.06,70400,634x505,1.759,,,,,,
churchandcapitol,22,0.039658276,1.89,67877,634x505,1.696,,,,,,
churchandcapitol,23,0.039859077,1.86,65618,634x505,1.6395,,,,,,
churchandcapitol,24,0.038878534,1.9,63059,634x505,1.5756,,,,,,
churchandcapitol,25,0.039104575,1.9,59292,634x505,1.4815,,,,,,
churchandcapitol,26,0.037915702,1.84,55973,634x505,1.3985,,,,,,
churchandcapitol,27,0.037811142,1.84,52963,634x505,1.3233,,,,,,
churchandcapitol,28,0.037568762,1.79,50128,634x505,1.2525,,,,,,
churchandcapitol,29,0.037334431,1.81,47578,634x505,1.1888,,,,,,
churchandcapitol,30,0.03684058,1.81,45214,634x505,1.1297,,,,,,
churchandcapitol,31,0.039705376,1.93,41933,634x505,1.0477,,,,,,
churchandcapitol,32,0.035997919,1.75,39236,634x505,0.9803,,,,,,
churchandcapitol,33,0.035924058,1.76,36989,634x505,0.9242,,,,,,
churchandcapitol,34,0.043654675,1.98,34924,634x505,0.8726,,,,,,
churchandcapitol,35,0.034910176,1.72,32631,634x505,0.8153,,,,,,
churchandcapitol,36,0.035089776,1.78,30408,634x505,0.7597,,,,,,
churchandcapitol,37,0.034839716,1.69,28551,634x505,0.7133,,,,,,
churchandcapitol,38,0.034529385,1.73,26743,634x505,0.6682,,,,,,
churchandcapitol,39,0.039927797,1.81,24889,634x505,0.6218,,,,,,
churchandcapitol,40,0.034147285,1.68,23180,634x505,0.5791,,,,,,
churchandcapitol,41,0.033696793,1.63,21452,634x505,0.536,,,,,,
churchandcapitol,42,0.033602383,1.58,20034,634x505,0.5005,,,,,,
churchandcapitol,43,0.033702034,1.62,18532,634x505,0.463,,,,,,
churchandcapitol,44,0.033005592,1.59,17241,634x505,0.4307,,,,,,
churchandcapitol,45,0.034112394,1.68,15843,634x505,0.3958,,,,,,
churchandcapitol,46,0.032314221,1.52,14699,634x505,0.3672,,,,,,
churchandcapitol,47,0.031661599,1.55,13569,634x505,0.339,,,,,,
churchandcapitol,48,0.032334621,1.59,12492,634x505,0.3121,,,,,,
churchandcapitol,49,0.03218878,1.56,11606,634x505,0.2899,,,,,,
churchandcapitol,50,0.031162088,1.49,10719,634x505,0.2678,,,,,,
churchandcapitol,51,0.031240018,1.51,9795,634x505,0.2447,,,,,,
churchandcapitol,52,0.031316128,1.53,9015,634x505,0.2252,,,,,,
churchandcapitol,53,0.031127248,1.47,8237,634x505,0.2058,,,,,,
churchandcapitol,54,0.030795987,1.47,7562,634x505,0.1889,,,,,,
churchandcapitol,55,0.030572397,1.46,6910,634x505,0.1726,,,,,,
churchandcapitol,56,0.031151978,1.51,6279,634x505,0.1568,,,,,,
churchandcapitol,57,0.029962476,1.43,5660,634x505,0.1414,,,,,,
churchandcapitol,58,0.029812065,1.36,5098,634x505,0.1273,,,,,,
churchandcapitol,59,0.032946002,1.54,4576,634x505,0.1143,,,,,,
churchandcapitol,60,0.029512705,1.41,4107,634x505,0.1026,,,,,,
churchandcapitol,61,0.029763585,1.43,3561,634x505,0.0889,,,,,,
churchandcapitol,62,0.029852115,1.43,3063,634x505,0.0765,,,,,,
churchandcapitol,63,0.029535004,1.45,2390,634x505,0.0597,,,,,,
coinsinfountain,0,0.077274759,3.67,452696,640x512,11.0521,,,,,,
coinsinfountain,1,0.063430738,3.06,322757,640x512,7.8798,,,,,,
coinsinfountain,2,0.05950635,2.82,273374,640x512,6.6741,,,,,,
coinsinfountain,3,0.054540919,2.65,238836,640x512,5.8309,,,,,,
coinsinfountain,4,0.053051296,2.46,215355,640x512,5.2576,,,,,,
coinsinfountain,5,0.051242002,2.38,196272,640x512,4.7917,,,,,,
coinsinfountain,6,0.05016149,2.3,181309,640x512,4.4264,,,,,,
coinsinfountain,7,0.050935311,2.39,168269,640x512,4.1081,,,,,,
coinsinfountain,8,0.048352416,2.24,157680,640x512,3.8496,,,,,,
coinsinfountain,9,0.047446624,2.42,147656,640x512,3.6048,,,,,,
coinsinfountain,10,0.046455512,2.22,139349,640x512,3.402,,,,,,
coinsinfountain,11,0.04592921,2.24,132015,640x512,3.223,,,,,,
coinsinfountain,12,0.045078158,2.11,124893,640x512,3.0491,,,,,,
coinsinfountain,13,0.044954178,2.11,119082,640x512,2.9072,,,,,,
coinsinfountain,14,0.044249986,2.09,113727,640x512,2.7765,,,,,,
coinsinfountain,15,0.043701986,2.11,108672,640x512,2.6531,,,,,,
coinsinfountain,16,0.043311824,2.11,103001,640x512,2.5146,,,,,,
coinsinfountain,17,0.042309413,2.01,98838,640x512,2.413,,,,,,
coinsinfountain,18,0.042872244,2.05,95004,640x512,2.3194,,,,,,
coinsinfountain,19,0.041543341,2.04,91345,640x512,2.2301,,,,,,
coinsinfountain,20,0.041704131,2.05,87649,640x512,2.1398,,,,,,
coinsinfountain,21,0.04126937,1.98,84464,640x512,2.0621,,,,,,
coinsinfountain,22,0.04107388,1.97,81529,640x512,1.9904,,,,,,
coinsinfountain,23,0.040589389,1.99,78680,640x512,1.9208,,,,,,
coinsinfountain,24,0.040170187,1.95,75293,640x512,1.8382,,,,,,
coinsinfountain,25,0.039648897,1.86,70555,640x512,1.7225,,,,,,
coinsinfountain,26,0.039384276,1.93,66333,640x512,1.6194,,,,,,
coinsinfountain,27,0.038559564,1.86,62520,640x512,1.5263,,,,,,
coinsinfountain,28,0.038286564,1.83,59165,640x512,1.4444,,,,,,
coinsinfountain,29,0.037647802,1.8,56093,640x512,1.3694,,,,,,
coinsinfountain,30,0.037521542,1.8,53254,640x512,1.3001,,,,,,
coinsinfountain,31,0.037338411,1.8,48924,640x512,1.1944,,,,,,
coinsinfountain,32,0.036692071,1.74,45548,640x512,1.112,,,,,,
coinsinfountain,33,0.036056338,1.73,42630,640x512,1.0407,,,,,,
coinsinfountain,34,0.035760198,1.73,39898,640x512,0.974,,,,,,
coinsinfountain,35,0.035689188,1.73,37061,640x512,0.9048,,,,,,
coinsinfountain,36,0.034776426,1.68,34237,640x512,0.8358,,,,,,
coinsinfountain,37,0.036137959,1.76,31871,640x512,0.7781,,,,,,
coinsinfountain,38,0.034401885,1.61,29451,640x512,0.719,,,,,,
coinsinfountain,39,0.034810886,1.81,27188,640x512,0.6637,,,,,,
coinsinfountain,40,0.033572453,1.63,25237,640x512,0.6161,,,,,,
coinsinfountain,41,0.033399153,1.56,23117,640x512,0.5643,,,,,,
coinsinfountain,42,0.032782831,1.58,21314,640x512,0.5203,,,,,,
coinsinfountain,43,0.032563741,1.55,19607,640x512,0.4786,,,,,,
coinsinfountain,44,0.03205533,1.54,18036,640x512,0.4403,,,,,,
coinsinfountain,45,0.033238732,1.6,16544,640x512,0.4039,,,,,,
coinsinfountain,46,0.031782939,1.53,15148,640x512,0.3698,,,,,,
coinsinfountain,47,0.031642189,1.48,13874,640x512,0.3387,,,,,,
coinsinfountain,48,0.031137198,1.56,12658,640x512,0.309,,,,,,
coinsinfountain,49,0.030740218,1.47,11662,640x512,0.2847,,,,,,
coinsinfountain,50,0.031106168,1.48,10696,640x512,0.2611,,,,,,
coinsinfountain,51,0.030543097,1.43,9812,640x512,0.2395,,,,,,
coinsinfountain,52,0.030328337,1.43,8991,640x512,0.2195,,,,,,
coinsinfountain,53,0.030728547,1.55,8205,640x512,0.2003,,,,,,
coinsinfountain,54,0.030260556,1.35,7487,640x512,0.1827,,,,,,
coinsinfountain,55,0.029774335,1.42,6862,640x512,0.1675,,,,,,
coinsinfountain,56,0.030554027,1.46,6209,640x512,0.1515,,,,,,
coinsinfountain,57,0.029423324,1.39,5676,640x512,0.1385,,,,,,
coinsinfountain,58,0.029285804,1.51,5142,640x512,0.1255,,,,,,
coinsinfountain,59,0.029271764,1.36,4646,640x512,0.1134,,,,,,
coinsinfountain,60,0.029377694,1.44,4130,640x512,0.1008,,,,,,
coinsinfountain,61,0.028929023,1.36,3697,640x512,0.0902,,,,,,
coinsinfountain,62,0.029413784,1.48,3138,640x512,0.0766,,,,,,
coinsinfountain,63,0.028563522,1.33,2470,640x512,0.0603,,,,,,
dancers,0,0.065712094,2.98,381761,618x453,10.9092,,,,,,
dancers,1,0.057012404,2.59,302043,618x453,8.6312,,,,,,
dancers,2,0.05485442,2.47,258626,618x453,7.3905,,,,,,
dancers,3,0.051251862,2.31,227356,618x453,6.4969,,,,,,
dancers,4,0.049213878,2.25,205761,618x453,5.8798,,,,,,
dancers,5,0.048129745,2.29,188007,618x453,5.3725,,,,,,
dancers,6,0.047130663,2.2,173837,618x453,4.9675,,,,,,
dancers,7,0.046319561,2.3,161371,618x453,4.6113,,,,,,
dancers,8,0.045279829,2.16,151470,618x453,4.3284,,,,,,
dancers,9,0.044484707,2.12,142077,618x453,4.06,,,,,,
dancers,10,0.043345375,2.09,134329,618x453,3.8386,,,,,,
dancers,11,0.042941434,2.08,127406,618x453,3.6407,,,,,,
dancers,12,0.042029662,2.03,120942,618x453,3.456,,,,,,
dancers,13,0.04133042,2.04,115580,618x453,3.3028,,,,,,
dancers,14,0.041001989,1.97,110649,618x453,3.1619,,,,,,
dancers,15,0.040630749,1.97,106342,618x453,3.0388,,,,,,
dancers,16,0.039853197,1.96,101050,618x453,2.8876,,,,,,
dancers,17,0.039888177,1.94,97215,618x453,2.778,,,,,,
dancers,18,0.039477377,1.93,93687,618x453,2.6772,,,,,,
dancers,19,0.039244195,1.95,90493,618x453,2.5859,,,,,,
dancers,20,0.038336284,1.91,87199,618x453,2.4918,,,,,,
dancers,21,0.038335623,1.81,84386,618x453,2.4114,,,,,,
dancers,22,0.038232934,1.85,81804,618x453,2.3376,,,,,,
dancers,23,0.038102183,1.84,79334,618x453,2.267,,,,,,
dancers,24,0.038010963,1.86,76394,618x453,2.183,,,,,,
dancers,25,0.037806433,1.85,72269,618x453,2.0651,,,,,,
dancers,26,0.0368742,1.8,68544,618x453,1.9587,,,,,,
dancers,27,0.03642578,1.75,65124,618x453,1.8609,,,,,,
dancers,28,0.035956278,1.75,62070,618x453,1.7737,,,,,,
dancers,29,0.035887478,1.76,59223,618x453,1.6923,,,,,,
dancers,30,0.036852081,1.82,56650,618x453,1.6188,,,,,,
dancers,31,0.035418468,1.72,52824,618x453,1.5095,,,,,,
dancers,32,0.034960056,1.73,49620,618x453,1.4179,,,,,,
dancers,33,0.034362955,1.63,46936,618x453,1.3412,,,,,,
dancers,34,0.034036465,1.63,44564,618x453,1.2734,,,,,,
dancers,35,0.033903954,1.62,41846,618x453,1.1957,,,,,,
dancers,36,0.033211172,1.59,39236,618x453,1.1212,,,,,,
dancers,37,0.033282953,1.58,37005,618x453,1.0574,,,,,,
dancers,38,0.032576081,1.6,34650,618x453,0.9901,,,,,,
dancers,39,0.033492913,1.63,32379,618x453,0.9252,,,,,,
dancers,40,0.031823819,1.55,30335,618x453,0.8668,,,,,,
dancers,41,0.032452131,1.58,28295,618x453,0.8085,,,,,,
dancers,42,0.031636959,1.56,26520,618x453,0.7578,,,,,,
dancers,43,0.031986559,1.57,24593,618x453,0.7027,,,,,,
dancers,44,0.030987078,1.48,22873,618x453,0.6536,,,,,,
dancers,45,0.030673387,1.49,21287,618x453,0.6082,,,,,,
dancers,46,0.030835967,1.48,19745,618x453,0.5642,,,,,,
dancers,47,0.030572617,1.54,18275,618x453,0.5222,,,,,,
dancers,48,0.030322946,1.48,16880,618x453,0.4823,,,,,,
dancers,49,0.029970136,1.49,15548,618x453,0.4443,,,,,,
dancers,50,0.029489284,1.46,14385,618x453,0.411,,,,,,
dancers,51,0.029582295,1.42,13221,618x453,0.3778,,,,,,
dancers,52,0.029468874,1.43,12153,618x453,0.3472,,,,,,
dancers,53,0.029129603,1.42,11070,618x453,0.3163,,,,,,
dancers,54,0.028961403,1.37,10066,618x453,0.2876,,,,,,
dancers,55,0.028898963,1.42,9130,618x453,0.2609,,,,,,
dancers,56,0.028751123,1.33,8219,618x453,0.2348,,,,,,
dancers,57,0.028297751,1.31,7480,618x453,0.2137,,,,,,
dancers,58,0.028540403,1.33,6718,618x453,0.1919,,,,,,
dancers,59,0.027955431,1.37,5981,618x453,0.1709,,,,,,
dancers,60,0.027919331,1.32,5292,618x453,0.1512,,,,,,
dancers,61,0.028167691,1.37,4598,618x453,0.1313,,,,,,
dancers,62,0.02727639,1.28,3754,618x453,0.1072,,,,,,
dancers,63,0.027244339,1.29,2904,618x453,0.0829,,,,,,
flowersonih35,0,0.077126708,3.68,477053,640x512,11.6468,,,,,,
flowersonih35,1,0.067612428,3.27,365468,640x512,8.9225,,,,,,
flowersonih35,2,0.061403314,2.96,316588,640x512,7.7291,,,,,,
flowersonih35,3,0.058983839,2.79,280491,640x512,6.8479,,,,,,
flowersonih35,4,0.056399163,2.58,255575,640x512,6.2396,,,,,,
flowersonih35,5,0.053257586,2.38,234822,640x512,5.7329,,,,,,
flowersonih35,6,0.051957304,2.34,218560,640x512,5.3359,,,,,,
flowersonih35,7,0.051379522,2.41,205295,640x512,5.012,,,,,,
flowersonih35,8,0.049825278,2.36,194407,640x512,4.7462,,,,,,
flowersonih35,9,0.0501846,2.36,184686,640x512,4.5089,,,,,,
flowersonih35,10,0.048344226,2.23,176534,640x512,4.3099,,,,,,
flowersonih35,11,0.048211915,2.23,169465,640x512,4.1373,,,,,,
flowersonih35,12,0.048452615,2.23,162440,640x512,3.9658,,,,,,
flowersonih35,13,0.046541022,2.2,156257,640x512,3.8148,,,,,,
flowersonih35,14,0.046992013,2.28,150646,640x512,3.6778,,,,,,
flowersonih35,15,0.045863359,2.17,145518,640x512,3.5526,,,,,,
flowersonih35,16,0.045752949,2.23,139666,640x512,3.4098,,,,,,
flowersonih35,17,0.046669402,2.2,135279,640x512,3.3027,,,,,,
flowersonih35,18,0.045579179,2.32,131072,640x512,3.2,,,,,,
flowersonih35,19,0.044323557,1.93,127277,640x512,3.1073,,,,,,
flowersonih35,20,0.044784628,2.17,123373,640x512,3.012,,,,,,
flowersonih35,21,0.044000206,2.12,120028,640x512,2.9303,,,,,,
flowersonih35,22,0.043165854,2.08,116873,640x512,2.8533,,,,,,
flowersonih35,23,0.043263835,2.09,113797,640x512,2.7782,,,,,,
flowersonih35,24,0.042681923,2.07,110200,640x512,2.6904,,,,,,
flowersonih35,25,0.042853353,2.03,104987,640x512,2.5631,,,,,,
flowersonih35,26,0.041856512,1.69,100177,640x512,2.4457,,,,,,
flowersonih35,27,0.041751761,2.13,95577,640x512,2.3334,,,,,,
flowersonih35,28,0.040679029,1.98,91409,640x512,2.2316,,,,,,
flowersonih35,29,0.041622171,2.01,87479,640x512,2.1357,,,,,,
flowersonih35,30,0.040422478,1.99,83810,640x512,2.0461,,,,,,
flowersonih35,31,0.039512116,1.89,78409,640x512,1.9142,,,,,,
flowersonih35,32,0.039375726,1.88,73916,640x512,1.8045,,,,,,
flowersonih35,33,0.038788365,1.89,70011,640x512,1.7092,,,,,,
flowersonih35,34,0.038470654,1.89,66507,640x512,1.6237,,,,,,
flowersonih35,35,0.037636642,1.82,62508,640x512,1.526,,,,,,
flowersonih35,36,0.037636702,1.83,58634,640x512,1.4314,,,,,,
flowersonih35,37,0.03679151,1.77,55198,640x512,1.3476,,,,,,
flowersonih35,38,0.03693041,1.78,51571,640x512,1.259,,,,,,
flowersonih35,39,0.03658067,1.8,48148,640x512,1.1754,,,,,,
flowersonih35,40,0.035574267,1.71,45086,640x512,1.1007,,,,,,
flowersonih35,41,0.036226929,1.73,41916,640x512,1.0233,,,,,,
flowersonih35,42,0.034787496,1.75,39160,640x512,0.956,,,,,,
flowersonih35,43,0.034656296,1.69,36333,640x512,0.887,,,,,,
flowersonih35,44,0.035131446,1.73,33726,640x512,0.8233,,,,,,
flowersonih35,45,0.034058195,1.69,31106,640x512,0.7594,,,,,,
flowersonih35,46,0.033766474,1.66,28761,640x512,0.7021,,,,,,
flowersonih35,47,0.033133853,1.59,26499,640x512,0.6469,,,,,,
flowersonih35,48,0.033175613,1.62,24305,640x512,0.5933,,,,,,
flowersonih35,49,0.033303513,1.62,22356,640x512,0.5458,,,,,,
flowersonih35,50,0.03213954,1.53,20498,640x512,0.5004,,,,,,
flowersonih35,51,0.032480151,1.56,18701,640x512,0.4565,,,,,,
flowersonih35,52,0.031653419,1.5,17057,640x512,0.4164,,,,,,
flowersonih35,53,0.03175829,1.57,15337,640x512,0.3744,,,,,,
flowersonih35,54,0.031420179,1.46,13842,640x512,0.3379,,,,,,
flowersonih35,55,0.030863818,1.44,12422,640x512,0.3032,,,,,,
flowersonih35,56,0.030830047,1.47,11099,640x512,0.2709,,,,,,
flowersonih35,57,0.030507737,1.47,9761,640x512,0.2383,,,,,,
flowersonih35,58,0.030558547,1.42,8628,640x512,0.2106,,,,,,
flowersonih35,59,0.030080166,1.43,7368,640x512,0.1798,,,,,,
flowersonih35,60,0.029209654,1.38,6264,640x512,0.1529,,,,,,
flowersonih35,61,0.029219374,1.39,5231,640x512,0.1277,,,,,,
flowersonih35,62,0.028884114,1.36,4118,640x512,0.1005,,,,,,
flowersonih35,63,0.028628722,1.37,2943,640x512,0.0718,,,,,,
house,0,0.082772231,4.06,493190,768x512,10.0339,,,,,,
house,1,0.069910152,3.31,348456,768x512,7.0893,,,,,,
house,2,0.063198418,2.85,283037,768x512,5.7584,,,,,,
house,3,0.05968256,2.67,239989,768x512,4.8825,,,,,,
house,4,0.056608403,2.57,211881,768x512,4.3107,,,,,,
house,5,0.05489092,2.51,188999,768x512,3.8451,,,,,,
house,6,0.052868526,2.48,170975,768x512,3.4784,,,,,,
house,7,0.051830523,2.39,155820,768x512,3.1701,,,,,,
house,8,0.05052632,2.42,143674,768x512,2.923,,,,,,
house,9,0.049394637,2.31,132500,768x512,2.6957,,,,,,
house,10,0.048416826,2.34,123688,768x512,2.5164,,,,,,
house,11,0.047642634,2.25,115725,768x512,2.3544,,,,,,
house,12,0.047190183,2.25,108277,768x512,2.2029,,,,,,
house,13,0.046661042,2.19,102081,768x512,2.0768,,,,,,
house,14,0.04598868,2.21,96477,768x512,1.9628,,,,,,
house,15,0.04550198,2.2,91685,768x512,1.8653,,,,,,
house,16,0.045253689,2.15,86039,768x512,1.7504,,,,,,
house,17,0.046777952,2.26,82032,768x512,1.6689,,,,,,
house,18,0.043796645,2.12,78360,768x512,1.5942,,,,,,
house,19,0.043404075,2.07,75015,768x512,1.5261,,,,,,
house,20,0.042601263,2.05,71554,768x512,1.4557,,,,,,
house,21,0.042707303,2.06,68782,768x512,1.3993,,,,,,
house,22,0.042810874,2.1,66069,768x512,1.3441,,,,,,
house,23,0.042258512,2.07,63597,768x512,1.2938,,,,,,
house,24,0.041392751,2.02,60643,768x512,1.2337,,,,,,
house,25,0.040843559,2.02,56398,768x512,1.1474,,,,,,
house,26,0.040579228,1.92,52625,768x512,1.0706,,,,,,
house,27,0.040089787,1.91,49214,768x512,1.0012,,,,,,
house,28,0.040074218,1.93,46128,768x512,0.9384,,,,,,
house,29,0.039319046,1.87,43302,768x512,0.8809,,,,,,
house,30,0.038973495,1.88,40901,768x512,0.8321,,,,,,
house,31,0.038175624,1.86,37237,768x512,0.7575,,,,,,
house,32,0.039626387,1.86,34315,768x512,0.6981,,,,,,
house,33,0.037808012,1.81,31738,768x512,0.6457,,,,,,
house,34,0.036999951,1.92,29514,768x512,0.6004,,,,,,
house,35,0.036908501,1.78,27134,768x512,0.552,,,,,,
house,36,0.036607799,1.81,24896,768x512,0.5065,,,,,,
house,37,0.03655141,1.84,22939,768x512,0.4666,,,,,,
house,38,0.036162139,1.71,20890,768x512,0.425,,,,,,
house,39,0.035228327,1.67,18981,768x512,0.3861,,,,,,
house,40,0.035255038,1.67,17367,768x512,0.3533,,,,,,
house,41,0.034816456,1.69,15682,768x512,0.319,,,,,,
house,42,0.034663006,1.67,14299,768x512,0.2909,,,,,,
house,43,0.034943946,1.67,12910,768x512,0.2626,,,,,,
house,44,0.035255497,1.73,11607,768x512,0.2361,,,,,,
house,45,0.034406585,1.61,10501,768x512,0.2136,,,,,,
house,46,0.033514263,1.61,9465,768x512,0.1925,,,,,,
house,47,0.033927074,1.63,8542,768x512,0.1737,,,,,,
house,48,0.033362402,1.6,7702,768x512,0.1566,,,,,,
house,49,0.033628073,1.57,6964,768x512,0.1416,,,,,,
house,50,0.032877672,1.59,6317,768x512,0.1285,,,,,,
house,51,0.032833512,1.59,5762,768x512,0.1172,,,,,,
house,52,0.033198633,1.57,5215,768x512,0.106,,,,,,
house,53,0.032355851,1.57,4708,768x512,0.0957,,,,,,
house,54,0.032709811,1.58,4219,768x512,0.0858,,,,,,
house,55,0.032587171,1.62,3845,768x512,0.0782,,,,,,
house,56,0.032294401,1.57,3475,768x512,0.0706,,,,,,
house,57,0.03197362,1.5,3128,768x512,0.0636,,,,,,
house,58,0.040097287,1.77,2807,768x512,0.0571,,,,,,
house,59,0.03207816,1.56,2547,768x512,0.0518,,,,,,
house,60,0.031453478,1.52,2249,768x512,0.0457,,,,,,
house,61,0.031605439,1.49,2021,768x512,0.0411,,,,,,
house,62,0.031198828,1.45,1726,768x512,0.0351,,,,,,
house,63,0.030795517,1.46,1384,768x512,0.0281,,,,,,
lighthouse2,0,0.080402605,3.28,466001,768x512,9.4808,,,,,,
lighthouse2,1,0.067624717,3.11,329715,768x512,6.708,,,,,,
lighthouse2,2,0.061712994,2.74,267908,768x512,5.4506,,,,,,
lighthouse2,3,0.057543776,2.61,225475,768x512,4.5873,,,,,,
lighthouse2,4,0.05488329,2.54,197696,768x512,4.0221,,,,,,
lighthouse2,5,0.053118216,2.46,174369,768x512,3.5475,,,,,,
lighthouse2,6,0.050762081,2.34,157748,768x512,3.2093,,,,,,
lighthouse2,7,0.049565678,2.34,143604,768x512,2.9216,,,,,,
lighthouse2,8,0.049172797,2.4,132321,768x512,2.692,,,,,,
lighthouse2,9,0.047509003,2.22,121752,768x512,2.477,,,,,,
lighthouse2,10,0.046196691,2.2,112364,768x512,2.286,,,,,,
lighthouse2,11,0.0460922,2.32,104865,768x512,2.1334,,,,,,
lighthouse2,12,0.045202389,2.17,97872,768x512,1.9912,,,,,,
lighthouse2,13,0.044416457,2.08,92091,768x512,1.8735,,,,,,
lighthouse2,14,0.045039848,2.23,86893,768x512,1.7678,,,,,,
lighthouse2,15,0.042835804,2.06,82445,768x512,1.6773,,,,,,
lighthouse2,16,0.042270482,2.01,77574,768x512,1.5782,,,,,,
lighthouse2,17,0.042591043,2.05,74354,768x512,1.5127,,,,,,
lighthouse2,18,0.041971072,2.12,71476,768x512,1.4541,,,,,,
lighthouse2,19,0.041139309,2.01,68758,768x512,1.3988,,,,,,
lighthouse2,20,0.04111079,1.98,65989,768x512,1.3425,,,,,,
lighthouse2,21,0.041197089,1.96,63636,768x512,1.2946,,,,,,
lighthouse2,22,0.040605388,1.97,61453,768x512,1.2502,,,,,,
lighthouse2,23,0.041019219,1.96,59559,768x512,1.2117,,,,,,
lighthouse2,24,0.040607809,2.06,57238,768x512,1.1645,,,,,,
lighthouse2,25,0.039804927,1.87,53679,768x512,1.0921,,,,,,
lighthouse2,26,0.039212935,1.88,50668,768x512,1.0308,,,,,,
lighthouse2,27,0.038676524,1.85,47886,768x512,0.9742,,,,,,
lighthouse2,28,0.038936535,1.84,45400,768x512,0.9236,,,,,,
lighthouse2,29,0.039023155,1.94,43106,768x512,0.8769,,,,,,
lighthouse2,30,0.038950725,1.93,41084,768x512,0.8358,,,,,,
lighthouse2,31,0.037447072,1.76,38031,768x512,0.7737,,,,,,
lighthouse2,32,0.038163683,1.9,35476,768x512,0.7217,,,,,,
lighthouse2,33,0.037701972,1.83,33206,768x512,0.6755,,,,,,
lighthouse2,34,0.038854534,1.92,31243,768x512,0.6356,,,,,,
lighthouse2,35,0.03638286,1.74,29056,768x512,0.5911,,,,,,
lighthouse2,36,0.036092029,1.74,26994,768x512,0.5491,,,,,,
lighthouse2,37,0.035896148,1.72,25154,768x512,0.5117,,,,,,
lighthouse2,38,0.035556208,1.71,23233,768x512,0.4726,,,,,,
lighthouse2,39,0.035449197,1.7,21497,768x512,0.4373,,,,,,
lighthouse2,40,0.035539307,1.65,19946,768x512,0.4058,,,,,,
lighthouse2,41,0.034818036,1.69,18201,768x512,0.3703,,,,,,
lighthouse2,42,0.035037767,1.65,16940,768x512,0.3446,,,,,,
lighthouse2,43,0.034990427,1.67,15463,768x512,0.3145,,,,,,
lighthouse2,44,0.034420565,1.64,14189,768x512,0.2886,,,,,,
lighthouse2,45,0.042081342,1.97,13013,768x512,0.2647,,,,,,
lighthouse2,46,0.033458933,1.61,11822,768x512,0.2405,,,,,,
lighthouse2,47,0.033748654,1.56,10835,768x512,0.2204,,,,,,
lighthouse2,48,0.033857833,1.6,9917,768x512,0.2017,,,,,,
lighthouse2,49,0.033814794,1.66,9047,768x512,0.184,,,,,,
lighthouse2,50,0.033178652,1.59,8276,768x512,0.1683,,,,,,
lighthouse2,51,0.032680221,1.54,7564,768x512,0.1538,,,,,,
lighthouse2,52,0.032301701,1.52,6818,768x512,0.1387,,,,,,
lighthouse2,53,0.031942219,1.5,6199,768x512,0.1261,,,,,,
lighthouse2,54,0.031772979,1.51,5617,768x512,0.1142,,,,,,
lighthouse2,55,0.031588979,1.45,5081,768x512,0.1033,,,,,,
lighthouse2,56,0.035066247,1.77,4587,768x512,0.0933,,,,,,
lighthouse2,57,0.031499649,1.46,4120,768x512,0.0838,,,,,,
lighthouse2,58,0.031313668,1.44,3624,768x512,0.0737,,,,,,
lighthouse2,59,0.031460609,1.48,3200,768x512,0.0651,,,,,,
lighthouse2,60,0.031216088,1.54,2818,768x512,0.0573,,,,,,
lighthouse2,61,0.031273448,1.45,2484,768x512,0.0505,,,,,,
lighthouse2,62,0.030663106,1.45,2091,768x512,0.0425,,,,,,
lighthouse2,63,0.030694496,1.46,1699,768x512,0.0345,,,,,,
lighthouse,0,0.072390368,3.54,403060,480x720,9.33,,,,,,
lighthouse,1,0.062790977,3.03,287520,480x720,6.6555,,,,,,
lighthouse,2,0.054638049,2.7,232674,480x720,5.3859,,,,,,
lighthouse,3,0.051111172,2.44,195073,480x720,4.5155,,,,,,
lighthouse,4,0.051628043,2.46,171574,480x720,3.9716,,,,,,
lighthouse,5,0.048722296,2.35,152746,480x720,3.5357,,,,,,
lighthouse,6,0.04547972,2.23,137449,480x720,3.1816,,,,,,
lighthouse,7,0.044211587,2.16,124670,480x720,2.8858,,,,,,
lighthouse,8,0.043351854,2.03,114388,480x720,2.6478,,,,,,
lighthouse,9,0.042709254,2.1,104942,480x720,2.4292,,,,,,
lighthouse,10,0.041542421,1.95,97493,480x720,2.2567,,,,,,
lighthouse,11,0.04100677,1.98,90766,480x720,2.101,,,,,,
lighthouse,12,0.040203428,1.91,84467,480x720,1.9552,,,,,,
lighthouse,13,0.039732496,1.91,79678,480x720,1.8443,,,,,,
lighthouse,14,0.039142886,1.88,75401,480x720,1.7453,,,,,,
lighthouse,15,0.039868887,1.95,71759,480x720,1.661,,,,,,
