Filename,q_flag,Avg Time,Avg Energy,File Size,Resolution,bpp,,avg time,,,,
churchandcapitol,14,0.042387623,2.12,95964,634x505,2.3978,,,,,,
churchandcapitol,15,0.042803453,1.95,91612,634x505,2.289,,,,,,
churchandcapitol,16,0.040920939,1.98,86199,634x505,2.1538,,,,,,
churchandcapitol,17,0.040979159,1.97,82650,634x505,2.0651,,,,,,
churchandcapitol,18,0.041020009,2.02,79330,634x505,1.9821,,,,,,
churchandcapitol,19,0.040835799,1.98,76288,634x505,1.9061,,,,,,
churchandcapitol,20,0.041849881,2.04,73089,634x505,1.8262,,,,,,
churchandcapitol,21,0.039832427,1.94,70400,634x505,1.759,,,,,,
churchandcapitol,22,0.039576087,1.96,67877,634x505,1.696,,,,,,
churchandcapitol,23,0.039215606,1.91,65618,634x505,1.6395,,,,,,
churchandcapitol,24,0.039099075,1.93,63059,634x505,1.5756,,,,,,
churchandcapitol,25,0.038709044,1.97,59292,634x505,1.4815,,,,,,
churchandcapitol,26,0.038351523,1.9,55973,634x505,1.3985,,,,,,
churchandcapitol,27,0.038174463,1.85,52963,634x505,1.3233,,,,,,
churchandcapitol,28,0.037041231,1.8,50128,634x505,1.2525,,,,,,
churchandcapitol,29,0.037424182,1.84,47578,634x505,1.1888,,,,,,
churchandcapitol,30,0.037856362,1.86,45214,634x505,1.1297,,,,,,
churchandcapitol,31,0.03658723,1.74,41933,634x505,1.0477,,,,,,
churchandcapitol,32,0.03648801,1.77,39236,634x505,0.9803,,,,,,
churchandcapitol,33,0.035689208,1.68,36989,634x505,0.9242,,,,,,
churchandcapitol,34,0.035424757,1.68,34924,634x505,0.8726,,,,,,
churchandcapitol,35,0.035124267,1.68,32631,634x505,0.8153,,,,,,
churchandcapitol,36,0.035606938,1.73,30408,634x505,0.7597,,,,,,
churchandcapitol,37,0.034750076,1.67,28551,634x505,0.7133,,,,,,
churchandcapitol,38,0.034588175,1.68,26743,634x505,0.6682,,,,,,
churchandcapitol,39,0.034485625,1.69,24889,634x505,0.6218,,,,,,
churchandcapitol,40,0.034177074,1.62,23180,634x505,0.5791,,,,,,
churchandcapitol,41,0.033573393,1.62,21452,634x505,0.536,,,,,,
churchandcapitol,42,0.033495793,1.59,20034,634x505,0.5005,,,,,,
churchandcapitol,43,0.033351842,1.57,18532,634x505,0.463,,,,,,
churchandcapitol,44,0.033138912,1.57,17241,634x505,0.4307,,,,,,
churchandcapitol,45,0.032833722,1.57,15843,634x505,0.3958,,,,,,
churchandcapitol,46,0.033053453,1.56,14699,634x505,0.3672,,,,,,
churchandcapitol,47,0.03205087,1.53,13569,634x505,0.339,,,,,,
churchandcapitol,48,0.03226441,1.52,12492,634x505,0.3121,,,,,,
churchandcapitol,49,0.03210104,1.53,11606,634x505,0.2899,,,,,,
churchandcapitol,50,0.03184953,1.52,10719,634x505,0.2678,,,,,,
churchandcapitol,51,0.031697179,1.46,9795,634x505,0.2447,,,,,,
churchandcapitol,52,0.031589199,1.51,9015,634x505,0.2252,,,,,,
churchandcapitol,53,0.031074158,1.46,8237,634x505,0.2058,,,,,,
churchandcapitol,54,0.030582827,1.44,7562,634x505,0.1889,,,,,,
churchandcapitol,55,0.030715607,1.43,6910,634x505,0.1726,,,,,,
churchandcapitol,56,0.030554996,1.4,6279,634x505,0.1568,,,,,,
churchandcapitol,57,0.029916965,1.46,5660,634x505,0.1414,,,,,,
churchandcapitol,58,0.030067596,1.45,5098,634x505,0.1273,,,,,,
churchandcapitol,59,0.030015515,1.41,4576,634x505,0.1143,,,,,,
churchandcapitol,60,0.029707975,1.4,4107,634x505,0.1026,,,,,,
churchandcapitol,61,0.029591345,1.35,3561,634x505,0.0889,,,,,,
churchandcapitol,62,0.029483175,1.34,3063,634x505,0.0765,,,,,,
churchandcapitol,63,0.029350024,1.39,2390,634x505,0.0597,,,,,,
coinsinfountain,0,0.075906226,3.67,452696,640x512,11.0521,,,,,,
coinsinfountain,1,0.063152688,3.07,322757,640x512,7.8798,,,,,,
coinsinfountain,2,0.058045587,2.64,273374,640x512,6.6741,,,,,,
coinsinfountain,3,0.055570941,2.58,238836,640x512,5.8309,,,,,,
coinsinfountain,4,0.052871176,2.39,215355,640x512,5.2576,,,,,,
coinsinfountain,5,0.051504443,2.32,196272,640x512,4.7917,,,,,,
coinsinfountain,6,0.05017879,2.32,181309,640x512,4.4264,,,,,,
coinsinfountain,7,0.049628628,2.3,168269,640x512,4.1081,,,,,,
coinsinfountain,8,0.048259165,2.28,157680,640x512,3.8496,,,,,,
coinsinfountain,9,0.047469194,2.21,147656,640x512,3.6048,,,,,,
coinsinfountain,10,0.046612502,2.16,139349,640x512,3.402,,,,,,
coinsinfountain,11,0.046565952,2.23,132015,640x512,3.223,,,,,,
coinsinfountain,12,0.046244231,2.16,124893,640x512,3.0491,,,,,,
coinsinfountain,13,0.04581871,2.18,119082,640x512,2.9072,,,,,,
coinsinfountain,14,0.043402975,2.08,113727,640x512,2.7765,,,,,,
coinsinfountain,15,0.043888496,2.12,108672,640x512,2.6531,,,,,,
coinsinfountain,16,0.042685923,2.03,103001,640x512,2.5146,,,,,,
coinsinfountain,17,0.042155142,2.07,98838,640x512,2.413,,,,,,
coinsinfountain,18,0.042564833,2.07,95004,640x512,2.3194,,,,,,
coinsinfountain,19,0.041835521,2.03,91345,640x512,2.2301,,,,,,
coinsinfountain,20,0.041997172,2.02,87649,640x512,2.1398,,,,,,
coinsinfountain,21,0.041057369,2.01,84464,640x512,2.0621,,,,,,
coinsinfountain,22,0.041672901,1.98,81529,640x512,1.9904,,,,,,
coinsinfountain,23,0.040138548,1.95,78680,640x512,1.9208,,,,,,
coinsinfountain,24,0.039828027,1.98,75293,640x512,1.8382,,,,,,
coinsinfountain,25,0.039141616,1.89,70555,640x512,1.7225,,,,,,
coinsinfountain,26,0.039108015,1.91,66333,640x512,1.6194,,,,,,
coinsinfountain,27,0.038258493,1.82,62520,640x512,1.5263,,,,,,
coinsinfountain,28,0.038279053,1.85,59165,640x512,1.4444,,,,,,
coinsinfountain,29,0.037989923,1.83,56093,640x512,1.3694,,,,,,
coinsinfountain,30,0.037681982,1.83,53254,640x512,1.3001,,,,,,
coinsinfountain,31,0.037106651,1.8,48924,640x512,1.1944,,,,,,
coinsinfountain,32,0.036312419,1.75,45548,640x512,1.112,,,,,,
coinsinfountain,33,0.036173779,1.77,42630,640x512,1.0407,,,,,,
coinsinfountain,34,0.035594168,1.71,39898,640x512,0.974,,,,,,
coinsinfountain,35,0.035247336,1.71,37061,640x512,0.9048,,,,,,
coinsinfountain,36,0.034872256,1.64,34237,640x512,0.8358,,,,,,
coinsinfountain,37,0.034456675,1.73,31871,640x512,0.7781,,,,,,
coinsinfountain,38,0.035507577,1.99,29451,640x512,0.719,,,,,,
coinsinfountain,39,0.034592246,1.85,27188,640x512,0.6637,,,,,,
coinsinfountain,40,0.034166604,1.7,25237,640x512,0.6161,,,,,,
coinsinfountain,41,0.033552914,1.64,23117,640x512,0.5643,,,,,,
coinsinfountain,42,0.033246742,1.58,21314,640x512,0.5203,,,,,,
coinsinfountain,43,0.032923602,1.59,19607,640x512,0.4786,,,,,,
coinsinfountain,44,0.032475231,1.54,18036,640x512,0.4403,,,,,,
coinsinfountain,45,0.03235488,1.54,16544,640x512,0.4039,,,,,,
coinsinfountain,46,0.03206456,1.71,15148,640x512,0.3698,,,,,,
coinsinfountain,47,0.031691379,1.54,13874,640x512,0.3387,,,,,,
coinsinfountain,48,0.031563239,1.48,12658,640x512,0.309,,,,,,
coinsinfountain,49,0.031360809,1.48,11662,640x512,0.2847,,,,,,
coinsinfountain,50,0.031156107,1.46,10696,640x512,0.2611,,,,,,
coinsinfountain,51,0.030952957,1.47,9812,640x512,0.2395,,,,,,
coinsinfountain,52,0.030393796,1.49,8991,640x512,0.2195,,,,,,
coinsinfountain,53,0.030595157,1.48,8205,640x512,0.2003,,,,,,
coinsinfountain,54,0.030589217,1.35,7487,640x512,0.1827,,,,,,
coinsinfountain,55,0.030795237,1.52,6862,640x512,0.1675,,,,,,
coinsinfountain,56,0.030155886,1.46,6209,640x512,0.1515,,,,,,
coinsinfountain,57,0.031046877,1.46,5676,640x512,0.1385,,,,,,
coinsinfountain,58,0.029580174,1.37,5142,640x512,0.1255,,,,,,
coinsinfountain,59,0.029896735,1.38,4646,640x512,0.1134,,,,,,
coinsinfountain,60,0.029243104,1.38,4130,640x512,0.1008,,,,,,
coinsinfountain,61,0.029436464,1.44,3697,640x512,0.0902,,,,,,
coinsinfountain,62,0.028940883,1.38,3138,640x512,0.0766,,,,,,
coinsinfountain,63,0.028605343,1.38,2470,640x512,0.0603,,,,,,
dancers,0,0.066630806,3.19,381761,618x453,10.9092,,,,,,
dancers,1,0.058870809,2.8,302043,618x453,8.6312,,,,,,
dancers,2,0.054581289,2.47,258626,618x453,7.3905,,,,,,
dancers,3,0.051459833,2.34,227356,618x453,6.4969,,,,,,
dancers,4,0.049998159,2.29,205761,618x453,5.8798,,,,,,
dancers,5,0.047970325,2.17,188007,618x453,5.3725,,,,,,
dancers,6,0.047432764,2.27,173837,618x453,4.9675,,,,,,
dancers,7,0.046632991,2.19,161371,618x453,4.6113,,,,,,
dancers,8,0.044648387,2.1,151470,618x453,4.3284,,,,,,
dancers,9,0.043732545,2.13,142077,618x453,4.06,,,,,,
dancers,10,0.043697225,2.15,134329,618x453,3.8386,,,,,,
dancers,11,0.042973394,2.1,127406,618x453,3.6407,,,,,,
dancers,12,0.042334452,2.01,120942,618x453,3.456,,,,,,
dancers,13,0.041689081,2.02,115580,618x453,3.3028,,,,,,
dancers,14,0.04112161,2,110649,618x453,3.1619,,,,,,
dancers,15,0.040983249,1.98,106342,618x453,3.0388,,,,,,
dancers,16,0.040499298,1.98,101050,618x453,2.8876,,,,,,
dancers,17,0.040146368,1.91,97215,618x453,2.778,,,,,,
dancers,18,0.039689267,1.9,93687,618x453,2.6772,,,,,,
dancers,19,0.039081195,1.88,90493,618x453,2.5859,,,,,,
dancers,20,0.038934765,1.88,87199,618x453,2.4918,,,,,,
dancers,21,0.038379554,1.91,84386,618x453,2.4114,,,,,,
dancers,22,0.038150233,1.88,81804,618x453,2.3376,,,,,,
dancers,23,0.038003783,1.87,79334,618x453,2.267,,,,,,
dancers,24,0.037687452,1.79,76394,618x453,2.183,,,,,,
dancers,25,0.037416382,1.81,72269,618x453,2.0651,,,,,,
dancers,26,0.03679823,1.8,68544,618x453,1.9587,,,,,,
dancers,27,0.03637538,1.76,65124,618x453,1.8609,,,,,,
dancers,28,0.036262049,1.72,62070,618x453,1.7737,,,,,,
dancers,29,0.035672467,1.76,59223,618x453,1.6923,,,,,,
dancers,30,0.035516238,1.76,56650,618x453,1.6188,,,,,,
dancers,31,0.035941239,1.77,52824,618x453,1.5095,,,,,,
dancers,32,0.035429958,1.7,49620,618x453,1.4179,,,,,,
dancers,33,0.034250715,1.66,46936,618x453,1.3412,,,,,,
dancers,34,0.034327445,1.65,44564,618x453,1.2734,,,,,,
dancers,35,0.033857154,1.63,41846,618x453,1.1957,,,,,,
dancers,36,0.033320873,1.59,39236,618x453,1.1212,,,,,,
dancers,37,0.033212212,1.62,37005,618x453,1.0574,,,,,,
dancers,38,0.033197702,1.6,34650,618x453,0.9901,,,,,,
dancers,39,0.032876702,1.61,32379,618x453,0.9252,,,,,,
dancers,40,0.032754592,1.57,30335,618x453,0.8668,,,,,,
dancers,41,0.033153022,1.64,28295,618x453,0.8085,,,,,,
dancers,42,0.03228879,1.56,26520,618x453,0.7578,,,,,,
dancers,43,0.031819069,1.53,24593,618x453,0.7027,,,,,,
dancers,44,0.031625409,1.53,22873,618x453,0.6536,,,,,,
dancers,45,0.031449259,1.55,21287,618x453,0.6082,,,,,,
dancers,46,0.039714486,1.78,19745,618x453,0.5642,,,,,,
dancers,47,0.032681491,1.55,18275,618x453,0.5222,,,,,,
dancers,48,0.030673797,1.45,16880,618x453,0.4823,,,,,,
dancers,49,0.030661136,1.5,15548,618x453,0.4443,,,,,,
dancers,50,0.029841725,1.45,14385,618x453,0.411,,,,,,
dancers,51,0.029674945,1.38,13221,618x453,0.3778,,,,,,
dancers,52,0.029896445,1.44,12153,618x453,0.3472,,,,,,
dancers,53,0.029147583,1.39,11070,618x453,0.3163,,,,,,
dancers,54,0.028929494,1.37,10066,618x453,0.2876,,,,,,
dancers,55,0.028921533,1.39,9130,618x453,0.2609,,,,,,
dancers,56,0.028611863,1.38,8219,618x453,0.2348,,,,,,
dancers,57,0.028342442,1.34,7480,618x453,0.2137,,,,,,
dancers,58,0.028248492,1.33,6718,618x453,0.1919,,,,,,
dancers,59,0.028238511,1.32,5981,618x453,0.1709,,,,,,
dancers,60,0.027916041,1.32,5292,618x453,0.1512,,,,,,
dancers,61,0.027907011,1.32,4598,618x453,0.1313,,,,,,
dancers,62,0.02736257,1.34,3754,618x453,0.1072,,,,,,
dancers,63,0.02726193,1.27,2904,618x453,0.0829,,,,,,
flowersonih35,0,0.076900888,3.7,477053,640x512,11.6468,,,,,,
flowersonih35,1,0.066192834,3.19,365468,640x512,8.9225,,,,,,
flowersonih35,2,0.061501964,2.95,316588,640x512,7.7291,,,,,,
flowersonih35,3,0.057484705,2.8,280491,640x512,6.8479,,,,,,
flowersonih35,4,0.055818682,2.64,255575,640x512,6.2396,,,,,,
flowersonih35,5,0.054215749,2.58,234822,640x512,5.7329,,,,,,
flowersonih35,6,0.053573987,2.6,218560,640x512,5.3359,,,,,,
flowersonih35,7,0.052539985,2.47,205295,640x512,5.012,,,,,,
flowersonih35,8,0.04991015,2.37,194407,640x512,4.7462,,,,,,
flowersonih35,9,0.049617749,2.3,184686,640x512,4.5089,,,,,,
flowersonih35,10,0.049487628,2.29,176534,640x512,4.3099,,,,,,
flowersonih35,11,0.048558636,2.31,169465,640x512,4.1373,,,,,,
flowersonih35,12,0.047559193,2.24,162440,640x512,3.9658,,,,,,
flowersonih35,13,0.046867442,2.32,156257,640x512,3.8148,,,,,,
flowersonih35,14,0.04595082,2.23,150646,640x512,3.6778,,,,,,
flowersonih35,15,0.046561691,2.27,145518,640x512,3.5526,,,,,,
flowersonih35,16,0.04568016,2.15,139666,640x512,3.4098,,,,,,
flowersonih35,17,0.045176078,2.2,135279,640x512,3.3027,,,,,,
flowersonih35,18,0.044646068,2.18,131072,640x512,3.2,,,,,,
flowersonih35,19,0.044292416,2.14,127277,640x512,3.1073,,,,,,
flowersonih35,20,0.044534217,2.18,123373,640x512,3.012,,,,,,
flowersonih35,21,0.044691008,2.05,120028,640x512,2.9303,,,,,,
flowersonih35,22,0.044342817,2.16,116873,640x512,2.8533,,,,,,
flowersonih35,23,0.043362834,2.09,113797,640x512,2.7782,,,,,,
flowersonih35,24,0.042514133,2.12,110200,640x512,2.6904,,,,,,
flowersonih35,25,0.042932894,2.11,104987,640x512,2.5631,,,,,,
flowersonih35,26,0.042906444,2.18,100177,640x512,2.4457,,,,,,
flowersonih35,27,0.041787901,1.88,95577,640x512,2.3334,,,,,,
flowersonih35,28,0.040949549,1.98,91409,640x512,2.2316,,,,,,
flowersonih35,29,0.040686159,1.96,87479,640x512,2.1357,,,,,,
flowersonih35,30,0.040135398,2.01,83810,640x512,2.0461,,,,,,
flowersonih35,31,0.039811847,1.92,78409,640x512,1.9142,,,,,,
flowersonih35,32,0.039439756,1.9,73916,640x512,1.8045,,,,,,
flowersonih35,33,0.038441354,1.82,70011,640x512,1.7092,,,,,,
flowersonih35,34,0.038383634,1.85,66507,640x512,1.6237,,,,,,
flowersonih35,35,0.038756835,1.83,62508,640x512,1.526,,,,,,
flowersonih35,36,0.037572312,1.81,58634,640x512,1.4314,,,,,,
flowersonih35,37,0.037748513,1.79,55198,640x512,1.3476,,,,,,
flowersonih35,38,0.037100941,1.79,51571,640x512,1.259,,,,,,
flowersonih35,39,0.037181881,1.78,48148,640x512,1.1754,,,,,,
flowersonih35,40,0.03668181,1.79,45086,640x512,1.1007,,,,,,
flowersonih35,41,0.040383288,1.88,41916,640x512,1.0233,,,,,,
flowersonih35,42,0.035194956,1.68,39160,640x512,0.956,,,,,,
flowersonih35,43,0.035045036,1.66,36333,640x512,0.887,,,,,,
flowersonih35,44,0.034924456,1.7,33726,640x512,0.8233,,,,,,
flowersonih35,45,0.034689446,1.71,31106,640x512,0.7594,,,,,,
flowersonih35,46,0.034133764,1.62,28761,640x512,0.7021,,,,,,
flowersonih35,47,0.033754744,1.58,26499,640x512,0.6469,,,,,,
flowersonih35,48,0.033427463,1.63,24305,640x512,0.5933,,,,,,
flowersonih35,49,0.033282573,1.59,22356,640x512,0.5458,,,,,,
flowersonih35,50,0.032816882,1.6,20498,640x512,0.5004,,,,,,
flowersonih35,51,0.032576161,1.53,18701,640x512,0.4565,,,,,,
flowersonih35,52,0.031737179,1.52,17057,640x512,0.4164,,,,,,
flowersonih35,53,0.031508819,1.52,15337,640x512,0.3744,,,,,,
flowersonih35,54,0.031486388,1.51,13842,640x512,0.3379,,,,,,
flowersonih35,55,0.030933498,1.49,12422,640x512,0.3032,,,,,,
flowersonih35,56,0.030814668,1.51,11099,640x512,0.2709,,,,,,
flowersonih35,57,0.030467506,1.43,9761,640x512,0.2383,,,,,,
flowersonih35,58,0.029905095,1.45,8628,640x512,0.2106,,,,,,
flowersonih35,59,0.029666215,1.43,7368,640x512,0.1798,,,,,,
flowersonih35,60,0.029249254,1.38,6264,640x512,0.1529,,,,,,
flowersonih35,61,0.029590464,1.44,5231,640x512,0.1277,,,,,,
flowersonih35,62,0.029103114,1.37,4118,640x512,0.1005,,,,,,
flowersonih35,63,0.028515142,1.33,2943,640x512,0.0718,,,,,,
house,0,0.084164774,4.06,493190,768x512,10.0339,,,,,,
house,1,0.070695174,3.36,348456,768x512,7.0893,,,,,,
house,2,0.064183309,3.04,283037,768x512,5.7584,,,,,,
house,3,0.061077344,2.76,239989,768x512,4.8825,,,,,,
house,4,0.057199505,2.64,211881,768x512,4.3107,,,,,,
house,5,0.054868759,2.48,188999,768x512,3.8451,,,,,,
house,6,0.053244836,2.4,170975,768x512,3.4784,,,,,,
house,7,0.052077303,2.43,155820,768x512,3.1701,,,,,,
house,8,0.051160222,2.41,143674,768x512,2.923,,,,,,
house,9,0.050041519,2.31,132500,768x512,2.6957,,,,,,
house,10,0.048724106,2.32,123688,768x512,2.5164,,,,,,
house,11,0.048085875,2.27,115725,768x512,2.3544,,,,,,
house,12,0.047084193,2.26,108277,768x512,2.2029,,,,,,
house,13,0.046420742,2.24,102081,768x512,2.0768,,,,,,
house,14,0.046190551,2.2,96477,768x512,1.9628,,,,,,
house,15,0.045386779,2.15,91685,768x512,1.8653,,,,,,
house,16,0.044679817,2.13,86039,768x512,1.7504,,,,,,
house,17,0.044753738,2.17,82032,768x512,1.6689,,,,,,
house,18,0.043961456,2.14,78360,768x512,1.5942,,,,,,
house,19,0.043434954,2.11,75015,768x512,1.5261,,,,,,
house,20,0.043348894,2.1,71554,768x512,1.4557,,,,,,
house,21,0.042520803,2.13,68782,768x512,1.3993,,,,,,
house,22,0.042719753,2.05,66069,768x512,1.3441,,,,,,
house,23,0.041908801,2.03,63597,768x512,1.2938,,,,,,
house,24,0.041903402,2.03,60643,768x512,1.2337,,,,,,
house,25,0.04154584,2.03,56398,768x512,1.1474,,,,,,
house,26,0.040893459,1.94,52625,768x512,1.0706,,,,,,
house,27,0.040434468,1.94,49214,768x512,1.0012,,,,,,
house,28,0.040207807,1.96,46128,768x512,0.9384,,,,,,
house,29,0.039431586,1.89,43302,768x512,0.8809,,,,,,
house,30,0.039306065,1.88,40901,768x512,0.8321,,,,,,
house,31,0.038851644,1.92,37237,768x512,0.7575,,,,,,
house,32,0.038359014,1.83,34315,768x512,0.6981,,,,,,
house,33,0.038052203,1.84,31738,768x512,0.6457,,,,,,
house,34,0.037595873,1.79,29514,768x512,0.6004,,,,,,
house,35,0.037119231,1.77,27134,768x512,0.552,,,,,,
house,36,0.037198101,1.77,24896,768x512,0.5065,,,,,,
house,37,0.0365941,1.73,22939,768x512,0.4666,,,,,,
house,38,0.036254259,1.79,20890,768x512,0.425,,,,,,
house,39,0.035407037,1.7,18981,768x512,0.3861,,,,,,
house,40,0.035775529,1.68,17367,768x512,0.3533,,,,,,
house,41,0.034998936,1.69,15682,768x512,0.319,,,,,,
house,42,0.034799396,1.67,14299,768x512,0.2909,,,,,,
house,43,0.034987677,1.71,12910,768x512,0.2626,,,,,,
house,44,0.034447185,1.68,11607,768x512,0.2361,,,,,,
house,45,0.034664916,1.61,10501,768x512,0.2136,,,,,,
house,46,0.034486885,1.62,9465,768x512,0.1925,,,,,,
house,47,0.033738804,1.59,8542,768x512,0.1737,,,,,,
house,48,0.033591144,1.58,7702,768x512,0.1566,,,,,,
house,49,0.033353663,1.6,6964,768x512,0.1416,,,,,,
house,50,0.033221903,1.59,6317,768x512,0.1285,,,,,,
house,51,0.032828082,1.6,5762,768x512,0.1172,,,,,,
house,52,0.032907002,1.57,5215,768x512,0.106,,,,,,
house,53,0.032583021,1.52,4708,768x512,0.0957,,,,,,
house,54,0.032935832,1.65,4219,768x512,0.0858,,,,,,
house,55,0.032845592,1.51,3845,768x512,0.0782,,,,,,
house,56,0.03208007,1.52,3475,768x512,0.0706,,,,,,
house,57,0.041547541,1.86,3128,768x512,0.0636,,,,,,
house,58,0.032344141,1.51,2807,768x512,0.0571,,,,,,
house,59,0.03194932,1.52,2547,768x512,0.0518,,,,,,
house,60,0.03183282,1.52,2249,768x512,0.0457,,,,,,
house,61,0.031567268,1.51,2021,768x512,0.0411,,,,,,
house,62,0.03185612,1.44,1726,768x512,0.0351,,,,,,
house,63,0.031417319,1.45,1384,768x512,0.0281,,,,,,
lighthouse2,0,0.081099947,3.43,466001,768x512,9.4808,,,,,,
lighthouse2,1,0.067600638,3.31,329715,768x512,6.708,,,,,,
lighthouse2,2,0.062448826,2.93,267908,768x512,5.4506,,,,,,
lighthouse2,3,0.058201037,2.66,225475,768x512,4.5873,,,,,,
lighthouse2,4,0.055191041,2.5,197696,768x512,4.0221,,,,,,
lighthouse2,5,0.052046993,2.41,174369,768x512,3.5475,,,,,,
lighthouse2,6,0.051642523,2.38,157748,768x512,3.2093,,,,,,
lighthouse2,7,0.0504521,2.31,143604,768x512,2.9216,,,,,,
lighthouse2,8,0.05030549,2.53,132321,768x512,2.692,,,,,,
lighthouse2,9,0.048072615,2.29,121752,768x512,2.477,,,,,,
lighthouse2,10,0.046604371,2.24,112364,768x512,2.286,,,,,,
lighthouse2,11,0.04598956,2.19,104865,768x512,2.1334,,,,,,
lighthouse2,12,0.044916988,2.16,97872,768x512,1.9912,,,,,,
lighthouse2,13,0.04612105,2.23,92091,768x512,1.8735,,,,,,
lighthouse2,14,0.043973846,2.14,86893,768x512,1.7678,,,,,,
lighthouse2,15,0.043532605,2.07,82445,768x512,1.6773,,,,,,
lighthouse2,16,0.042458483,2.04,77574,768x512,1.5782,,,,,,
lighthouse2,17,0.042431972,2.04,74354,768x512,1.5127,,,,,,
lighthouse2,18,0.042433782,2.08,71476,768x512,1.4541,,,,,,
lighthouse2,19,0.042058872,2.04,68758,768x512,1.3988,,,,,,
lighthouse2,20,0.041758852,2.03,65989,768x512,1.3425,,,,,,
lighthouse2,21,0.04101916,1.99,63636,768x512,1.2946,,,,,,
lighthouse2,22,0.04106945,1.98,61453,768x512,1.2502,,,,,,
lighthouse2,23,0.04107802,2.06,59559,768x512,1.2117,,,,,,
lighthouse2,24,0.040595748,1.99,57238,768x512,1.1645,,,,,,
lighthouse2,25,0.039989427,1.95,53679,768x512,1.0921,,,,,,
lighthouse2,26,0.039672927,1.95,50668,768x512,1.0308,,,,,,
lighthouse2,27,0.038539214,1.86,47886,768x512,0.9742,,,,,,
lighthouse2,28,0.038850425,1.94,45400,768x512,0.9236,,,,,,
lighthouse2,29,0.038862245,1.85,43106,768x512,0.8769,,,,,,
lighthouse2,30,0.038941495,1.89,41084,768x512,0.8358,,,,,,
lighthouse2,31,0.037581602,1.81,38031,768x512,0.7737,,,,,,
lighthouse2,32,0.038269603,1.89,35476,768x512,0.7217,,,,,,
lighthouse2,33,0.038086243,1.89,33206,768x512,0.6755,,,,,,
lighthouse2,34,0.037293942,1.77,31243,768x512,0.6356,,,,,,
lighthouse2,35,0.036505029,1.73,29056,768x512,0.5911,,,,,,
lighthouse2,36,0.037007501,1.79,26994,768x512,0.5491,,,,,,
lighthouse2,37,0.037042991,1.78,25154,768x512,0.5117,,,,,,
lighthouse2,38,0.036119618,1.74,23233,768x512,0.4726,,,,,,
lighthouse2,39,0.036079848,1.73,21497,768x512,0.4373,,,,,,
lighthouse2,40,0.035425427,1.68,19946,768x512,0.4058,,,,,,
lighthouse2,41,0.035733168,1.73,18201,768x512,0.3703,,,,,,
lighthouse2,42,0.035140197,1.68,16940,768x512,0.3446,,,,,,
lighthouse2,43,0.034891196,1.62,15463,768x512,0.3145,,,,,,
lighthouse2,44,0.034271535,1.65,14189,768x512,0.2886,,,,,,
lighthouse2,45,0.034578305,1.7,13013,768x512,0.2647,,,,,,
lighthouse2,46,0.033509323,1.58,11822,768x512,0.2405,,,,,,
lighthouse2,47,0.033785054,1.57,10835,768x512,0.2204,,,,,,
lighthouse2,48,0.032955571,1.55,9917,768x512,0.2017,,,,,,
lighthouse2,49,0.033554144,1.63,9047,768x512,0.184,,,,,,
lighthouse2,50,0.032966192,1.59,8276,768x512,0.1683,,,,,,
lighthouse2,51,0.032840512,1.54,7564,768x512,0.1538,,,,,,
lighthouse2,52,0.032759101,1.55,6818,768x512,0.1387,,,,,,
lighthouse2,53,0.032664241,1.52,6199,768x512,0.1261,,,,,,
lighthouse2,54,0.0320719,1.52,5617,768x512,0.1142,,,,,,
lighthouse2,55,0.03198101,1.51,5081,768x512,0.1033,,,,,,
lighthouse2,56,0.03225601,1.53,4587,768x512,0.0933,,,,,,
lighthouse2,57,0.031895799,1.51,4120,768x512,0.0838,,,,,,
lighthouse2,58,0.031242159,1.48,3624,768x512,0.0737,,,,,,
lighthouse2,59,0.031501468,1.5,3200,768x512,0.0651,,,,,,
lighthouse2,60,0.031619899,1.51,2818,768x512,0.0573,,,,,,
lighthouse2,61,0.031361518,1.48,2484,768x512,0.0505,,,,,,
lighthouse2,62,0.031029647,1.46,2091,768x512,0.0425,,,,,,
lighthouse2,63,0.030733517,1.46,1699,768x512,0.0345,,,,,,
lighthouse,0,0.07312705,3.51,403060,480x720,9.33,,,,,,
lighthouse,1,0.060903283,2.96,287520,480x720,6.6555,,,,,,
lighthouse,2,0.055225511,2.63,232674,480x720,5.3859,,,,,,
lighthouse,3,0.051426602,2.39,195073,480x720,4.5155,,,,,,
lighthouse,4,0.051926133,2.4,171574,480x720,3.9716,,,,,,
lighthouse,5,0.046968403,2.21,152746,480x720,3.5357,,,,,,
lighthouse,6,0.045585459,2.37,137449,480x720,3.1816,,,,,,
lighthouse,7,0.044500797,2.15,124670,480x720,2.8858,,,,,,
lighthouse,8,0.043320794,2.09,114388,480x720,2.6478,,,,,,
lighthouse,9,0.042300222,2.08,104942,480x720,2.4292,,,,,,
lighthouse,10,0.042075282,2.07,97493,480x720,2.2567,,,,,,
lighthouse,11,0.040978929,1.99,90766,480x720,2.101,,,,,,
lighthouse,12,0.040135378,1.93,84467,480x720,1.9552,,,,,,
lighthouse,13,0.039216086,1.93,79678,480x720,1.8443,,,,,,
lighthouse,14,0.039026155,1.91,75401,480x720,1.7453,,,,,,
lighthouse,15,0.038677075,1.97,71759,480x720,1.661,,,,,,
lighthouse,16,0.038285044,1.9,67610,480x720,1.565,,,,,,
lighthouse,17,0.037979503,1.82,64631,480x720,1.496,,,,,,
lighthouse,18,0.037671692,1.83,61942,480x720,1.4338,,,,,,
