Filename,q_flag,Time,Energy,File Size,Resolution,bpp
img_15360x8640_3x8bit_RGB_color_bars_CMYKWRGB,63,4.841252883,169.53,398766380,15360x8640,24.0382
img_15360x8640_3x8bit_RGB_color_rainbow_gradient,63,4.845104824,167.13,398766380,15360x8640,24.0382
img_15360x8640_3x8bit_RGB_color_rainbow,63,4.750921947,154.86,398766380,15360x8640,24.0382
img_15360x8640_3x8bit_RGB_color_SMPTE_RP_219_2002,63,4.735988172,154.81,398766380,15360x8640,24.0382
