Filename,q_flag,Avg Time,Avg Energy,File Size,Resolution,bpp,,,,
bikes,0,0.061031386,2.87,14116,768x512,0.2871,,0.025846059517931,1.29164137931034,0.989038275862069
bikes,1,0.060892895,2.89,14740,768x512,0.2998,,,,
bikes,2,0.060435525,2.65,15326,768x512,0.3118,,,,
bikes,3,0.060724616,2.59,15847,768x512,0.3224,,,,
bikes,4,0.060912626,2.65,16506,768x512,0.3358,,,,
bikes,5,0.022946799,1.09,14226,768x512,0.2894,,,,
bikes,6,0.022686328,1.23,14966,768x512,0.3044,,,,
bikes,7,0.022845008,1.15,15637,768x512,0.3181,,,,
bikes,8,0.023007009,1.2,16424,768x512,0.3341,,,,
bikes,9,0.023072089,1.21,17316,768x512,0.3522,,,,
bikes,10,0.0236316,1.23,18268,768x512,0.3716,,,,
bikes,11,0.02325876,1.16,19164,768x512,0.3898,,,,
bikes,12,0.02344701,1.17,20155,768x512,0.41,,,,
bikes,13,0.02354497,1.18,21183,768x512,0.4309,,,,
bikes,14,0.023788731,1.26,22301,768x512,0.4537,,,,
bikes,15,0.023755251,1.17,23426,768x512,0.4766,,,,
bikes,16,0.023794801,1.18,24582,768x512,0.5001,,,,
bikes,17,0.02351652,1.2,25794,768x512,0.5247,,,,
bikes,18,0.023766531,1.19,26858,768x512,0.5464,,,,
bikes,19,0.025150064,1.36,28080,768x512,0.5712,,,,
bikes,20,0.023992561,1.22,29452,768x512,0.5992,,,,
bikes,21,0.023800071,1.18,30486,768x512,0.6202,,,,
bikes,22,0.023958872,1.21,31528,768x512,0.6414,,,,
bikes,23,0.023924902,1.17,32703,768x512,0.6653,,,,
bikes,24,0.023837181,1.17,33936,768x512,0.6904,,,,
bikes,25,0.024558892,1.2,35136,768x512,0.7148,,,,
bikes,26,0.024077761,1.17,36131,768x512,0.735,,,,
bikes,27,0.024132382,1.23,37120,768x512,0.7552,,,,
bikes,28,0.024412813,1.3,37918,768x512,0.7714,,,,
bikes,29,0.024233792,1.24,38469,768x512,0.7826,,,,
bikes,30,0.024554673,1.26,38996,768x512,0.7933,,,,
bikes,31,0.024438963,1.27,39465,768x512,0.8029,,,,
bikes,32,0.024308733,1.21,39955,768x512,0.8128,,,,
bikes,33,0.024692263,1.31,40461,768x512,0.8231,,,,
bikes,34,0.024435522,1.21,40926,768x512,0.8326,,,,
bikes,35,0.024615873,1.22,41452,768x512,0.8433,,,,
bikes,36,0.025593706,1.37,42005,768x512,0.8545,,,,
bikes,37,0.024384812,1.19,42534,768x512,0.8653,,,,
bikes,38,0.024493142,1.34,43048,768x512,0.8758,,,,
bikes,39,0.024875154,1.22,43612,768x512,0.8872,,,,
