Filename,q_flag,Avg Time,Avg Energy,File Size,Resolution,bpp,,,,
bikes,0,0.061570388,2.91,14454,768x512,0.294,,0.0273620149648276,1.36435862068966,1.00465672413793
bikes,1,0.061231467,2.84,15061,768x512,0.3064,,,,
bikes,2,0.061498927,2.6,15673,768x512,0.3188,,,,
bikes,3,0.060977476,2.68,16163,768x512,0.3288,,,,
bikes,4,0.061635558,2.66,16840,768x512,0.3426,,,,
bikes,5,0.024880743,1.25,15059,768x512,0.3063,,,,
bikes,6,0.024818094,1.36,15789,768x512,0.3212,,,,
bikes,7,0.025296175,1.3,16525,768x512,0.3362,,,,
bikes,8,0.025237284,1.29,17368,768x512,0.3533,,,,
bikes,9,0.025353595,1.28,18211,768x512,0.3705,,,,
bikes,10,0.025021804,1.29,19162,768x512,0.3898,,,,
bikes,11,0.025513925,1.29,20047,768x512,0.4078,,,,
bikes,12,0.025129644,1.32,21066,768x512,0.4285,,,,
bikes,13,0.025251954,1.28,22102,768x512,0.4496,,,,
bikes,14,0.02741446,1.4,23190,768x512,0.4718,,,,
bikes,15,0.025563766,1.27,24284,768x512,0.494,,,,
bikes,16,0.025728396,1.3,25472,768x512,0.5182,,,,
bikes,17,0.025552375,1.36,26651,768x512,0.5422,,,,
bikes,18,0.026197767,1.33,27711,768x512,0.5637,,,,
bikes,19,0.026002626,1.3,28957,768x512,0.5891,,,,
bikes,20,0.026109387,1.35,30334,768x512,0.6171,,,,
bikes,21,0.025986796,1.36,31376,768x512,0.6383,,,,
bikes,22,0.026127547,1.39,32430,768x512,0.6597,,,,
bikes,23,0.026039097,1.34,33581,768x512,0.6832,,,,
bikes,24,0.025894696,1.27,34819,768x512,0.7083,,,,
bikes,25,0.026252607,1.32,36040,768x512,0.7332,,,,
bikes,26,0.026298687,1.29,37047,768x512,0.7537,,,,
bikes,27,0.026760119,1.35,38030,768x512,0.7737,,,,
bikes,28,0.026327228,1.33,38833,768x512,0.79,,,,
bikes,29,0.026186477,1.26,39390,768x512,0.8013,,,,
bikes,30,0.026728398,1.32,39905,768x512,0.8118,,,,
bikes,31,0.027235689,1.45,40403,768x512,0.822,,,,
bikes,32,0.026664849,1.33,40880,768x512,0.8317,,,,
bikes,33,0.026516418,1.33,41405,768x512,0.8423,,,,
bikes,34,0.026523508,1.34,41861,768x512,0.8516,,,,
bikes,35,0.026161347,1.3,42265,768x512,0.8598,,,,
bikes,36,0.026351167,1.32,42845,768x512,0.8716,,,,
bikes,37,0.02722986,1.53,43305,768x512,0.881,,,,
bikes,38,0.026801199,1.42,43828,768x512,0.8916,,,,
bikes,39,0.026394577,1.33,44377,768x512,0.9028,,,,
bikes,40,0.026479398,1.31,45060,768x512,0.9167,,,,
bikes,41,0.026411177,1.34,45599,768x512,0.9277,,,,
bikes,42,0.026525627,1.39,46255,768x512,0.941,,,,
