Filename,q_flag,Avg Time,Avg Energy,File Size,Resolution,bpp,,,,
bikes,0,1.389964746,56.36,9170,768x512,0.1865,,0.810452117178966,32.7152206896552,0.895996
bikes,1,1.377935555,56.07,9520,768x512,0.1936,,,,
bikes,2,1.376723942,53.64,10019,768x512,0.2038,,,,
bikes,3,1.374960957,52.69,10517,768x512,0.2139,,,,
bikes,4,1.371763449,53.38,11188,768x512,0.2276,,,,
bikes,5,0.830336685,35.01,11429,768x512,0.2325,,,,
bikes,6,0.825449782,34.75,11992,768x512,0.2439,,,,
bikes,7,0.82456279,35.22,12514,768x512,0.2545,,,,
bikes,8,0.843649029,35.82,13116,768x512,0.2668,,,,
bikes,9,0.83629254,35.07,13691,768x512,0.2785,,,,
bikes,10,0.842040645,34.33,14378,768x512,0.2925,,,,
bikes,11,0.830503335,34.27,15043,768x512,0.306,,,,
bikes,12,0.851129837,34.25,15662,768x512,0.3186,,,,
bikes,13,0.843928919,35.79,16593,768x512,0.3375,,,,
bikes,14,0.836576801,35.52,17441,768x512,0.3548,,,,
bikes,15,0.840592271,33.52,18200,768x512,0.3702,,,,
bikes,16,0.835344507,35.1,19093,768x512,0.3884,,,,
bikes,17,0.837516903,35.64,20127,768x512,0.4094,,,,
bikes,18,0.843651838,34.71,21057,768x512,0.4284,,,,
bikes,19,0.847974439,34.17,21991,768x512,0.4474,,,,
bikes,20,0.846176375,35.73,23035,768x512,0.4686,,,,
bikes,21,0.871044608,35.51,23979,768x512,0.4878,,,,
bikes,22,0.860192941,35.89,24963,768x512,0.5078,,,,
bikes,23,0.850601246,35.77,26014,768x512,0.5292,,,,
bikes,24,0.862586546,36.24,26974,768x512,0.5487,,,,
bikes,25,0.86756942,36.35,27920,768x512,0.568,,,,
bikes,26,0.853261073,34.26,28627,768x512,0.5824,,,,
bikes,27,0.850857536,35.96,29548,768x512,0.6011,,,,
bikes,28,0.854981157,34.41,30179,768x512,0.6139,,,,
bikes,29,0.876159502,36.32,30812,768x512,0.6268,,,,
bikes,30,0.866259486,35.66,31171,768x512,0.6341,,,,
bikes,31,0.878493597,36.92,31650,768x512,0.6439,,,,
bikes,32,0.877242344,35.13,31957,768x512,0.6501,,,,
bikes,33,0.862418156,35.11,32330,768x512,0.6577,,,,
bikes,34,0.877897936,35.37,32873,768x512,0.6688,,,,
bikes,35,0.866291866,36.27,33254,768x512,0.6765,,,,
bikes,36,0.855734059,34.64,33633,768x512,0.6842,,,,
bikes,37,0.857315083,35.96,34001,768x512,0.6917,,,,
bikes,38,0.863686618,34.74,34394,768x512,0.6997,,,,
