Filename,q_flag,Avg Time,Avg Energy,File Size,Resolution,bpp,,,,
bikes,0,0.065171717,3,10949,768x512,0.2227,,0.0346179507713793,1.9389275862069,0.912450862068966
bikes,1,0.063926714,2.96,11459,768x512,0.2331,,,,
bikes,2,0.063980184,2.79,11979,768x512,0.2437,,,,
bikes,3,0.064831316,3.04,12519,768x512,0.2546,,,,
bikes,4,0.064453995,2.82,13120,768x512,0.2669,,,,
bikes,5,0.033482096,1.88,12947,768x512,0.2634,,,,
bikes,6,0.033943317,1.96,13510,768x512,0.2748,,,,
bikes,7,0.03118847,1.85,14075,768x512,0.2863,,,,
bikes,8,0.032819714,2.02,14736,768x512,0.2998,,,,
bikes,9,0.03147037,1.9,15347,768x512,0.3122,,,,
bikes,10,0.030866349,1.86,15936,768x512,0.3242,,,,
bikes,11,0.033458615,1.88,16663,768x512,0.339,,,,
bikes,12,0.031424601,1.92,17365,768x512,0.3532,,,,
bikes,13,0.033831716,1.81,18105,768x512,0.3683,,,,
bikes,14,0.034507828,1.93,19629,768x512,0.3993,,,,
bikes,15,0.032496333,1.99,19808,768x512,0.4029,,,,
bikes,16,0.034165767,1.88,20549,768x512,0.418,,,,
bikes,17,0.031908012,1.85,21739,768x512,0.4422,,,,
bikes,18,0.032808684,1.97,22809,768x512,0.464,,,,
bikes,19,0.034886859,1.88,23874,768x512,0.4857,,,,
bikes,20,0.03520398,2.03,24920,768x512,0.5069,,,,
bikes,21,0.032064002,1.85,25968,768x512,0.5283,,,,
bikes,22,0.034857589,1.99,27122,768x512,0.5517,,,,
bikes,23,0.032633704,1.77,28047,768x512,0.5706,,,,
bikes,24,0.034333108,1.83,28994,768x512,0.5898,,,,
bikes,25,0.033525666,2.03,30110,768x512,0.6125,,,,
bikes,26,0.032811974,1.92,30973,768x512,0.6301,,,,
bikes,27,0.033009805,1.84,31613,768x512,0.6431,,,,
bikes,28,0.035578911,2,32298,768x512,0.6571,,,,
bikes,29,0.033829246,1.98,33317,768x512,0.6778,,,,
bikes,30,0.033485316,1.97,33449,768x512,0.6805,,,,
bikes,31,0.035127259,2.08,33899,768x512,0.6896,,,,
bikes,32,0.033026164,1.96,34316,768x512,0.6981,,,,
bikes,33,0.033241285,1.85,34720,768x512,0.7063,,,,
bikes,34,0.0353505,1.9,35101,768x512,0.7141,,,,
bikes,35,0.034581099,1.88,35551,768x512,0.7232,,,,
bikes,36,0.032884624,1.99,35995,768x512,0.7323,,,,
bikes,37,0.034699339,1.96,36501,768x512,0.7426,,,,
bikes,38,0.034848419,1.88,36921,768x512,0.7511,,,,
bikes,39,0.034228267,1.93,37392,768x512,0.7607,,,,
bikes,40,0.034678438,2.03,37899,768x512,0.771,,,,
bikes,41,0.034944689,1.96,38392,768x512,0.781,,,,
bikes,42,0.034844559,2.01,38987,768x512,0.7931,,,,
bikes,43,0.034136617,1.94,39469,768x512,0.8029,,,,
bikes,44,0.034476918,1.96,40029,768x512,0.8143,,,,
bikes,45,0.035305791,2.04,40586,768x512,0.8257,,,,
bikes,46,0.034780509,1.86,41110,768x512,0.8363,,,,
bikes,47,0.035832011,1.94,41746,768x512,0.8493,,,,
bikes,48,0.034787409,1.85,42423,768x512,0.863,,,,
bikes,49,0.033356515,1.91,43183,768x512,0.8785,,,,
bikes,50,0.033695706,1.91,43810,768x512,0.8913,,,,
bikes,51,0.03548272,1.95,44693,768x512,0.9092,,,,
bikes,52,0.0353078,1.96,45311,768x512,0.9218,,,,
bikes,53,0.033378166,2.04,46093,768x512,0.9377,,,,
bikes,54,0.037712976,2.06,46702,768x512,0.9501,,,,
