Filename,q_flag,Avg Time,Avg Energy,File Size,Resolution,bpp,,,,
bikes,0,1.073515437,41.55,9202,768x512,0.1872,,0.523486394477586,21.2150620689655,0.892826896551724
bikes,1,1.062276058,40.59,9557,768x512,0.1944,,,,
bikes,2,1.060676994,39.89,10051,768x512,0.2044,,,,
bikes,3,1.079825812,41.03,10556,768x512,0.2147,,,,
bikes,4,1.081576677,40.69,11218,768x512,0.2282,,,,
bikes,5,0.534194017,23.2,11470,768x512,0.2333,,,,
bikes,6,0.533239034,22.46,12046,768x512,0.245,,,,
bikes,7,0.544212592,24.59,12558,768x512,0.2554,,,,
bikes,8,0.537514255,23.24,13164,768x512,0.2678,,,,
bikes,9,0.543411991,22.88,13743,768x512,0.2796,,,,
bikes,10,0.541642705,22.18,14420,768x512,0.2933,,,,
bikes,11,0.536548543,23.1,15098,768x512,0.3071,,,,
bikes,12,0.540411003,22.85,15746,768x512,0.3203,,,,
bikes,13,0.546982879,23.02,16670,768x512,0.3391,,,,
bikes,14,0.545974217,23.2,17475,768x512,0.3555,,,,
bikes,15,0.54334479,22.8,18254,768x512,0.3713,,,,
bikes,16,0.536118632,22.35,19139,768x512,0.3893,,,,
bikes,17,0.54723579,23.14,20190,768x512,0.4107,,,,
bikes,18,0.551992142,23.19,21095,768x512,0.4291,,,,
bikes,19,0.544175092,22.8,22043,768x512,0.4484,,,,
bikes,20,0.541871077,23.13,23074,768x512,0.4694,,,,
bikes,21,0.544905484,23.06,24012,768x512,0.4885,,,,
bikes,22,0.556832025,23.33,25013,768x512,0.5088,,,,
bikes,23,0.546881859,23.07,26071,768x512,0.5304,,,,
bikes,24,0.547497511,23.39,27008,768x512,0.5494,,,,
bikes,25,0.544265062,23.19,27971,768x512,0.569,,,,
bikes,26,0.545062885,23.5,28702,768x512,0.5839,,,,
bikes,27,0.551915422,23.24,29589,768x512,0.6019,,,,
bikes,28,0.553390705,23.72,30222,768x512,0.6148,,,,
bikes,29,0.546306577,23.51,30838,768x512,0.6274,,,,
bikes,30,0.549479146,23.47,31187,768x512,0.6345,,,,
bikes,31,0.551752672,23.44,31671,768x512,0.6443,,,,
bikes,32,0.551520821,23.78,31998,768x512,0.651,,,,
bikes,33,0.553522936,23.55,32393,768x512,0.659,,,,
bikes,34,0.552489804,23.37,32885,768x512,0.669,,,,
bikes,35,0.556638524,23.54,33236,768x512,0.6761,,,,
bikes,36,0.545438915,23.17,33622,768x512,0.684,,,,
bikes,37,0.545836857,22.87,34019,768x512,0.6921,,,,
bikes,38,0.567090631,22.72,34492,768x512,0.7017,,,,
bikes,39,0.541165114,22.37,34973,768x512,0.7115,,,,
bikes,40,0.545737046,23.05,35403,768x512,0.7202,,,,
bikes,41,0.544712224,22.58,35786,768x512,0.728,,,,
bikes,42,0.544280353,22.32,36322,768x512,0.7389,,,,
bikes,43,0.549363666,22.33,37120,768x512,0.7552,,,,
bikes,44,0.553116915,22.08,37519,768x512,0.7633,,,,
bikes,45,0.552059203,22.91,38086,768x512,0.7748,,,,
bikes,46,0.557336966,23.1,38571,768x512,0.7847,,,,
bikes,47,0.548022772,21.97,39396,768x512,0.8015,,,,
bikes,48,0.542058577,22.88,39899,768x512,0.8117,,,,
bikes,49,0.553528566,23.61,40575,768x512,0.8255,,,,
bikes,50,0.548287883,23.66,41105,768x512,0.8362,,,,
bikes,51,0.554662549,22.69,41719,768x512,0.8487,,,,
bikes,52,0.555369411,22.5,42620,768x512,0.8671,,,,
bikes,53,0.549218855,23.12,43268,768x512,0.8802,,,,
bikes,54,0.552874194,23.42,44064,768x512,0.8964,,,,
bikes,55,0.55120257,23.37,44886,768x512,0.9132,,,,
bikes,56,0.553906857,23.39,45443,768x512,0.9245,,,,
bikes,57,0.550503148,23.07,46316,768x512,0.9423,,,,
bikes,58,0.540822803,22.7,47143,768x512,0.9591,,,,
bikes,59,0.541659635,22.72,47969,768x512,0.9759,,,,
bikes,60,0.544397853,22.87,48998,768x512,0.9968,,,,
bikes,61,0.542338588,22.37,49946,768x512,1.0161,,,,
bikes,62,0.550251748,22.16,50884,768x512,1.0352,,,,
bikes,63,0.550912329,22.48,52052,768x512,1.059,,,,
bikes,64,0.539630031,22.89,53103,768x512,1.0803,,,,
bikes,65,0.542116777,22.35,54258,768x512,1.1038,,,,
bikes,66,0.537804876,22.77,55485,768x512,1.1288,,,,
bikes,67,0.545269236,23.03,56797,768x512,1.1555,,,,
bikes,68,0.536180882,22.72,57832,768x512,1.1765,,,,
bikes,69,0.532791883,22,59143,768x512,1.2032,,,,
bikes,70,0.535468149,21.64,60576,768x512,1.2324,,,,
