filename,codec,q_flag,ssim,psnr,mse
artificial.png,JPEG XL,0,0.9405625249610987,31.102277177143726,50.44900941848755
artificial.png,JPEG XL,1,0.9424257458217873,31.242773341461675,48.843078242407906
artificial.png,JPEG XL,2,0.943888199034643,31.336232517135876,47.80321534474691
artificial.png,JPEG XL,3,0.945587132266442,31.48866159699431,46.154516008165146
artificial.png,JPEG XL,4,0.9473064855775704,31.60716262400367,44.91217613220215
artificial.png,JPEG XL,5,0.9270880651250154,30.955490907540636,52.18326759338379
artificial.png,JPEG XL,6,0.930574039301239,31.211298286609335,49.19834936989678
artificial.png,JPEG XL,7,0.9333477228016985,31.400575307926037,47.100208547380234
artificial.png,JPEG XL,8,0.9365550374421454,31.691336412906438,44.05008183585273
artificial.png,JPEG XL,9,0.9393487320129705,31.8191249562423,42.7728181415134
artificial.png,JPEG XL,10,0.941969027973355,32.125293708269,39.861257023281524
artificial.png,JPEG XL,11,0.9445921046797798,32.207043646230005,39.117941803402374
artificial.png,JPEG XL,12,0.9479151541095061,32.60115769214284,35.72437106238471
artificial.png,JPEG XL,13,0.9513302947382769,32.89024207980332,33.423825316958954
artificial.png,JPEG XL,14,0.9544465757933269,33.13520471468315,31.5907465616862
artificial.png,JPEG XL,15,0.9574523487843033,33.443111671092765,29.428572336832683
artificial.png,JPEG XL,16,0.9600861795869231,33.68685933857683,27.822389549679226
artificial.png,JPEG XL,17,0.9624175794103701,33.98553200173797,25.973301728566486
artificial.png,JPEG XL,18,0.9645548787438332,34.15988510212804,24.95122374428643
artificial.png,JPEG XL,19,0.9667314037377929,34.36484393533664,23.801041815016006
artificial.png,JPEG XL,20,0.9686428713303288,34.652142381373906,22.27748309241401
artificial.png,JPEG XL,21,0.9699303041911602,34.752923623376574,21.766469796498615
artificial.png,JPEG XL,22,0.971248529089787,34.96799573250324,20.71480205323961
artificial.png,JPEG XL,23,0.9726706606080844,35.151639120047236,19.857128620147705
artificial.png,JPEG XL,24,0.9739321262378198,35.351236169546986,18.96517017152574
artificial.png,JPEG XL,25,0.9748275561220091,35.47337101023129,18.439250310262043
artificial.png,JPEG XL,26,0.9758678034867957,35.61041504197041,17.866474204593235
artificial.png,JPEG XL,27,0.976656036914147,35.793938675881066,17.12720489501953
artificial.png,JPEG XL,28,0.9773517916386278,35.92347739592974,16.62388865152995
artificial.png,JPEG XL,29,0.9776841567397541,35.99618387872086,16.347900019751656
artificial.png,JPEG XL,30,0.9780972133679804,36.02833471549726,16.227323320176865
artificial.png,JPEG XL,31,0.9784576180301848,36.15593701828806,15.757476170857748
artificial.png,JPEG XL,32,0.9787772577609837,36.22851746732947,15.496321360270182
artificial.png,JPEG XL,33,0.979095638992094,36.23963987822997,15.45668559604221
artificial.png,JPEG XL,34,0.9794191406537076,36.335441885511614,15.119456238216824
artificial.png,JPEG XL,35,0.9798135044902518,36.447004526609916,14.736010021633572
artificial.png,JPEG XL,36,0.9800587821368775,36.449624235271806,14.727123790317112
artificial.png,JPEG XL,37,0.9803098802296021,36.497879497761204,14.56439373228285
artificial.png,JPEG XL,38,0.9806537734899541,36.626654503477624,14.138876809014214
artificial.png,JPEG XL,39,0.9809744124704808,36.658401804193154,14.035897254943848
artificial.png,JPEG XL,40,0.9814065919388768,36.75833400536237,13.716615358988443
artificial.png,JPEG XL,41,0.9817191701438581,36.85393226381531,13.417979823218452
artificial.png,JPEG XL,42,0.9820317023571493,36.8908403240274,13.304431703355577
artificial.png,JPEG XL,43,0.9823584222719858,37.005521634361834,12.957708252800835
artificial.png,JPEG XL,44,0.9825881927342947,37.06203323190799,12.790191226535374
artificial.png,JPEG XL,45,0.9828529870181814,37.1093176772326,12.651691489749485
artificial.png,JPEG XL,46,0.9831914976861712,37.23008134274388,12.304733912150065
artificial.png,JPEG XL,47,0.9835314806489979,37.304169456543164,12.096602651807997
artificial.png,JPEG XL,48,0.9838148985539484,37.41147480425143,11.801382329728868
artificial.png,JPEG XL,49,0.9840813241528857,37.446267316803144,11.707215944925943
artificial.png,JPEG XL,50,0.9843832873933538,37.56486961664543,11.391827477349175
artificial.png,JPEG XL,51,0.9846633932533245,37.620658718095925,11.246424939897326
artificial.png,JPEG XL,52,0.9848574406268918,37.694619305765535,11.056519349416098
artificial.png,JPEG XL,53,0.985207573699448,37.82014909415112,10.74151282840305
artificial.png,JPEG XL,54,0.9854998365441392,37.89863824973959,10.549127366807726
artificial.png,JPEG XL,55,0.9859117221804274,38.01051175313221,10.280853854285347
artificial.png,JPEG XL,56,0.9862193214634098,38.09867460601002,10.074254088931614
artificial.png,JPEG XL,57,0.9850280376542176,37.81996896591863,10.74195835325453
artificial.png,JPEG XL,58,0.9852135512262803,37.87533916737439,10.605873531765408
artificial.png,JPEG XL,59,0.9855347021218583,37.96353832623375,10.392655425601536
artificial.png,JPEG XL,60,0.9859647542445863,38.12081029183256,10.02303695678711
artificial.png,JPEG XL,61,0.9862284175589561,38.21387164792878,9.810546398162842
artificial.png,JPEG XL,62,0.9866181245232541,38.314805240654685,9.585170374976265
artificial.png,JPEG XL,63,0.9870517370916125,38.45808750826164,9.274096488952637
artificial.png,JPEG XL,64,0.9873404557652061,38.58012213456422,9.017126189337837
artificial.png,JPEG XL,65,0.9876331925383981,38.66016719842713,8.852453231811523
artificial.png,JPEG XL,66,0.9879878170689782,38.810194062711794,8.551867326100668
artificial.png,JPEG XL,67,0.9883557160555542,38.90542537904749,8.366384559207493
artificial.png,JPEG XL,68,0.9887703788941343,39.09931493042129,8.001084698571098
