artificial,0,0.957575327,50.57,1731633,3072x2048,2.2018
artificial,1,0.785955956,42.72,1111640,3072x2048,1.4135
artificial,2,0.808955651,38.99,925597,3072x2048,1.1769
artificial,3,0.692784092,36.50,785337,3072x2048,.9986
artificial,4,0.663642702,34.59,699678,3072x2048,.8896
artificial,5,0.665137576,31.49,630361,3072x2048,.8015
artificial,6,0.690573427,32.25,585043,3072x2048,.7439
artificial,7,0.628015757,30.45,541325,3072x2048,.6883
artificial,8,0.617813802,28.73,512988,3072x2048,.6522
artificial,9,0.583842920,27.50,484619,3072x2048,.6162
artificial,10,0.590748697,27.45,464069,3072x2048,.5900
artificial,11,0.596032010,26.18,445816,3072x2048,.5668
artificial,12,0.591583489,26.17,426596,3072x2048,.5424
artificial,13,0.580441732,27.07,412363,3072x2048,.5243
artificial,14,0.559561753,28.28,400175,3072x2048,.5088
artificial,15,0.536096006,26.65,388148,3072x2048,.4935
artificial,16,0.559914333,27.51,373988,3072x2048,.4755
artificial,17,0.521433641,26.83,364006,3072x2048,.4628
artificial,18,0.588149661,29.77,353818,3072x2048,.4499
artificial,19,0.550276160,24.96,343437,3072x2048,.4367
artificial,20,0.591558079,24.60,332094,3072x2048,.4222
artificial,21,0.528340048,24.05,323355,3072x2048,.4111
artificial,22,0.544427566,23.19,314462,3072x2048,.3998
artificial,23,0.573847997,24.40,306232,3072x2048,.3893
artificial,24,0.545367279,23.45,295520,3072x2048,.3757
artificial,25,0.576350013,23.74,280799,3072x2048,.3570
artificial,26,0.534785353,22.75,265907,3072x2048,.3381
artificial,27,0.549090227,22.53,252433,3072x2048,.3209
artificial,28,0.501101472,23.97,240847,3072x2048,.3062
artificial,29,0.518480724,23.85,228801,3072x2048,.2909
artificial,30,0.524770519,23.78,219918,3072x2048,.2796
artificial,31,0.487034678,22.01,207942,3072x2048,.2644
artificial,32,0.506724106,21.83,196000,3072x2048,.2492
artificial,33,0.480186842,21.33,185987,3072x2048,.2364
artificial,34,0.500148090,21.08,176812,3072x2048,.2248
artificial,35,0.504265680,20.92,166696,3072x2048,.2119
artificial,36,0.488581822,20.33,156775,3072x2048,.1993
artificial,37,0.500232900,19.66,148296,3072x2048,.1885
artificial,38,0.468636585,20.51,140020,3072x2048,.1780
artificial,39,0.505732184,19.28,131714,3072x2048,.1674
artificial,40,0.499843199,18.72,124599,3072x2048,.1584
artificial,41,0.492702842,18.76,116372,3072x2048,.1479
artificial,42,0.451246283,17.98,109527,3072x2048,.1392
artificial,43,0.463505272,18.55,103014,3072x2048,.1309
artificial,44,0.446720942,17.78,96502,3072x2048,.1227
artificial,45,0.434389132,17.76,90565,3072x2048,.1151
artificial,46,0.466675449,17.35,85129,3072x2048,.1082
artificial,47,0.462196849,17.36,79818,3072x2048,.1014
artificial,48,0.445151348,16.80,74488,3072x2048,.0947
artificial,49,0.413822673,17.02,69559,3072x2048,.0884
artificial,50,0.426454723,17.01,65089,3072x2048,.0827
artificial,51,0.418964935,15.98,60993,3072x2048,.0775
artificial,52,0.431373835,16.22,56861,3072x2048,.0723
artificial,53,0.415418647,16.35,52976,3072x2048,.0673
artificial,54,0.410012293,15.65,49384,3072x2048,.0627
artificial,55,0.398183585,15.66,45551,3072x2048,.0579
artificial,56,0.384256272,15.41,41958,3072x2048,.0533
artificial,57,0.378552848,14.80,38641,3072x2048,.0491
artificial,58,0.358045949,14.59,35002,3072x2048,.0445
artificial,59,0.371590752,14.53,31682,3072x2048,.0402
artificial,60,0.373459536,14.88,28026,3072x2048,.0356
artificial,61,0.366952351,14.15,24599,3072x2048,.0312
artificial,62,0.355329173,13.75,20748,3072x2048,.0263
artificial,63,0.335714365,13.26,15877,3072x2048,.0201
big_building,0,4.149667835,263.66,47664028,7216x5412,9.7639
big_building,1,4.067960540,256.09,36062832,7216x5412,7.3874
big_building,2,3.879444668,242.01,29328542,7216x5412,6.0079
big_building,3,3.731461473,230.98,23752141,7216x5412,4.8656
big_building,4,3.723930274,223.88,19961602,7216x5412,4.0891
big_building,5,3.551906571,215.71,16879216,7216x5412,3.4577
big_building,6,3.478285304,206.45,14756224,7216x5412,3.0228
big_building,7,3.406330752,200.68,12886957,7216x5412,2.6398
big_building,8,3.318057660,193.14,11551837,7216x5412,2.3663
big_building,9,3.250097348,185.40,10308401,7216x5412,2.1116
big_building,10,3.216796597,183.46,9388866,7216x5412,1.9233
big_building,11,3.198290113,186.52,8606531,7216x5412,1.7630
big_building,12,3.074389966,180.11,7853880,7216x5412,1.6088
big_building,13,3.057407075,173.65,7280219,7216x5412,1.4913
big_building,14,3.016615587,172.60,6779147,7216x5412,1.3887
big_building,15,2.980869391,161.14,6334078,7216x5412,1.2975
big_building,16,3.009427290,167.29,5886303,7216x5412,1.2058
big_building,17,2.950663629,157.71,5541321,7216x5412,1.1351
big_building,18,2.973062552,171.05,5228753,7216x5412,1.0711
big_building,19,2.836399585,150.28,4947009,7216x5412,1.0133
big_building,20,2.850902619,151.34,4656282,7216x5412,.9538
big_building,21,2.874883777,148.36,4426618,7216x5412,.9067
big_building,22,2.798522274,145.30,4216733,7216x5412,.8637
big_building,23,2.815868616,143.45,4024381,7216x5412,.8243
big_building,24,2.788568650,141.69,3796628,7216x5412,.7777
big_building,25,2.750736149,138.21,3491076,7216x5412,.7151
big_building,26,2.756330813,138.11,3229832,7216x5412,.6616
big_building,27,2.741924508,145.19,3003190,7216x5412,.6152
big_building,28,2.667350949,130.11,2805778,7216x5412,.5747
big_building,29,2.651597931,127.35,2631835,7216x5412,.5391
big_building,30,2.648530534,136.38,2475676,7216x5412,.5071
big_building,31,2.642620940,140.35,2283924,7216x5412,.4678
big_building,32,2.600557769,130.67,2101660,7216x5412,.4305
