Filename;q_flag;Avg Time;Avg Energy;File Size;Resolution;bpp;ssim;psnr;mse;;avg fs;min fs;max fs;median
artificial;10;0,395361917;15,68;94112;3072x2048;0,1196;0,954933737;32,99693262;32,61272579;;983733,0861;21118;17476498;172459
artificial;11;0,40135615;15,74;96512;3072x2048;0,1227;0,956277116;33,16559177;31,37048144;;avg encode time;min time;max time ;median
artificial;12;0,395146377;15,25;98152;3072x2048;0,1248;0,957260097;33,29905618;30,42108806;;1,37095939;0,212603646;14,87874259;0,559067594
artificial;13;0,395616387;14,79;100388;3072x2048;0,1276;0,958187589;33,4319915;29,50402117;;avg bpp;min bpp;max bpp;median 
artificial;14;0,41476833;16,28;102528;3072x2048;0,1303;0,933031462;33,48847215;29,1228012;;0,640909444;0,0368;4,7686;0,19935
artificial;15;0,399548906;15,62;104200;3072x2048;0,1324;0,960262376;33,65869696;28,0033936;;;;;
artificial;16;0,418063628;16,44;107056;3072x2048;0,1361;0,962800993;33,75562652;27,38531298;;;;;
artificial;17;0,424889333;16,62;108712;3072x2048;0,1382;0,935838658;33,80459825;27,07824643;;;;;
artificial;18;0,403639395;14,74;109492;3072x2048;0,1392;0,962327281;33,96317459;26,10735665;;;;;
artificial;19;0,401530001;14,95;111710;3072x2048;0,142;0,963297536;34,09801723;25,30921284;;;;;
artificial;20;0,38318996;14,86;112878;3072x2048;0,1435;0,968098672;34,2339212;24,52947431;;;;;
artificial;21;0,3834179;15,35;114638;3072x2048;0,1457;0,968906313;34,3252049;24,0192737;;;;;
artificial;22;0,373361998;14,01;117000;3072x2048;0,1487;0,969524742;34,43940694;23,39589516;;;;;
artificial;23;0,378734929;14,22;118532;3072x2048;0,1507;0,969866924;34,51141606;23,01117288;;;;;
artificial;24;0,383540461;14,96;120454;3072x2048;0,1531;0,970575296;34,60544268;22,51832554;;;;;
artificial;25;0,377067226;14,87;122070;3072x2048;0,1552;0,970901883;34,69423448;22,06261126;;;;;
artificial;26;0,378030618;14,7;124102;3072x2048;0,1578;0,971563957;34,79345823;21,56425895;;;;;
artificial;27;0,375696763;14,93;125798;3072x2048;0,1599;0,97201346;34,87383709;21,16882006;;;;;
artificial;28;0,382813429;14,4;128742;3072x2048;0,1637;0,972536221;34,97733657;20,6702964;;;;;
artificial;29;0,383896751;14,38;130930;3072x2048;0,1664;0,973159647;35,07212421;20,22404114;;;;;
artificial;30;0,379189431;14,85;132950;3072x2048;0,169;0,973618589;35,1718329;19,76501147;;;;;
artificial;31;0,384360212;15,28;135800;3072x2048;0,1726;0,974136564;35,27142484;19,3169198;;;;;
artificial;32;0,380620463;14,45;138696;3072x2048;0,1763;0,974739659;35,42337923;18,65273147;;;;;
artificial;33;0,382264758;14,97;140214;3072x2048;0,1782;0,975182905;35,47738341;18,42222235;;;;;
artificial;34;0,38337873;14,23;142504;3072x2048;0,1812;0,975493944;35,57370147;18,01815065;;;;;
artificial;35;0,384882184;14,58;145490;3072x2048;0,185;0,976026311;35,67685466;17,59522782;;;;;
artificial;36;0,386324727;15,28;147058;3072x2048;0,1869;0,976450372;35,72022542;17,4203878;;;;;
artificial;37;0,380118993;14,37;149432;3072x2048;0,19;0,976985396;35,830655;16,98301766;;;;;
artificial;38;0,383781911;14,98;150972;3072x2048;0,1919;0,977165704;35,91202366;16,66778904;;;;;
artificial;39;0,38765271;15,37;153148;3072x2048;0,1947;0,977520596;36,05054657;16,14454105;;;;;
artificial;40;0,388572301;15,43;156394;3072x2048;0,1988;0,978059702;36,20254129;15,58928627;;;;;
artificial;41;0,384842894;14,98;156834;3072x2048;0,1994;0,978327231;36,21288079;15,55221611;;;;;
artificial;42;0,384650633;15,32;158470;3072x2048;0,2015;0,978348564;36,26300124;15,37376494;;;;;
artificial;43;0,384596123;14,57;162284;3072x2048;0,2063;0,978891829;36,40069683;14,89397695;;;;;
artificial;44;0,385131554;15,14;163996;3072x2048;0,2085;0,97949315;36,55018954;14,39002032;;;;;
artificial;45;0,396272198;15,67;164556;3072x2048;0,2092;0,979305503;36,4970369;14,56721973;;;;;
artificial;46;0,389775854;15,46;167206;3072x2048;0,2126;0,979404603;36,56144722;14,35276715;;;;;
artificial;47;0,386412976;15,51;170224;3072x2048;0,2164;0,980000055;36,67186314;13,99245914;;;;;
artificial;48;0,384330752;15,08;172126;3072x2048;0,2188;0,980456127;36,81857457;13,52766699;;;;;
artificial;49;0,39228101;15,52;172632;3072x2048;0,2195;0,980010893;36,72584758;13,81960413;;;;;
artificial;50;0,39204636;15,36;175628;3072x2048;0,2233;0,980757623;36,8429448;13,45196973;;;;;
artificial;51;0,388616102;15,42;177178;3072x2048;0,2252;0,980858581;36,92397382;13,20331483;;;;;
artificial;52;0,3924527;15,67;178612;3072x2048;0,2271;0,981314047;36,96738646;13,07199023;;;;;
artificial;53;0,388342702;15,5;180792;3072x2048;0,2298;0,981843034;37,1358454;12,57464753;;;;;
artificial;54;0,396604049;15,76;182420;3072x2048;0,2319;0,982127805;37,18315094;12,43842141;;;;;
artificial;55;0,386966738;15,44;182844;3072x2048;0,2324;0,982056801;37,16286725;12,49665085;;;;;
artificial;56;0,393875843;15,56;185080;3072x2048;0,2353;0,981990558;37,10291981;12,67034324;;;;;
artificial;57;0,394525765;15,6;188026;3072x2048;0,239;0,982081205;37,17010958;12,4758287;;;;;
artificial;58;0,394025574;15,58;190572;3072x2048;0,2423;0,98286039;37,40795412;11,81095319;;;;;
artificial;59;0,3921105;15,77;192370;3072x2048;0,2446;0,983030766;37,46144421;11,66637521;;;;;
artificial;60;0,39648958;15,75;194500;3072x2048;0,2473;0,982945695;37,40882138;11,80859486;;;;;
artificial;61;0,390332676;15,13;194636;3072x2048;0,2474;0,983442565;37,55697362;11,41255803;;;;;
artificial;62;0,394925016;15,6;199354;3072x2048;0,2534;0,98342905;37,49973141;11,56397703;;;;;
artificial;63;0,397642642;15,79;199910;3072x2048;0,2541;0,983889671;37,64536211;11,18263499;;;;;
artificial;64;0,39646206;15,49;201112;3072x2048;0,2557;0,983711977;37,53216408;11,47794008;;;;;
artificial;65;0,397069691;15,61;206112;3072x2048;0,262;0,983890309;37,5832473;11,34372346;;;;;
artificial;66;0,391450398;15,3;206324;3072x2048;0,2623;0,983996346;37,63415014;11,21154197;;;;;
